@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-2,8-10,14'

@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute field numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
0.852534,0.832474,0.814228,0.721101,0.655555,-0.827596,GALAXY,-0.245363
-0.022648,-0.240328,-0.379078,-0.475452,-0.578227,2.351514,GALAXY,-0.227977
0.337235,0.627968,0.726315,0.652384,0.680986,-0.882939,GALAXY,-0.22197
0.992087,0.998886,1.348014,1.513077,1.639664,-0.759956,STAR,-0.367917
1.076251,0.853104,0.359335,0.152757,0.003933,2.302321,GALAXY,-0.024279
1.110148,0.771168,0.410029,0.227857,0.108841,-0.188085,GALAXY,-0.065821
-0.73553,-0.31898,-0.12596,-0.023934,0.07092,0.205461,STAR,-0.370202
0.527525,0.491613,0.368158,0.227646,0.169157,-0.218831,GALAXY,-0.060975
-2.218444,-1.676757,-1.11493,-0.844378,-0.645783,0.051732,STAR,-0.366266
0.796626,1.77584,1.55685,1.850089,2.376038,-1.749969,GALAXY,0.096638
0.886913,0.587941,0.479816,0.4942,0.542882,-1.048966,STAR,-0.368545
0.595608,0.6936,0.543908,0.442679,0.380183,0.992552,GALAXY,0.024184
0.616872,0.171723,-0.125725,-0.23844,-0.340558,-0.311068,GALAXY,-0.13082
-0.498554,-0.504535,-0.546967,-0.591453,-0.593333,0.752735,GALAXY,-0.170254
1.148336,2.308484,2.272374,2.277833,2.308834,1.336905,QSO,2.652234
-1.697045,-1.737138,-1.586216,-1.442897,-1.292724,-0.962878,STAR,-0.36793
1.09907,0.890761,0.749374,0.705584,0.690608,-1.737671,STAR,-0.365402
0.730448,0.990947,1.13881,1.178677,1.226472,-0.132742,STAR,-0.367674
-0.409038,-0.052552,0.152674,0.265153,0.33652,-0.686166,STAR,-0.368669
0.955285,-0.006137,-0.378353,-0.509187,-0.603466,-0.126593,GALAXY,-0.149013
0.625478,0.338774,0.106961,0.00267,-0.066582,1.718152,GALAXY,-0.222359
-1.365527,-1.458328,-1.316206,-1.286937,-1.189246,0.488322,GALAXY,-0.264913
-1.898751,-1.968779,-1.742909,-1.537858,-1.363548,-0.507841,STAR,-0.368171
-0.219242,0.053235,-0.007259,-0.123441,-0.186085,1.213922,GALAXY,-0.222609
1.081446,0.491039,0.077641,-0.037324,-0.158364,0.857271,GALAXY,-0.155202
0.409067,0.414258,0.524851,0.564087,0.598709,-0.194234,STAR,-0.366489
-0.432484,-0.413405,-0.304403,-0.181635,-0.102922,2.203935,STAR,-0.368001
0.057248,-0.631026,-0.942975,-1.051358,-1.152521,-0.962878,GALAXY,-0.174623
0.996053,0.91593,0.757019,0.576817,0.52811,-0.009759,GALAXY,-0.038636
-0.256707,-0.232824,-0.24357,-0.299113,-0.320361,0.193163,GALAXY,-0.150716
1.000477,1.922101,1.926674,2.037735,2.090676,0.795779,QSO,2.670781
0.006198,0.024368,0.692758,0.938314,1.084957,1.220071,STAR,-0.368759
-0.496974,-0.918775,-1.140541,-1.213859,-1.272786,0.555962,GALAXY,-0.102852
0.525572,0.711286,0.758347,0.74076,0.799921,-1.626986,STAR,-0.366993
-1.164568,-1.404302,-1.477108,-1.50648,-1.582901,-0.932132,GALAXY,-0.242395
1.071887,0.697267,0.536988,0.532682,0.520795,1.798091,STAR,-0.369177
-1.626563,-1.008598,-0.685309,-0.52859,-0.421665,-0.00361,STAR,-0.367346
-1.244043,-1.616864,-1.667801,-1.693229,-1.730418,0.266952,GALAXY,-0.270423
-1.028318,-0.859616,-0.752517,-0.673244,-0.575669,-0.87064,STAR,-0.36886
0.865734,0.898276,0.783016,0.636954,0.571489,-1.411766,GALAXY,-0.18175
1.178001,0.254116,-0.159037,-0.299587,-0.416758,-1.614688,GALAXY,-0.14961
1.063401,1.211969,1.413941,1.510404,1.588853,0.986403,STAR,-0.368124
0.896653,0.899413,0.815697,0.666706,0.664927,1.189325,GALAXY,-0.176682
-0.528629,-1.046617,-1.135202,-1.116523,-1.071933,-1.780715,STAR,-0.368498
0.586278,0.884384,0.856852,0.852752,0.874256,1.453738,STAR,-0.367956
0.971077,0.764801,0.704707,0.732865,0.777049,-0.114295,STAR,-0.367679
-2.729464,-2.273683,-1.805607,-1.539757,-1.352371,-1.620837,STAR,-0.368031
0.104429,0.443625,0.625126,0.715149,0.786646,-0.741508,STAR,-0.366515
-0.207996,-0.148103,0.41452,0.660771,0.786052,1.398396,STAR,-0.367759
-1.031561,-0.827805,-0.615747,-0.46084,-0.390056,-0.163488,STAR,-0.368283
-0.04625,-0.722071,-1.021792,-1.108786,-1.182282,-0.145041,GALAXY,-0.15599
-1.067471,-0.542468,-0.231621,-0.074303,0.070561,-0.477095,STAR,-0.369771
0.261642,0.324861,0.35588,0.394209,0.462059,-0.058953,STAR,-0.367343
-0.539514,-0.967263,-1.061977,-1.0902,-1.123262,-1.774566,GALAXY,-0.26731
0.593534,0.743767,0.776924,0.670135,0.701894,0.082478,GALAXY,-0.151072
-1.207386,-1.05056,-0.836033,-0.702028,-0.584205,-1.793013,STAR,-0.367732
-0.343282,-0.700537,-0.871096,-0.961135,-1.034364,-1.135054,GALAXY,-0.209834
-0.765015,-0.340609,-0.062839,0.07064,0.175736,-0.51399,STAR,-0.367668
0.158987,0.448376,0.614995,0.709725,0.79447,-1.608539,STAR,-0.366964
-1.937939,-1.484846,-1.373914,-1.303861,-1.341637,-1.626986,GALAXY,-0.327746
0.957178,0.167344,-0.238928,-0.441322,-0.594671,0.13782,GALAXY,-0.168721
0.919002,1.84601,1.602911,1.058289,0.727358,1.552125,STAR,-0.368107
0.663847,-0.233366,-0.556241,-0.685886,-0.792013,0.303847,GALAXY,-0.204738
0.788791,-0.08853,-0.507515,-0.604957,-0.741361,-0.194234,GALAXY,-0.114829
-0.137441,-0.630431,-0.746519,-0.817106,-0.914283,-0.163488,GALAXY,-0.237525
0.46043,0.458994,0.339902,0.18446,0.125953,-1.688477,GALAXY,-0.207377
1.058446,0.248345,-0.164894,-0.304915,-0.43866,1.484484,GALAXY,-0.147202
0.666246,1.157742,0.913402,0.851872,0.663832,-0.194234,GALAXY,0.293868
0.136228,1.330404,1.400646,1.516805,1.774073,-1.424064,QSO,2.883893
0.191751,1.289675,1.580238,1.489453,1.526021,1.779643,QSO,4.420948
0.872146,-0.011929,-0.426476,-0.557129,-0.698659,-0.206532,GALAXY,-0.172396
0.556142,-0.406571,-0.716503,-0.822539,-0.944947,0.771183,GALAXY,-0.195668
1.077263,0.747859,0.467614,0.312093,0.195423,-1.245739,GALAXY,-0.036253
0.650455,0.048452,-0.255942,-0.345877,-0.438376,1.533677,GALAXY,-0.263458
-0.050361,-0.051978,-0.106367,-0.176087,-0.178227,0.961806,GALAXY,-0.190773
0.683556,0.619944,0.809756,0.724882,0.687849,1.705854,QSO,7.220663
1.081241,1.41504,1.452705,1.466243,1.484121,-0.212681,STAR,-0.367687
1.171444,0.955171,0.660557,0.512707,0.387573,0.894166,GALAXY,-0.096427
0.915337,1.762002,1.964646,1.856015,1.924943,0.537515,QSO,1.316646
0.619246,0.52909,0.349948,0.163544,0.132683,0.654349,GALAXY,0.017817
0.844699,0.733032,0.568266,0.466417,0.376898,1.964118,GALAXY,-0.167683
1.167936,2.091362,1.754981,1.68204,1.654829,-1.104308,GALAXY,0.975009
-1.429535,-1.311419,-0.489908,-0.094278,0.117969,0.555962,STAR,-0.368212
0.567967,0.276947,0.010104,-0.152235,-0.267334,-0.649271,GALAXY,-0.116552
-0.097288,-1.143061,-1.559541,-1.636099,-1.648718,-1.762267,STAR,-0.369144
-1.76109,-1.401635,-1.10769,-0.938593,-0.7854,0.783481,STAR,-0.368074
0.845976,0.824449,0.706401,0.554785,0.508799,-0.347963,GALAXY,-0.014642
-1.922534,-1.525235,-1.25638,-1.174128,-1.115053,-1.540898,GALAXY,-0.28969
0.266813,-0.272086,-0.47135,-0.520308,-0.578002,0.273102,GALAXY,-0.129939
0.570016,-0.620663,-1.032356,-1.207317,-1.229599,1.853433,GALAXY,-0.123918
1.147612,0.085971,-0.446898,-0.663731,-0.807495,1.582871,GALAXY,-0.065512
-1.036624,-1.598062,-1.633858,-1.73565,-1.55375,1.742749,STAR,-0.370315
0.403473,0.757946,0.942223,1.01964,1.084522,0.678945,STAR,-0.366864
-0.4601,-0.566542,-0.481086,-0.380693,-0.304443,-0.704613,STAR,-0.367613
0.314922,0.316708,0.285122,0.210291,0.156893,-1.504003,GALAXY,-0.20025
0.567654,1.244185,1.597186,1.681029,1.563372,-1.633135,QSO,5.707376
1.146552,0.328772,-0.124877,-0.279076,-0.424783,0.125522,GALAXY,-0.125089
1.0259,0.106857,-0.325052,-0.46069,-0.592924,0.383786,GALAXY,-0.113862
-2.712986,-0.856693,0.129455,0.622931,0.936813,-0.858342,STAR,-0.367727
0.804943,1.845893,1.994484,2.128661,2.049011,-0.175786,QSO,1.996805
1.050828,0.692994,0.624957,0.648691,0.656659,0.998701,STAR,-0.368253
-4.064688,-3.517063,-2.421797,-1.907532,-1.612252,-0.00361,STAR,-0.366965
1.161174,1.289654,1.246288,1.235297,1.244471,0.519068,STAR,-0.367154
0.013069,0.033636,-0.174356,-0.311298,-0.408565,-0.938281,GALAXY,-0.034541
-0.65221,-0.552768,-0.509709,-0.520458,-0.513054,0.562112,GALAXY,-0.248171
-0.06356,-0.733943,-0.889946,-0.910388,-0.869458,-0.938281,STAR,-0.367543
-1.801954,-2.337965,-2.335645,-2.26131,-2.188068,0.002539,STAR,-0.368599
0.526416,-0.237076,-0.585768,-0.69117,-0.792707,-0.218831,GALAXY,-0.152249
-0.01374,0.068413,0.124973,0.143763,0.175769,-1.251888,GALAXY,-0.308434
-1.148223,-0.676995,-0.475079,-0.383409,-0.441277,0.998701,GALAXY,-0.300514
-2.13152,-1.94767,-1.714352,-1.541656,-1.397037,0.78963,STAR,-0.367402
0.492061,0.819241,0.93244,0.997581,1.081471,-0.87064,STAR,-0.367138
0.544124,0.829593,0.845252,0.6022,0.61873,-1.657732,GALAXY,-0.174837
0.0207,-0.27214,-0.466454,-0.627473,-0.718998,2.173189,GALAXY,-0.206142
1.153374,1.259288,0.902574,0.73392,0.67281,0.783481,GALAXY,0.156571
0.700794,0.960708,0.89651,0.821602,0.769291,-0.132742,GALAXY,0.009743
0.442192,0.32418,0.297296,0.31495,0.353833,-0.4402,STAR,-0.367611
-0.003831,-0.574057,-0.912901,-1.030336,-1.161048,-0.72921,GALAXY,-0.142641
0.389454,1.702216,1.967876,1.835864,1.839698,0.881867,QSO,4.49742
0.166931,1.02279,1.42024,1.555964,1.543142,0.78963,QSO,1.428198
0.855222,1.70871,1.946484,2.088974,2.173664,-0.034356,QSO,3.661067
-0.265555,-0.164439,-0.073224,0.015128,0.09355,0.894166,STAR,-0.367998
0.939169,0.658908,0.595806,0.600969,0.634723,-0.249576,STAR,-0.367284
0.739295,0.981774,1.037216,1.064267,1.107871,-1.325678,STAR,-0.367794
-0.870792,0.127869,0.568172,0.804941,0.965821,1.834986,STAR,-0.368135
1.083544,0.340942,-0.186031,-0.371954,-0.518204,-0.932132,GALAXY,-0.000146
0.77095,0.804042,0.681431,0.546213,0.459359,-0.268024,GALAXY,-0.12057
-0.42994,-0.975384,-1.147339,-1.188784,-1.232374,-0.495542,GALAXY,-0.235423
-0.861076,-0.536623,-0.752131,-0.83738,-0.866348,2.314619,GALAXY,-0.249935
1.108122,0.446941,0.112724,-0.021613,-0.131847,0.174715,GALAXY,-0.270201
0.363079,0.698872,0.912997,1.002759,1.090776,-0.108146,STAR,-0.36651
0.663558,0.127954,-0.224466,-0.388456,-0.502454,-0.372559,GALAXY,-0.039611
0.670405,-0.196155,-0.551561,-0.66949,-0.780752,0.248505,GALAXY,-0.13483
0.763983,0.249504,-0.124218,-0.288668,-0.410764,0.519068,GALAXY,-0.163355
0.450895,0.255774,0.246434,0.303688,0.352838,0.408383,STAR,-0.367361
0.784825,0.337041,-0.02915,-0.203905,-0.345131,0.316146,GALAXY,-0.108772
0.828932,0.793807,0.417071,0.261302,0.113631,-0.852193,GALAXY,0.011838
0.52779,0.803171,0.764495,0.546371,0.544846,-0.624674,GALAXY,-0.093659
-0.915417,-0.987479,-1.006388,-1.019944,-1.092924,-0.034356,GALAXY,-0.253663
0.794613,0.715591,0.603339,0.499352,0.437983,1.177027,GALAXY,-0.178574
-1.976803,-1.355336,-1.122331,-1.036455,-1.04228,0.992552,GALAXY,-0.300695
0.448496,-0.157042,-0.409848,-0.501353,-0.575694,0.974105,GALAXY,-0.190771
-2.226689,-1.720611,-1.201007,-0.953565,-0.739279,-0.563183,STAR,-0.367694
0.127212,0.448025,0.568435,0.488687,0.481504,-1.571644,GALAXY,-0.153658
0.923667,0.923986,0.783703,0.669308,0.639078,1.115535,GALAXY,0.033646
0.591003,1.613148,1.875312,2.031255,1.885359,-0.372559,QSO,1.762603
1.02009,0.863403,0.513063,0.307266,0.144771,2.333067,GALAXY,-0.028679
0.49141,0.456783,0.423229,0.357617,0.264927,1.306159,GALAXY,-0.234591
-0.185092,0.300117,0.566053,0.511019,0.701944,-0.126593,GALAXY,-0.140256
-0.159537,0.956287,1.284506,1.264222,1.374717,1.177027,QSO,3.643172
0.718333,-0.241901,-0.791573,-0.940316,-1.092999,2.425304,GALAXY,-0.054057
0.750699,-0.10561,-0.511734,-0.671573,-0.815989,-0.243427,GALAXY,-0.154009
0.769082,0.917896,0.940867,0.969904,0.998818,0.082478,STAR,-0.367423
0.571607,0.180577,-0.043508,-0.146766,-0.234606,1.527528,GALAXY,-0.264423
-1.469037,-1.551286,-1.433383,-1.301417,-1.193526,-1.061264,STAR,-0.368433
0.482273,0.479932,0.351728,0.216445,0.138576,-0.194234,GALAXY,-0.114225
0.29443,-0.189268,-0.34071,-0.339845,-0.314024,0.432979,STAR,-0.368289
0.794878,0.96665,1.098398,1.186967,1.293459,-0.901386,STAR,-0.368085
-0.644821,-0.378054,-0.235934,-0.163594,-0.099971,-0.231129,STAR,-0.36718
-0.972832,-1.484931,-1.602533,-1.638666,-1.684398,1.668959,GALAXY,-0.271792
-0.508957,-0.764639,-0.742885,-0.638454,-0.566682,0.057881,STAR,-0.367908
-2.853515,-2.739143,-2.428708,-2.198202,-2.037357,-0.00361,STAR,-0.367409
0.469664,0.560678,0.566534,0.517437,0.467761,-0.126593,GALAXY,-0.175788
1.08722,0.204555,-0.370642,-0.549937,-0.705138,1.724301,GALAXY,0.000396
0.875715,-0.052988,-0.535084,-0.677745,-0.831346,1.65666,GALAXY,-0.072196
0.407958,0.641137,0.916245,1.041145,1.146552,-0.138892,STAR,-0.367022
0.911094,-0.032124,-0.410921,-0.532239,-0.64371,-0.827596,GALAXY,-0.131362
1.178122,0.546999,0.099645,-0.082928,-0.244997,-0.710763,GALAXY,-0.049718
0.464818,0.250811,0.23296,0.167993,0.165988,0.205461,GALAXY,-0.176275
-0.336869,-0.211843,-0.250019,-0.325356,-0.355196,-1.313379,GALAXY,-0.230448
1.155906,0.704292,0.101773,-0.092124,-0.173596,-0.427902,GALAXY,0.165127
-1.27847,-1.248943,-1.134863,-1.032429,-0.948325,-1.067413,STAR,-0.366533
0.39477,1.763309,2.344601,2.727047,2.890576,-0.249576,QSO,2.748714
-3.00176,-2.315485,-1.851404,-1.624722,-1.443794,0.986403,STAR,-0.367207
0.888118,0.42731,0.047512,-0.169731,-0.300255,1.687406,GALAXY,-0.131412
-0.304527,-0.270205,-0.316013,-0.391524,-0.444153,-0.089698,GALAXY,-0.180776
0.994317,0.201707,-0.222724,-0.454281,-0.651409,0.125522,GALAXY,-0.153545
-1.120052,-1.584777,-1.7532,-1.819921,-1.860848,-0.040505,GALAXY,-0.197728
-2.802706,-2.290731,-1.754208,-1.463338,-1.234957,-1.282634,STAR,-0.368404
-1.380944,-1.259179,-1.015192,-0.857426,-0.745332,-0.009759,STAR,-0.36749
0.95191,0.57947,0.13291,-0.061634,-0.220745,-0.889088,GALAXY,0.043492
-0.566215,-0.884881,-0.887272,-0.833837,-0.770102,0.187013,STAR,-0.36839
-0.715978,-0.840814,-0.733225,-0.642252,-0.546042,-0.507841,STAR,-0.368342
-0.721005,-1.090662,-1.131624,-1.101858,-1.040843,2.861894,STAR,-0.370483
-0.140973,-0.800914,-1.114092,-1.202244,-1.311308,-1.313379,GALAXY,-0.178314
0.456934,0.454945,0.51004,0.479315,0.513531,-0.464797,GALAXY,-0.16467
0.286365,0.563484,0.72753,0.829954,0.907044,-1.725372,STAR,-0.36687
0.831813,0.474682,0.395199,0.395809,0.42755,0.740437,STAR,-0.368562
-1.182096,0.144801,0.489825,0.361776,0.620352,-0.833746,QSO,0.079737
-0.080786,0.01206,0.095992,0.069735,0.071272,-0.889088,GALAXY,-0.253477
-3.404158,-2.975959,-2.454215,-2.170226,-1.938001,-0.901386,STAR,-0.367713
0.978562,1.017497,0.717192,0.561739,0.448809,0.71584,GALAXY,0.0244
0.881055,0.933648,0.957495,0.90407,0.811357,-0.040505,GALAXY,-0.243717
0.817842,0.601301,0.364071,0.246127,0.147404,-0.188085,GALAXY,-0.093445
0.343165,-0.419654,-0.763609,-0.893806,-1.022209,-0.630824,GALAXY,-0.101341
-0.777552,-0.626838,-0.465315,-0.434745,-0.438443,0.020986,GALAXY,-0.300236
-0.883232,-0.530405,-0.280328,-0.169572,-0.034923,1.349203,STAR,-0.366909
1.01522,0.59655,0.31109,0.190166,0.107662,1.545976,GALAXY,-0.195896
0.263317,0.037048,0.030074,0.082008,0.143417,0.469874,STAR,-0.368196
0.943388,0.091328,-0.35085,-0.500808,-0.622543,0.998701,GALAXY,-0.077126
-1.047436,-1.121836,-1.005983,-0.868204,-0.777885,0.50062,STAR,-0.367554
1.060351,1.277761,1.341724,1.388144,1.436395,0.2854,STAR,-0.366503
-1.536035,-1.135748,-0.248155,0.164142,0.386119,1.306159,STAR,-0.370346
0.511227,0.540643,0.577663,0.562284,0.679097,-0.347963,GALAXY,-0.216889
0.996596,0.825438,0.67743,0.44384,0.396769,-1.497854,GALAXY,-0.15157
1.113029,1.102367,0.91086,0.771919,0.69447,-0.710763,GALAXY,-0.032311
-3.682577,-2.88264,-2.377864,-2.090026,-1.901468,-0.009759,STAR,-0.367166
-2.438617,-2.372401,-2.114851,-1.914082,-1.730577,0.039434,STAR,-0.367861
0.496605,-0.023833,-0.289791,-0.397775,-0.49743,-0.188085,GALAXY,-0.147557
1.017799,2.164051,2.415895,2.262263,2.233386,-0.095847,QSO,4.429045
-0.10827,-0.320627,-0.434705,-0.507947,-0.552839,0.482173,GALAXY,-0.161841
0.37529,0.220115,-0.036936,-0.169775,-0.278043,0.346891,GALAXY,-0.085281
0.061624,-0.693002,-0.805122,-0.770799,-0.720913,-0.483244,STAR,-0.368536
0.883249,1.86189,2.044189,2.039942,2.06002,0.217759,QSO,3.352771
0.613629,0.416044,0.208574,0.075529,-0.025978,0.279251,GALAXY,-0.192722
-1.508274,0.012793,0.568059,0.905239,1.169926,-1.534749,STAR,-0.367414
0.876173,0.842337,0.812279,0.812493,0.801234,-0.231129,STAR,-0.368876
0.450329,0.108865,-0.198808,-0.417065,-0.522869,1.834986,GALAXY,-0.133002
-3.032354,-2.476541,-1.926342,-1.636644,-1.421599,-1.713074,STAR,-0.367358
0.989496,1.059587,0.948023,0.920889,0.942966,1.607467,STAR,-0.367193
1.182751,0.893525,0.718896,0.536849,0.405313,-0.753807,GALAXY,-0.177397
-0.644821,-0.441029,-0.308236,-0.189987,-0.095423,-0.317217,STAR,-0.367824
0.665957,0.606902,0.514371,0.432129,0.367384,0.223908,GALAXY,-0.228264
0.995547,0.88567,0.698323,0.586814,0.471874,-0.145041,GALAXY,-0.17668
0.147752,0.373572,0.542298,0.631565,0.706584,-0.950579,STAR,-0.365191
0.946498,0.98492,0.636171,0.476932,0.38601,-0.200383,GALAXY,0.111037
0.746661,0.018416,-0.329797,-0.450298,-0.560663,0.494471,GALAXY,-0.168132
0.17391,0.134534,0.147599,0.163958,0.219182,0.832674,STAR,-0.367367
-0.074397,-0.041477,-0.247016,-0.365184,-0.483402,-1.510152,GALAXY,-0.118719
-2.697797,-2.183945,-1.635506,-1.346493,-1.133143,-1.448661,STAR,-0.368206
-0.493623,0.296461,0.586636,0.900764,0.830133,-0.889088,QSO,1.482489
0.589363,1.614168,1.865793,1.883991,1.848492,0.389935,QSO,5.051362
-3.241991,-1.711459,-1.081618,-0.69234,-0.966917,0.076329,QSO,0.560294
0.219271,0.451331,0.622782,0.730781,0.774908,-0.120444,STAR,-0.367977
1.140115,0.462703,0.066456,-0.079095,-0.194587,0.045583,GALAXY,-0.172511
0.456898,0.048845,-0.045316,-0.042503,-0.005923,0.906464,STAR,-0.367979
-0.070564,-0.146594,-0.190598,-0.249658,-0.253156,-1.749969,GALAXY,-0.201742
0.708135,0.929513,1.104151,1.168038,1.252538,0.974105,STAR,-0.367775
1.104675,2.163063,2.298371,2.078292,2.061542,2.056355,QSO,4.225543
0.920111,1.879278,1.731781,1.585329,1.177642,-1.055115,QSO,0.57839
0.359053,0.060951,-0.117769,-0.241306,-0.324206,-0.040505,GALAXY,-0.213144
-0.207586,-0.312645,-0.25709,-0.155927,-0.058021,0.765034,STAR,-0.36776
0.736475,0.38267,0.305262,0.360246,0.396059,-0.520139,STAR,-0.368712
-1.587073,-1.129137,-0.608459,-0.374899,-0.19666,0.795779,STAR,-0.367179
-0.413775,-0.1756,0.154161,0.306791,0.415763,1.724301,STAR,-0.368565
0.356196,0.420051,0.47203,0.472712,0.473529,0.420681,GALAXY,-0.30213
-0.026023,-0.613287,-0.678502,-0.605168,-0.50212,1.066342,STAR,-0.368107
0.833211,0.933478,0.94968,0.956391,1.001944,0.439129,STAR,-0.367293
0.817372,0.15882,-0.201492,-0.371382,-0.498909,-0.034356,GALAXY,-0.164253
-0.336145,0.080636,0.294368,0.401102,0.495198,-0.495542,STAR,-0.367005
0.868928,1.822011,2.03419,2.144381,2.022125,-0.606227,QSO,1.638187
0.428631,-0.304121,-0.655386,-0.746603,-0.838493,-1.688477,GALAXY,-0.148518
-2.044548,-2.087883,-1.838769,-1.638666,-1.45049,0.795779,STAR,-0.368176
0.204601,1.379286,1.433224,1.436517,1.513866,-1.52245,QSO,3.03229
-1.321769,-1.216356,-1.121954,-1.108716,-1.081831,0.039434,GALAXY,-0.267615
0.479331,0.378248,0.324714,0.351331,0.367827,0.008688,STAR,-0.367007
-0.642615,-0.305471,-0.062886,-0.070672,0.004092,-0.716912,GALAXY,-0.247983
-1.228782,-0.81504,-0.253738,-0.000864,0.184422,-0.304919,STAR,-0.36779
0.883261,0.900221,0.699104,0.553598,0.463614,0.420681,GALAXY,-0.098381
0.908997,1.67777,1.53349,1.551278,1.630778,-1.45481,QSO,2.726748
0.237292,0.219031,0.164537,0.063123,0.044804,-0.157339,GALAXY,-0.135008
-0.452156,0.83934,1.15283,1.203593,1.31904,-1.682328,QSO,3.415482
0.530586,0.032786,-0.267165,-0.428406,-0.546393,0.746586,GALAXY,-0.195172
0.351652,0.486363,0.369457,0.280424,0.204619,-0.643122,GALAXY,-0.055493
0.872207,0.609527,0.427202,0.297375,0.223855,1.109386,GALAXY,-0.081488
1.113185,1.957271,2.022288,2.006312,1.872752,2.210084,QSO,5.19813
1.143683,0.813842,0.584574,0.513515,0.469132,1.472186,STAR,-0.368573
0.058237,0.006628,-0.055579,-0.126325,-0.177299,0.605156,GALAXY,-0.179645
0.342418,-0.340801,-0.572727,-0.652152,-0.720854,-0.65542,GALAXY,-0.247814
-2.028672,-1.473675,-1.102709,-0.912692,-0.746962,-0.987474,STAR,-0.369339
-0.06579,0.283505,0.383674,0.453256,0.505313,0.328444,STAR,-0.36744
-1.757413,-1.174139,-0.805988,-0.621749,-0.493158,0.223908,STAR,-0.367542
0.86765,0.054659,-0.312039,-0.416318,-0.52699,-1.583942,GALAXY,-0.137744
0.970245,0.121195,-0.160675,-0.255786,-0.286294,1.416844,STAR,-0.367755
0.253602,0.01055,-0.00595,0.043772,0.105915,-0.212681,STAR,-0.367687
-1.88672,-0.043719,0.890494,1.345327,1.654904,-1.337976,STAR,-0.368944
0.327242,-0.357934,-0.695092,-0.779986,-0.871381,0.125522,GALAXY,-0.15262
0.780184,0.663904,0.600232,0.495976,0.431354,1.558274,GALAXY,-0.202709
-1.344673,-0.912366,-0.641273,-0.493273,-0.351693,0.131671,STAR,-0.368038
0.775603,1.930721,1.998495,2.031809,2.045483,-0.132742,QSO,3.071972
-0.039235,0.076097,0.140104,0.112314,0.114032,0.143969,GALAXY,-0.268795
-2.014846,-1.654192,-1.396549,-1.274285,-1.169542,-1.774566,STAR,-0.365806
-0.583585,-1.324513,-1.595047,-1.653217,-1.746728,-1.559345,GALAXY,-0.166954
0.282496,0.287469,0.198377,0.119339,0.046794,-0.501691,GALAXY,-0.276247
0.829221,0.404055,0.036251,-0.140911,-0.316256,0.082478,GALAXY,-0.122133
-1.168245,-0.928766,-0.908523,-0.949899,-0.949445,-0.218831,GALAXY,-0.156064
-1.763091,-1.316255,-1.012263,-0.831366,-0.69814,-1.5286,STAR,-0.366243
-0.797248,-0.66896,-0.629927,-0.66556,-0.726405,1.435291,GALAXY,-0.255136
-0.388558,-0.794803,-0.740814,-0.619402,-0.529749,0.033285,STAR,-0.367727
-2.279523,-2.360572,-2.098374,-1.861832,-1.675494,0.033285,STAR,-0.367888
0.332654,0.025059,0.022024,0.088593,0.169374,-0.489393,STAR,-0.368249
-1.42088,-1.290353,-1.200245,-1.237957,-1.234715,0.881867,GALAXY,-0.148066
-0.15973,-0.031433,0.061334,0.077894,0.058782,-0.175786,GALAXY,-0.312879
-0.184236,-0.430857,-0.643532,-0.765049,-0.872509,-0.784552,GALAXY,-0.151628
-0.358856,-0.447927,-0.557719,-0.6133,-0.721205,0.660498,GALAXY,-0.106823
-0.240699,0.005481,0.091896,0.142277,0.206617,-0.249576,STAR,-0.367903
0.390479,0.44659,0.364834,0.263342,0.228285,0.482173,GALAXY,-0.202716
1.120141,0.333406,0.068442,-0.002333,-0.069232,0.488322,GALAXY,-0.161318
0.704386,0.368024,0.225051,0.197552,0.107612,-0.630824,GALAXY,-0.312187
0.422182,-0.302909,-0.452397,-0.420037,-0.381304,-1.442511,STAR,-0.367497
0.305845,-0.063882,-0.228072,-0.255469,-0.224674,-1.608539,STAR,-0.367431
0.379256,1.359548,1.66237,1.631715,1.633428,0.6482,QSO,0.887896
-1.506948,-1.163808,-1.439314,-1.46405,-1.356476,-0.483244,GALAXY,-0.143083
0.812309,0.191333,-0.147691,-0.265527,-0.37908,-1.559345,GALAXY,-0.20507
0.982154,0.588068,0.214355,0.008068,-0.089973,-0.132742,QSO,-0.11725
1.091982,0.440405,-0.104474,-0.276895,-0.39972,-0.716912,GALAXY,0.053898
0.508009,0.38572,0.316749,0.245397,0.190666,0.125522,GALAXY,-0.140672
0.886166,0.854635,0.675038,0.541412,0.425025,0.900315,GALAXY,-0.156866
-0.811677,-0.912388,-0.94273,-1.027628,-1.098483,-0.00361,GALAXY,-0.212469
0.185567,-0.222164,-0.452896,-0.560109,-0.634121,-0.00361,GALAXY,-0.211774
-2.571805,-2.082059,-1.620724,-1.367453,-1.177316,-1.005922,STAR,-0.367051
0.304905,-0.333998,-0.763712,-0.953539,-1.140993,1.773494,GALAXY,-0.13981
1.07789,0.748593,0.41081,0.249679,0.140324,1.718152,GALAXY,-0.145204
