@relation 'output-weka.filters.supervised.attribute.Discretize-Rfirst-last-precision6-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V-weka.filters.unsupervised.attribute.Remove-R1,3-5,8-10,12-15,17-19'

@attribute Location {Cobar,CoffsHarbour,Moree,NorfolkIsland,Sydney,SydneyAirport,WaggaWagga,Williamtown,Canberra,Sale,MelbourneAirport,Melbourne,Mildura,Portland,Watsonia,Brisbane,Cairns,Townsville,MountGambier,Nuriootpa,Woomera,PerthAirport,Perth,Hobart,AliceSprings,Darwin}
@attribute Sunshine {'\'(-inf-0.15]\'','\'(0.15-1.55]\'','\'(1.55-4.35]\'','\'(4.35-6.05]\'','\'(6.05-7.75]\'','\'(7.75-8.95]\'','\'(8.95-9.85]\'','\'(9.85-10.55]\'','\'(10.55-12.25]\'','\'(12.25-inf)\''}
@attribute WindGustSpeed {'\'(-inf-34]\'','\'(34-42]\'','\'(42-49]\'','\'(49-58]\'','\'(58-66]\'','\'(66-inf)\''}
@attribute Humidity3pm {'\'(-inf-13.5]\'','\'(13.5-27.5]\'','\'(27.5-42.5]\'','\'(42.5-52.5]\'','\'(52.5-57.5]\'','\'(57.5-60.5]\'','\'(60.5-64.5]\'','\'(64.5-69.5]\'','\'(69.5-73.5]\'','\'(73.5-78.5]\'','\'(78.5-81.5]\'','\'(81.5-88.5]\'','\'(88.5-inf)\''}
@attribute WindGustDirSin {'\'(-inf-0.7865]\'','\'(0.7865-inf)\''}
@attribute RainTomorrow {No,Yes}

@data
AliceSprings,'\'(10.55-12.25]\'','\'(34-42]\'','\'(-inf-13.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(7.75-8.95]\'','\'(-inf-34]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
Cobar,'\'(-inf-0.15]\'','\'(49-58]\'','\'(88.5-inf)\'','\'(-inf-0.7865]\'',Yes
MountGambier,'\'(4.35-6.05]\'','\'(49-58]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',No
SydneyAirport,'\'(12.25-inf)\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Hobart,'\'(12.25-inf)\'','\'(49-58]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(1.55-4.35]\'','\'(42-49]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Hobart,'\'(-inf-0.15]\'','\'(34-42]\'','\'(88.5-inf)\'','\'(-inf-0.7865]\'',Yes
Townsville,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Perth,'\'(6.05-7.75]\'','\'(34-42]\'','\'(60.5-64.5]\'','\'(0.7865-inf)\'',No
Brisbane,'\'(6.05-7.75]\'','\'(42-49]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
SydneyAirport,'\'(7.75-8.95]\'','\'(42-49]\'','\'(42.5-52.5]\'','\'(0.7865-inf)\'',No
Perth,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',Yes
Mildura,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Hobart,'\'(6.05-7.75]\'','\'(66-inf)\'','\'(27.5-42.5]\'','\'(0.7865-inf)\'',No
Sydney,'\'(6.05-7.75]\'','\'(34-42]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',No
Townsville,'\'(4.35-6.05]\'','\'(58-66]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',Yes
NorfolkIsland,'\'(1.55-4.35]\'','\'(-inf-34]\'','\'(88.5-inf)\'','\'(-inf-0.7865]\'',No
Moree,'\'(8.95-9.85]\'','\'(49-58]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Watsonia,'\'(4.35-6.05]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Watsonia,'\'(6.05-7.75]\'','\'(49-58]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Hobart,'\'(4.35-6.05]\'','\'(49-58]\'','\'(60.5-64.5]\'','\'(0.7865-inf)\'',No
Watsonia,'\'(0.15-1.55]\'','\'(49-58]\'','\'(64.5-69.5]\'','\'(0.7865-inf)\'',Yes
MountGambier,'\'(4.35-6.05]\'','\'(42-49]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
AliceSprings,'\'(7.75-8.95]\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Watsonia,'\'(1.55-4.35]\'','\'(49-58]\'','\'(88.5-inf)\'','\'(-inf-0.7865]\'',Yes
Melbourne,'\'(7.75-8.95]\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Melbourne,'\'(4.35-6.05]\'','\'(49-58]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(1.55-4.35]\'','\'(66-inf)\'','\'(52.5-57.5]\'','\'(0.7865-inf)\'',Yes
Sale,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(1.55-4.35]\'','\'(-inf-34]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
Portland,'\'(4.35-6.05]\'','\'(34-42]\'','\'(81.5-88.5]\'','\'(-inf-0.7865]\'',Yes
WaggaWagga,'\'(7.75-8.95]\'','\'(42-49]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Cairns,'\'(4.35-6.05]\'','\'(-inf-34]\'','\'(69.5-73.5]\'','\'(-inf-0.7865]\'',No
Cobar,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(-inf-13.5]\'','\'(-inf-0.7865]\'',No
CoffsHarbour,'\'(1.55-4.35]\'','\'(42-49]\'','\'(69.5-73.5]\'','\'(-inf-0.7865]\'',No
Mildura,'\'(9.85-10.55]\'','\'(42-49]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
AliceSprings,'\'(9.85-10.55]\'','\'(-inf-34]\'','\'(-inf-13.5]\'','\'(-inf-0.7865]\'',No
Watsonia,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(13.5-27.5]\'','\'(0.7865-inf)\'',No
Darwin,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(8.95-9.85]\'','\'(34-42]\'','\'(13.5-27.5]\'','\'(0.7865-inf)\'',Yes
NorfolkIsland,'\'(8.95-9.85]\'','\'(34-42]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
Darwin,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(0.7865-inf)\'',No
MountGambier,'\'(12.25-inf)\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(9.85-10.55]\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Sale,'\'(4.35-6.05]\'','\'(34-42]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',Yes
Melbourne,'\'(4.35-6.05]\'','\'(66-inf)\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Moree,'\'(10.55-12.25]\'','\'(34-42]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
MountGambier,'\'(8.95-9.85]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(0.15-1.55]\'','\'(58-66]\'','\'(81.5-88.5]\'','\'(0.7865-inf)\'',Yes
AliceSprings,'\'(8.95-9.85]\'','\'(42-49]\'','\'(-inf-13.5]\'','\'(-inf-0.7865]\'',No
Woomera,'\'(6.05-7.75]\'','\'(66-inf)\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Cairns,'\'(6.05-7.75]\'','\'(34-42]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
MountGambier,'\'(10.55-12.25]\'','\'(49-58]\'','\'(13.5-27.5]\'','\'(0.7865-inf)\'',No
Mildura,'\'(6.05-7.75]\'','\'(42-49]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
Melbourne,'\'(-inf-0.15]\'','\'(66-inf)\'','\'(88.5-inf)\'','\'(-inf-0.7865]\'',Yes
WaggaWagga,'\'(10.55-12.25]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(69.5-73.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(9.85-10.55]\'','\'(34-42]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',Yes
Darwin,'\'(8.95-9.85]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(0.7865-inf)\'',No
Townsville,'\'(8.95-9.85]\'','\'(34-42]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',No
Perth,'\'(1.55-4.35]\'','\'(49-58]\'','\'(81.5-88.5]\'','\'(-inf-0.7865]\'',Yes
Watsonia,'\'(4.35-6.05]\'','\'(34-42]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',No
Cobar,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(9.85-10.55]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
AliceSprings,'\'(10.55-12.25]\'','\'(49-58]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Perth,'\'(7.75-8.95]\'','\'(-inf-34]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Watsonia,'\'(6.05-7.75]\'','\'(66-inf)\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',Yes
MountGambier,'\'(10.55-12.25]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
SydneyAirport,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(0.7865-inf)\'',No
Hobart,'\'(0.15-1.55]\'','\'(58-66]\'','\'(69.5-73.5]\'','\'(-inf-0.7865]\'',Yes
Brisbane,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(6.05-7.75]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Canberra,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
SydneyAirport,'\'(-inf-0.15]\'','\'(42-49]\'','\'(81.5-88.5]\'','\'(-inf-0.7865]\'',Yes
Brisbane,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Perth,'\'(8.95-9.85]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Portland,'\'(1.55-4.35]\'','\'(34-42]\'','\'(88.5-inf)\'','\'(-inf-0.7865]\'',Yes
Melbourne,'\'(6.05-7.75]\'','\'(66-inf)\'','\'(-inf-13.5]\'','\'(-inf-0.7865]\'',No
Williamtown,'\'(10.55-12.25]\'','\'(58-66]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(4.35-6.05]\'','\'(42-49]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(0.15-1.55]\'','\'(49-58]\'','\'(78.5-81.5]\'','\'(-inf-0.7865]\'',No
Mildura,'\'(8.95-9.85]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(9.85-10.55]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Melbourne,'\'(1.55-4.35]\'','\'(42-49]\'','\'(81.5-88.5]\'','\'(-inf-0.7865]\'',Yes
MelbourneAirport,'\'(12.25-inf)\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(0.7865-inf)\'',No
Woomera,'\'(1.55-4.35]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(0.7865-inf)\'',Yes
Canberra,'\'(1.55-4.35]\'','\'(42-49]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
CoffsHarbour,'\'(9.85-10.55]\'','\'(-inf-34]\'','\'(60.5-64.5]\'','\'(0.7865-inf)\'',No
Hobart,'\'(12.25-inf)\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(12.25-inf)\'','\'(49-58]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(12.25-inf)\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Sydney,'\'(-inf-0.15]\'','\'(49-58]\'','\'(81.5-88.5]\'','\'(-inf-0.7865]\'',Yes
Brisbane,'\'(1.55-4.35]\'','\'(-inf-34]\'','\'(69.5-73.5]\'','\'(-inf-0.7865]\'',Yes
Sale,'\'(8.95-9.85]\'','\'(34-42]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Nuriootpa,'\'(10.55-12.25]\'','\'(34-42]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Perth,'\'(12.25-inf)\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Nuriootpa,'\'(4.35-6.05]\'','\'(-inf-34]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(6.05-7.75]\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
MountGambier,'\'(1.55-4.35]\'','\'(42-49]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
Nuriootpa,'\'(6.05-7.75]\'','\'(49-58]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',Yes
Mildura,'\'(12.25-inf)\'','\'(49-58]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Mildura,'\'(6.05-7.75]\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
MountGambier,'\'(9.85-10.55]\'','\'(42-49]\'','\'(-inf-13.5]\'','\'(0.7865-inf)\'',No
Nuriootpa,'\'(12.25-inf)\'','\'(34-42]\'','\'(-inf-13.5]\'','\'(-inf-0.7865]\'',No
Brisbane,'\'(12.25-inf)\'','\'(-inf-34]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Nuriootpa,'\'(12.25-inf)\'','\'(34-42]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(6.05-7.75]\'','\'(34-42]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
MountGambier,'\'(7.75-8.95]\'','\'(34-42]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
Cairns,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(57.5-60.5]\'','\'(0.7865-inf)\'',No
Watsonia,'\'(-inf-0.15]\'','\'(-inf-34]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',No
Williamtown,'\'(8.95-9.85]\'','\'(49-58]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Darwin,'\'(7.75-8.95]\'','\'(-inf-34]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(7.75-8.95]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Townsville,'\'(12.25-inf)\'','\'(34-42]\'','\'(57.5-60.5]\'','\'(0.7865-inf)\'',No
Nuriootpa,'\'(0.15-1.55]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Sydney,'\'(10.55-12.25]\'','\'(34-42]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
CoffsHarbour,'\'(1.55-4.35]\'','\'(42-49]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',Yes
NorfolkIsland,'\'(4.35-6.05]\'','\'(-inf-34]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',Yes
Sydney,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Darwin,'\'(-inf-0.15]\'','\'(42-49]\'','\'(88.5-inf)\'','\'(0.7865-inf)\'',Yes
MelbourneAirport,'\'(7.75-8.95]\'','\'(-inf-34]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',Yes
Mildura,'\'(1.55-4.35]\'','\'(58-66]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',Yes
Cairns,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Perth,'\'(1.55-4.35]\'','\'(42-49]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',Yes
Mildura,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Townsville,'\'(7.75-8.95]\'','\'(34-42]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
Darwin,'\'(-inf-0.15]\'','\'(66-inf)\'','\'(81.5-88.5]\'','\'(-inf-0.7865]\'',Yes
PerthAirport,'\'(1.55-4.35]\'','\'(-inf-34]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',Yes
Sale,'\'(7.75-8.95]\'','\'(42-49]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Townsville,'\'(1.55-4.35]\'','\'(42-49]\'','\'(69.5-73.5]\'','\'(-inf-0.7865]\'',Yes
Sale,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',No
AliceSprings,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(13.5-27.5]\'','\'(0.7865-inf)\'',Yes
PerthAirport,'\'(12.25-inf)\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
SydneyAirport,'\'(-inf-0.15]\'','\'(-inf-34]\'','\'(69.5-73.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(4.35-6.05]\'','\'(-inf-34]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',No
Townsville,'\'(7.75-8.95]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Portland,'\'(1.55-4.35]\'','\'(-inf-34]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',Yes
Watsonia,'\'(12.25-inf)\'','\'(-inf-34]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(7.75-8.95]\'','\'(58-66]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',Yes
Townsville,'\'(4.35-6.05]\'','\'(42-49]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Watsonia,'\'(10.55-12.25]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Nuriootpa,'\'(12.25-inf)\'','\'(34-42]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Sale,'\'(6.05-7.75]\'','\'(42-49]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Woomera,'\'(10.55-12.25]\'','\'(42-49]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Cobar,'\'(1.55-4.35]\'','\'(-inf-34]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
Canberra,'\'(12.25-inf)\'','\'(49-58]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Perth,'\'(7.75-8.95]\'','\'(-inf-34]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Watsonia,'\'(6.05-7.75]\'','\'(58-66]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
Hobart,'\'(4.35-6.05]\'','\'(49-58]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Cairns,'\'(9.85-10.55]\'','\'(42-49]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Watsonia,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
Perth,'\'(12.25-inf)\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Brisbane,'\'(7.75-8.95]\'','\'(42-49]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',Yes
PerthAirport,'\'(12.25-inf)\'','\'(42-49]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Sale,'\'(6.05-7.75]\'','\'(34-42]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
Canberra,'\'(-inf-0.15]\'','\'(-inf-34]\'','\'(69.5-73.5]\'','\'(-inf-0.7865]\'',No
Perth,'\'(10.55-12.25]\'','\'(42-49]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Portland,'\'(0.15-1.55]\'','\'(-inf-34]\'','\'(88.5-inf)\'','\'(-inf-0.7865]\'',No
Sydney,'\'(-inf-0.15]\'','\'(-inf-34]\'','\'(88.5-inf)\'','\'(-inf-0.7865]\'',Yes
Watsonia,'\'(1.55-4.35]\'','\'(34-42]\'','\'(78.5-81.5]\'','\'(-inf-0.7865]\'',No
SydneyAirport,'\'(1.55-4.35]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',Yes
Sydney,'\'(-inf-0.15]\'','\'(34-42]\'','\'(81.5-88.5]\'','\'(-inf-0.7865]\'',Yes
Cobar,'\'(10.55-12.25]\'','\'(34-42]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Darwin,'\'(1.55-4.35]\'','\'(-inf-34]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
Perth,'\'(7.75-8.95]\'','\'(49-58]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Moree,'\'(7.75-8.95]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Mildura,'\'(9.85-10.55]\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
WaggaWagga,'\'(4.35-6.05]\'','\'(66-inf)\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',Yes
Portland,'\'(4.35-6.05]\'','\'(-inf-34]\'','\'(88.5-inf)\'','\'(-inf-0.7865]\'',Yes
Watsonia,'\'(1.55-4.35]\'','\'(34-42]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',No
WaggaWagga,'\'(0.15-1.55]\'','\'(-inf-34]\'','\'(81.5-88.5]\'','\'(-inf-0.7865]\'',Yes
Portland,'\'(1.55-4.35]\'','\'(-inf-34]\'','\'(88.5-inf)\'','\'(-inf-0.7865]\'',Yes
Sale,'\'(4.35-6.05]\'','\'(49-58]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',No
Cobar,'\'(9.85-10.55]\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Darwin,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(52.5-57.5]\'','\'(-inf-0.7865]\'',No
Mildura,'\'(1.55-4.35]\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
Sydney,'\'(9.85-10.55]\'','\'(34-42]\'','\'(60.5-64.5]\'','\'(-inf-0.7865]\'',Yes
Williamtown,'\'(4.35-6.05]\'','\'(42-49]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',Yes
Nuriootpa,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(8.95-9.85]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
MelbourneAirport,'\'(0.15-1.55]\'','\'(34-42]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',No
Perth,'\'(12.25-inf)\'','\'(34-42]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(7.75-8.95]\'','\'(-inf-34]\'','\'(73.5-78.5]\'','\'(-inf-0.7865]\'',No
Williamtown,'\'(6.05-7.75]\'','\'(49-58]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Portland,'\'(9.85-10.55]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(0.7865-inf)\'',No
Townsville,'\'(-inf-0.15]\'','\'(42-49]\'','\'(88.5-inf)\'','\'(-inf-0.7865]\'',Yes
Mildura,'\'(10.55-12.25]\'','\'(34-42]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
Portland,'\'(6.05-7.75]\'','\'(58-66]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',Yes
PerthAirport,'\'(12.25-inf)\'','\'(66-inf)\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
Portland,'\'(4.35-6.05]\'','\'(34-42]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',No
Moree,'\'(6.05-7.75]\'','\'(58-66]\'','\'(13.5-27.5]\'','\'(-inf-0.7865]\'',No
PerthAirport,'\'(12.25-inf)\'','\'(34-42]\'','\'(-inf-13.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(-inf-0.15]\'','\'(34-42]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
SydneyAirport,'\'(-inf-0.15]\'','\'(49-58]\'','\'(81.5-88.5]\'','\'(-inf-0.7865]\'',Yes
PerthAirport,'\'(1.55-4.35]\'','\'(34-42]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',Yes
Darwin,'\'(9.85-10.55]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(-inf-0.7865]\'',Yes
Melbourne,'\'(6.05-7.75]\'','\'(-inf-34]\'','\'(42.5-52.5]\'','\'(0.7865-inf)\'',Yes
Portland,'\'(1.55-4.35]\'','\'(42-49]\'','\'(60.5-64.5]\'','\'(0.7865-inf)\'',Yes
SydneyAirport,'\'(9.85-10.55]\'','\'(42-49]\'','\'(13.5-27.5]\'','\'(0.7865-inf)\'',No
SydneyAirport,'\'(7.75-8.95]\'','\'(66-inf)\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
AliceSprings,'\'(9.85-10.55]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(-inf-0.7865]\'',No
CoffsHarbour,'\'(7.75-8.95]\'','\'(49-58]\'','\'(57.5-60.5]\'','\'(0.7865-inf)\'',No
Nuriootpa,'\'(1.55-4.35]\'','\'(-inf-34]\'','\'(78.5-81.5]\'','\'(-inf-0.7865]\'',No
NorfolkIsland,'\'(7.75-8.95]\'','\'(-inf-34]\'','\'(73.5-78.5]\'','\'(0.7865-inf)\'',No
Townsville,'\'(10.55-12.25]\'','\'(34-42]\'','\'(57.5-60.5]\'','\'(-inf-0.7865]\'',No
MountGambier,'\'(7.75-8.95]\'','\'(42-49]\'','\'(64.5-69.5]\'','\'(-inf-0.7865]\'',Yes
WaggaWagga,'\'(10.55-12.25]\'','\'(-inf-34]\'','\'(27.5-42.5]\'','\'(0.7865-inf)\'',No
