@relation 'output-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V-weka.filters.unsupervised.attribute.Remove-R1-3,5,7-10,13,15-19'

@attribute Rainfall numeric
@attribute Sunshine numeric
@attribute Humidity3pm numeric
@attribute Pressure9am numeric
@attribute Cloud3pm numeric
@attribute RainTomorrow {No,Yes}

@data
9.2,4.5,73,1005,7,Yes
0,11.6,25,1022.2,1,No
0.2,0,67,1028.3,7,No
0,5.5,63,1029.2,3,Yes
32.2,1.2,65,1019.9,7,Yes
0.6,0.3,71,1016.5,8,Yes
0,7.3,70,1022.4,6,No
0,10.3,31,1017.2,1,No
0,5.2,56,1022.2,6,No
0,11.8,23,1016.8,4,No
0,10.8,16,1015.1,1,No
0,9.6,13,1012.8,2,No
0,12.7,12,1009.2,1,No
0,13.1,21,1024.1,1,No
1.6,5,83,1034.5,8,No
0,6.5,44,1024.7,1,No
0,6.5,50,1027,7,Yes
0.2,11.8,21,1013.2,0,No
1.4,2.9,70,1020.1,8,No
8.2,0,96,1008.6,8,Yes
0,10.5,52,1022.1,1,No
1.2,1.8,72,1014.6,8,Yes
0,9.9,74,1009.6,7,Yes
3.2,3.3,56,1015.8,7,No
8.6,2,65,1004.4,7,No
0,10.3,65,1018,1,No
0,7.6,47,1013.1,7,No
32.6,4.1,91,1009.5,7,Yes
3.8,4.7,39,1014.8,3,No
0,10.3,52,1011.5,4,No
0,10.9,17,1017.9,0,No
0,9,60,1019.2,6,No
0,3.6,43,1027.4,6,No
0,13.1,38,1021.2,1,No
0.6,0.9,84,1010.5,8,Yes
0,0.8,20,1011.5,3,No
0,1.8,72,1023.4,8,No
0,3.9,54,1028.2,6,No
0.2,11.3,53,1015.2,3,No
0,12.2,58,1016.5,1,No
0,12.7,46,1022.3,1,No
0,9.6,58,1024.3,1,No
6.2,5.7,51,1018.6,4,No
0,7.9,32,1012.9,6,No
4.2,6.9,50,1030.7,6,No
2.2,7.4,58,1018.2,7,No
0,9.8,63,1013.3,5,No
0,9,50,1023.8,2,No
0,1.5,59,1025.3,8,Yes
0,9.8,44,1012.6,5,No
0,11,16,1023.2,0,No
0,9.4,43,1027,4,No
8.6,4.5,64,1010.8,4,Yes
0,10.1,17,1012.6,5,No
0,8.6,43,1032.2,1,No
0.6,8.6,58,1020.8,5,No
0,5.9,45,1020.2,7,No
0,10.9,41,1018.5,1,No
0,10.3,51,1021.9,0,No
0,6.2,60,1024.4,7,No
0,9.6,57,1030.2,3,No
0,9.2,32,1028.5,5,No
0.4,12.1,17,1006.7,4,Yes
0.8,11.7,19,1012.9,5,No
3,0,93,1017.5,8,Yes
0.2,5.8,88,1010.4,8,Yes
1.4,7,46,1019.3,4,No
0.4,10.7,35,1015.3,3,No
5,6.7,34,1014.5,2,No
0,13.3,39,1019,1,No
11.8,6.9,77,1028.9,7,Yes
0,9.9,8,1018.4,2,No
0,12.5,34,1014.6,4,No
0.4,1.4,96,1018.4,8,Yes
0,10.6,29,1014.7,1,No
0,9.6,41,1013.1,2,No
0,10,53,1016.7,6,No
0,10.8,58,1013.7,6,No
0,7.6,68,1019.7,7,No
0,13.4,25,1012.4,2,Yes
0,11.7,40,1019.4,1,No
1.2,0.8,90,1015.8,6,Yes
0,6.1,12,1015.7,7,No
0,12.4,4,1015.5,1,No
0,9.4,39,1031,1,No
0,10.8,38,1023.4,1,No
0,12.5,31,1022.5,6,No
0,7.1,58,1011.1,7,No
0,7.6,51,1027.2,7,No
0,13,9,1017.8,1,No
2.4,3,74,1021,7,Yes
0.2,9.4,42,1025.6,1,No
11.8,7.7,51,1014.5,5,Yes
0,10.9,18,1013.4,1,No
15.8,0.6,61,1002.1,6,Yes
0.2,9.1,33,1029.3,5,No
0,2.8,37,1013.6,7,No
0,1.5,45,1017.6,6,No
0,11.6,24,1011.4,5,No
0,10.4,53,1015.8,5,No
0.4,9.1,37,1022.3,1,No
2.4,10.1,27,1010.9,0,No
1.4,3.6,52,1016.4,4,No
0,9.9,42,1022.4,2,No
0,9.4,53,1023.5,6,No
0.2,10.9,37,1020.5,1,No
0,11.6,37,1026.3,2,No
0,10.7,42,1017.3,2,No
2,7.9,37,1007.5,6,Yes
0,9.7,62,1010.9,3,No
0,11.5,56,1013.1,1,No
0,11.9,16,1020.6,3,No
0,11.1,29,1018.3,0,No
0,6.5,27,1020.9,1,No
2,7.7,59,1014,1,Yes
0.2,10,40,1024.5,0,No
0.6,6.3,60,1031,1,No
0,10.2,59,1024.1,2,No
0,10.2,48,1019.1,1,No
0,12.1,13,1018,0,No
0,2.6,61,1020.4,7,No
2.2,7,67,1009.2,2,No
2.2,8.8,43,1026.2,1,No
0,8.3,34,1018.7,3,No
0.2,0.6,66,1021.7,7,No
0,6,64,1016.9,6,No
0,10.2,48,1024.2,7,No
1.4,8.8,55,1013.2,2,No
0,8.5,50,1022.6,6,No
0,3.2,72,1016.6,7,No
0,9.8,25,1028.6,1,No
0.4,5.8,61,1022.7,1,No
0,9.5,47,1017.3,0,No
0.2,7.8,32,1021.6,7,No
0,13.3,19,1009.3,5,No
0.4,7.2,74,1011.7,8,No
1.6,10.8,55,1005.2,3,Yes
0,11.1,30,1015.6,1,No
3,12.2,23,1014.5,3,No
4,6.2,99,1016.4,5,No
0,3.6,71,1021.4,7,Yes
0,11.4,41,1017.5,6,No
0,8,65,1010.5,5,Yes
0,7.6,40,1023.5,5,No
0,13.1,40,1013.8,6,No
0,4.7,36,1027.3,7,No
0,11.1,48,1010,7,No
0,13.2,49,1017.8,1,No
0,9.2,53,1023.7,3,No
0,3.1,35,1022.2,8,No
0.4,11.1,64,1016.7,5,No
0,8.6,68,1014.6,2,No
0,10.4,56,1025.6,1,No
0,0.6,67,1021.8,7,No
0,11.6,23,1023.1,0,No
0,9.9,38,1020.8,2,No
7.8,8.1,58,1018.8,7,No
0,9.7,26,1017.6,4,No
0.2,5.7,73,1024.5,1,No
0.2,0,78,1020.1,8,No
0,9.7,25,1030,1,No
3.6,8.2,69,1009.7,6,No
0,7.4,54,1017.6,6,No
0,10.5,56,1014.2,4,No
0.2,2.1,68,1026.5,7,No
0,10.5,25,1024,0,No
9,8.3,51,1025.9,4,No
0,6.9,33,1004.6,1,Yes
0,9.6,55,1016.1,1,No
1,4.3,73,1017.6,6,No
0,8,38,1023.7,5,No
5.8,7.9,59,1003.4,7,No
0,12.3,31,1011.9,2,No
6.2,7.3,47,1015.2,4,No
0,4.9,28,1021.8,7,No
0,10,46,1016.9,2,No
5.4,8.4,26,1015.2,7,No
0,1.7,73,1034.1,6,No
1.8,2.7,60,1008.9,7,No
0,13.7,15,1012.8,5,No
8.8,11.3,65,1006.6,2,No
0,8.3,52,1017.2,2,No
1.6,7,35,1003,4,No
0,1.1,49,1030.9,7,No
0.4,9.9,56,1015,7,No
0,10.9,36,1012.1,1,No
0,13.1,23,1017.1,3,No
0,11.2,9,1024.7,0,No
0,11.2,20,1016.9,0,No
0,9.4,15,1018.4,7,No
0,5.7,57,1021.9,6,No
0,12.6,43,1017.2,1,No
0.2,10.5,73,1017.2,4,Yes
0.2,10.6,50,1035.5,6,No
0.8,8.5,54,1021,6,No
7.6,2,47,1025.8,7,No
0,12.9,63,1008.6,2,No
0,2,63,1024.1,6,No
0.8,8.8,38,1015.1,2,No
0,10.2,21,1028.1,2,No
0,0.5,46,1007.9,8,No
0,10.8,20,1009.6,4,No
0.2,6.6,73,1018.2,7,No
2.6,5.2,50,1021.6,2,Yes
0,9.3,51,1014.7,5,No
0,13.4,47,1008.1,1,No
0,0.7,75,1016.7,8,Yes
0,9.3,33,1024.1,5,No
0,1,74,1014.7,7,Yes
0.4,9.1,58,1015.1,3,No
0.2,4.1,85,1012.9,7,Yes
4.4,11.4,39,1013.9,6,No
5.6,4.2,54,1018.6,1,Yes
2.2,7.6,46,1013,2,No
0,10.9,10,1016.5,1,No
0,12.5,70,1015.6,5,No
0,3.2,66,1011.3,7,Yes
0,11.4,23,1012.8,3,No
15.8,1.5,77,1014.1,8,No
0,8.8,64,1006.6,7,No
0,2.3,63,1026.8,6,No
4.8,2.3,92,1009.9,7,No
0.2,8.1,28,1006.4,4,No
0.4,9.6,59,1009.2,5,No
0,5.7,50,1018.7,5,No
0,10.2,52,1012,1,No
3,3.3,78,1022.4,7,Yes
0,9.5,56,1018.6,3,Yes
0,10.5,61,1010.8,7,No
0.4,11.6,36,1007.8,3,No
0,7.7,46,1022.3,6,No
0,6.7,36,1008.3,6,No
0,10.8,59,1012,1,No
0,12.2,36,1018.1,4,No
5.8,10.3,59,1009.8,5,No
4.4,3,54,1017.4,7,Yes
36.8,4.3,52,1014.6,8,Yes
0,12,11,1021.6,0,No
6.6,12,32,1001.7,1,No
0,7,44,1019.6,7,No
9.6,11.9,36,1002,1,No
1,2.7,69,1012.8,7,Yes
0.2,9,41,1015.8,7,No
0,12.9,8,1011.9,0,No
0.6,12.3,48,1010.7,6,No
0.4,12.8,50,1017.1,3,No
0.6,1.4,74,1018.5,7,Yes
0,10.6,12,1011.2,4,No
0,9,47,1014.4,2,No
0.8,0,82,1028.6,8,No
0.2,10.2,48,1023.6,3,No
0.2,10.9,63,1012.6,5,No
0.2,10.6,50,1010.4,7,No
2.2,0.8,84,1014.4,7,Yes
0.8,11.2,46,1022.9,6,No
0,8.9,71,1008.9,7,No
5.6,6.1,40,1007.9,5,No
0.6,8.3,29,1011.7,4,No
4,8.7,33,1012.4,5,No
0,11.5,24,1018.2,0,No
0.4,13,44,1015.5,4,No
1,2.5,71,1019.6,7,Yes
0,13,25,1019.2,1,No
0,10.6,52,1015.6,1,No
2.8,3.3,62,1013.5,7,No
1,8.5,41,1008.7,7,No
0,13.4,17,1015.6,3,No
0,11,44,1014.6,2,No
0,7.3,71,1027.4,4,No
0,6,56,1023.4,8,Yes
0,9.4,40,1022.9,2,No
1.6,6.1,53,1017.5,8,No
0,4.6,29,1011.2,7,No
0,8.1,57,1021.5,2,No
0.2,9.9,58,1022.9,6,No
0,8.3,23,1022.4,7,No
0,10.1,38,1017.1,1,No
0.4,3.7,45,988.1,4,Yes
0.6,4.8,68,1004.9,4,Yes
0,5.9,55,1030.3,7,No
0,3.2,69,1007.1,7,No
0,12.4,3,1012.1,1,No
0,9.8,26,1009,1,No
0,10.5,44,1025.1,1,No
0,13.4,15,1012.1,1,No
3,0,97,1017.4,8,Yes
0,10.4,31,1025,1,No
1.4,10.6,42,1032.9,1,No
5.4,1.7,84,1015.7,5,No
0.6,11.8,42,1026,3,No
5.2,10.8,44,1013.8,1,No
0,11.1,62,1017.1,3,No
0,8.8,46,1024.9,1,No
4.6,6.4,66,1002.4,6,No
0,2.6,68,1001.1,7,Yes
0,11,42,1016.8,1,No
0,11.6,59,1020.2,2,No
0.6,4.5,65,1014,4,No
4.2,1.5,67,1016,3,Yes
0,4.2,87,1006.2,7,No
3.2,7.5,45,1015.3,2,No
3,5.4,79,1021,8,Yes
0,3.1,66,1013.2,2,Yes
0,11,44,1018.7,2,No
0,11.5,51,1010.9,2,Yes
13.2,10.2,42,1023.4,0,No
0,1.2,70,1011.4,7,Yes
0,2.3,59,1022.8,8,No
0,3.4,32,1020.2,8,No
0,11.7,40,1020.3,2,No
8.6,9.3,43,1014.9,3,No
0,10.8,59,1017.7,1,No
0,9.2,46,1018.8,4,No
0,12.1,15,1019.5,1,No
0,10.2,24,1026.3,0,No
0.6,8.3,40,1019.2,2,No
0,12.4,19,1016.7,1,No
0,7.6,35,1015.3,6,Yes
0,11.3,24,1019.7,1,No
0,12.7,26,1016.7,2,No
1.4,2.5,66,1022.4,7,No
0,10.3,45,1012.9,1,No
0,9.7,33,1021.5,6,No
16,6,61,1019.9,6,Yes
4.2,4.2,73,1020.3,7,Yes
0,7.2,40,1023.4,3,No
36.2,0.4,78,1006.2,8,Yes
0,8.6,38,1020,4,No
0.2,0,96,1011.1,8,Yes
9.2,1.2,60,1019.6,7,No
0,12.7,8,1017.8,2,No
0,10.3,20,1012.7,7,Yes
2,6.4,49,1018.6,2,Yes
0,10.3,10,1020.6,0,No
0,6.9,70,1027.8,7,No
0,5.7,29,1022.1,7,No
6.8,0.6,91,1012.3,7,Yes
0,0.1,76,1023.1,8,No
0,12,16,1011.3,1,No
0,11.9,40,1023.8,3,No
17.6,6.6,42,1015.2,7,No
0,6.8,21,1017.7,6,No
0,12,39,1011.4,4,No
0,9.1,55,1020,3,No
1.6,1.8,58,1018.2,7,Yes
1.2,10.5,39,1020.6,1,No
0,2.2,57,1012.3,7,No
0,12.7,10,1010.6,7,No
20.6,10.5,62,1012,2,No
0,9.7,56,1014.3,7,No
0,13,39,1017.2,3,No
0,9.5,44,1018.6,5,No
0,7.1,69,1014.1,6,Yes
0,11.2,47,1015,1,No
25.4,7.1,60,1007.4,7,No
3.4,0,88,1015.5,8,No
0,10.6,64,1011.7,3,Yes
3.4,10.1,61,1010.8,7,Yes
12,12.8,35,1011.5,2,No
0,11.3,48,1026.1,1,No
0,9.8,36,1015.4,1,No
0,10.4,44,1022.1,1,No
0,10.8,56,1019.7,3,No
0.2,4,45,1013.6,7,Yes
0,10.7,23,1019.1,2,No
0.2,7.1,16,1005.1,7,Yes
0,11.1,33,1030.6,1,No
0,10.1,32,1012,1,No
0,13.2,42,1018.6,1,No
1,5.3,49,1015.8,7,No
0,9.2,15,1023.8,1,No
0,6.3,69,1024.9,4,No
0,10.9,51,1010.8,5,Yes
0,10.6,63,1015.3,3,No
0,5.4,51,1008.2,6,No
0,10.9,27,1015,1,No
0,7.7,39,1023.3,6,No
1.2,0,85,1012.7,8,Yes
2.4,6.3,48,1021.4,7,No
0,0.7,57,1024.7,8,Yes
0,2.6,34,1009.8,8,No
0,1.5,85,1012.4,7,No
0,10.9,26,1027.3,2,No
0.2,9.5,49,1023.2,1,No
0,9.9,39,1018.3,1,No
0,9.8,46,1033.8,0,No
0,4.1,55,1025.6,6,No
0.2,9.1,33,1013.5,3,No
5.6,4.2,60,1007.7,7,No
0,2.3,68,1007,8,No
0,9.8,38,1016.3,1,No
0,9,35,1011.6,6,No
4.4,10.2,49,1012.3,5,No
1.2,9.8,28,1005.6,2,No
0,5.4,45,1014.2,6,Yes
0,5.9,55,1014.7,8,No
0,9.6,54,1017.7,7,No
0,9.2,43,1030.4,1,No
0,7.3,34,1018.8,7,No
0.6,12,33,1021.9,1,No
4,2.4,74,1007.6,8,Yes
14.2,11.9,30,1012.5,1,No
0,10.9,71,1022.4,7,No
0.2,11.9,38,1016.1,7,No
2.4,3.2,56,1028.7,7,No
0.2,5.2,77,1010.8,5,No
2,4.5,36,997.1,6,Yes
5.4,6.2,59,1003.9,7,No
0,11.4,16,1008.2,1,No
0,10.3,22,1022.5,1,No
0,5.6,45,1019.9,7,No
0.6,11.4,40,1017.1,2,No
0,10.4,27,1017.9,3,No
0,8.9,65,1016.8,6,No
0,11.6,10,1018.2,0,No
0,11.3,18,1027.6,2,No
0.2,8.7,50,1021.6,4,No
0,11,62,1020.3,1,No
5.6,6.4,51,1021.8,7,No
3.2,3.4,81,1029,6,No
1.4,10.4,38,1011.9,3,No
0,10.4,33,1017.6,1,No
0,2.4,58,988.8,4,Yes
6.4,4.1,81,1016,6,Yes
0,10.9,12,1022.5,1,No
0,8.3,38,1015.5,5,Yes
0,6,58,1019.1,6,No
0,11.3,57,1013,2,No
0,8.9,56,1020.2,2,No
0.2,8,67,1014.2,6,No
0,8.5,46,1023.8,1,No
0,9.9,51,1011.8,5,No
25.8,0.1,87,1006.5,8,Yes
6.6,6.2,76,1027.7,5,No
0,10.5,64,1021.2,2,No
0.2,4.3,58,1026,8,No
2,11.4,48,1008.3,3,Yes
0,10.6,36,1020.7,5,No
0,0.6,70,1017.8,7,Yes
0,8.9,32,1016.6,7,No
0,13.3,41,1017.4,1,No
0.8,9.7,46,1017.7,1,No
9.2,1,78,1016.7,7,Yes
0,9.1,53,1019.6,3,No
2.8,6.6,65,1031.9,3,No
0.8,8.1,60,1006.4,8,Yes
0.6,11.3,24,1010.5,6,No
17.8,3.2,70,1020.1,6,No
4,8.1,39,1016.7,3,No
34.4,0.5,88,1004.4,8,Yes
0,4.3,77,1023.5,7,No
0,10.5,45,1024.5,3,No
2,5.5,68,1025.7,8,No
0.4,0.3,66,1018.5,8,No
0,10.8,39,1022.8,0,No
0.8,10.7,49,1013,4,No
0,13.1,41,1012.6,0,No
0,8.5,31,1014.7,8,No
0,3,30,1016.6,7,Yes
0,13.3,41,1015.5,1,No
6,9.2,52,1025.5,4,Yes
0,12.3,30,1020.4,2,No
7.8,1.5,78,1008.9,8,Yes
2.8,4.5,53,1017.4,3,Yes
0,5.6,59,1012,7,No
0,12.2,54,1008.6,2,No
0.6,9.1,63,1012.7,3,No
0,9.3,41,1016.6,5,No
0,8.3,38,1025.3,6,No
0.8,4.5,59,1018.3,7,No
0,5,57,1014.1,8,No
0,10.4,16,1016,7,No
0,10,66,1014.5,7,No
6,9.1,77,1020.6,8,No
0.2,4.1,67,1018.8,7,No
9.6,7.8,52,1017,3,Yes
0,8.5,50,1020,2,No
0,6.3,64,1019.4,7,No
0,9,30,1008.9,2,No
0,11.7,37,1012.4,8,No
0,6.5,51,1034.7,5,No
0,11.5,49,1015.8,1,No
0,5.3,57,1024,4,No
0,6.7,42,1030.2,6,No
0,3.7,58,1020,7,No
0,9.5,48,1027.8,1,No
0,12.3,15,1016.2,0,No
0,4.3,69,1030.2,6,No
0,10.9,52,1019.8,1,No
0.8,6.7,54,1016,6,No
0.2,0.5,61,1018,8,Yes
0,13.1,22,1013.6,1,No
0,2,50,1023.2,7,No
0,11,17,1024.6,0,No
17.2,2.3,93,1011.1,8,Yes
0,11.1,22,1015.5,3,No
8,0.5,95,1003.8,8,Yes
0,7.2,39,1026,6,No
0,2.6,51,1010.9,7,No
3,2.9,67,1009.1,7,Yes
0,7.7,55,1014.1,7,No
1,12.9,56,1023.6,1,No
0,8.2,23,1018.2,2,No
0,10.2,52,1017,2,No
0,4.2,71,1015.9,4,No
0,11.1,36,1024,1,No
0.2,9.1,48,1025.3,3,No
0,9.9,38,1009.8,1,No
12.8,4.6,77,1012.4,7,Yes
0,7.2,30,1025.4,8,No
0.2,3.1,64,1027.2,2,No
0,9.2,34,1027.8,0,No
0,1.5,63,1012.3,7,No
0,11.2,39,1022.4,3,No
0.2,11.4,35,1023.6,3,No
0,4.7,58,1021.8,7,Yes
0,9.7,65,1010.1,7,Yes
0,12.9,21,1017.5,0,No
0,8.7,52,1022.2,1,No
0,9.7,35,1022.4,3,No
7.8,11.9,41,1021.6,1,No
1,2.3,35,1014.5,1,No
0,10.1,21,1014.2,0,No
3,7,66,1014.9,7,No
1.2,6.2,60,1009.5,7,No
0,9.4,45,1025.6,0,No
0.4,0.1,69,1018,7,No
0,3.7,89,1007.9,7,Yes
8,4.3,74,1009.7,8,Yes
0,10.3,64,1016.3,1,No
0,5.1,35,1016.3,8,No
13.4,1.7,53,1032,7,No
0,13,19,1010.5,1,No
0,11.8,26,1020.7,0,No
0,11.2,71,1016.8,2,No
0,9.1,36,1028.4,1,No
0,10.1,31,1011.4,3,No
0.6,5.9,64,1025.2,4,No
0,13.1,56,1021,1,No
0,13.3,15,1010.5,0,No
0,10.6,59,1018.6,3,No
0,1,52,1020.1,7,No
0,9,17,1017.5,7,No
0,9.1,18,1018.1,7,No
0,6.3,58,1022.6,8,No
0,13.4,6,1019.5,1,No
0,3.4,46,1007.7,8,Yes
0,12.3,9,1022.4,0,No
0,10.9,18,1017.2,1,No
0.2,11.2,52,1026,1,No
0,9.2,42,1030.7,1,No
1.4,1.6,54,1024.6,7,Yes
0.6,3.5,85,1035.5,8,No
0,11,22,1027.9,0,No
0.6,4.6,62,1021.4,7,Yes
0,9.7,42,1027.9,2,No
0,12.6,56,1023.3,1,No
0,13.1,23,1024.1,1,No
9.2,7.5,54,1021.3,5,Yes
0,7.6,39,1012.5,7,No
0,8.1,46,1023.1,6,No
0,5.5,41,1011.7,5,No
0,9.1,65,1022.2,5,No
2.2,10.5,54,1013.4,3,Yes
1,2.1,77,1009.6,8,Yes
0,2.5,17,1017.6,7,No
4.8,5.7,47,1005.9,3,No
0.2,10.2,27,1019,1,No
0,10.2,56,1022.2,2,No
0.4,7.8,45,1012.1,5,No
0,8.7,42,1019.1,1,No
0,2.1,51,1031.3,6,No
0,11,34,1027.4,2,No
0,12.9,42,1010.7,2,No
0.6,3.3,64,1011.1,5,No
0,12.2,51,1013.2,4,No
0,10.6,56,1014.1,1,No
0,7.8,29,1017,3,No
6.2,6.3,60,1020.4,6,No
1.2,0,81,1014.6,8,Yes
0,9.2,33,1013.9,6,No
0.2,0.2,79,1018.3,8,Yes
0,11.1,35,1025.9,1,No
0,12.8,29,1015.7,1,No
0,9.9,30,1027.2,0,No
9.8,3,63,1020.5,3,No
0,10.5,40,1019.2,0,No
14.4,6.4,67,1015.4,5,Yes
41.8,0.2,94,1006,8,Yes
0,9.4,74,1025,5,No
0,10.9,49,1018.3,1,No
0,8.3,48,1016.7,6,No
6.4,2.2,82,1005.3,7,Yes
0,1.7,87,1029.6,7,Yes
0,13,40,1019.4,1,No
0,12.5,45,1019.5,1,No
23.8,0.4,84,986.6,6,Yes
10,2.5,82,1009.3,7,Yes
0,11.8,57,1011.4,3,No
0,7.3,39,1029.8,3,No
13,0.8,82,1019.6,7,Yes
0,11.9,48,1024.8,1,No
11.6,5.3,45,1001,6,Yes
0,10.2,48,1012.6,6,No
29,4.7,65,1010.9,6,No
0,9.6,29,1029.2,1,No
0,8.4,43,1018.2,5,No
0.8,6.3,80,1025.9,7,No
0,8.6,38,1016.3,6,No
0,9.7,41,1029.9,3,No
0,12.4,33,1014.3,3,No
10.4,4.4,69,1016.9,4,Yes
0,10.1,28,1007.9,4,No
0,10,48,1021,1,No
10.4,2.8,61,1003.3,7,Yes
0,10.7,36,1013.7,4,No
0.2,6.1,68,1014.1,8,No
0,10.4,11,1016.5,4,No
0.6,0,80,1013.5,7,Yes
0.2,9.7,27,1008.6,5,Yes
2.4,0,84,1024,7,No
0,9.5,66,1018.8,3,No
0,8.4,23,1021.1,1,No
0,10.2,25,1025.7,0,No
0,0.2,79,1019.8,8,No
0,9.9,35,1009.6,7,No
0,8.2,57,1012.2,6,Yes
0,9.5,23,1009.7,1,Yes
0.2,9.4,55,1017.8,3,No
0,4.9,69,1015.1,3,Yes
0.4,10.3,51,1011.2,5,No
0,11.6,17,1015.1,0,No
0,7.7,60,1021.2,7,No
0,10.2,58,1023.3,2,No
17.4,8.6,72,1002.1,7,Yes
0,5.2,58,1016.2,7,No
0,10.4,29,1020.9,1,No
7.2,9.2,40,1014.1,4,No
0,11.6,23,1019.2,0,No
0.8,8.2,39,1007.8,1,No
0.2,9.1,49,1021.7,3,No
0,6.2,44,1013.8,7,No
0.8,6.5,43,1008.3,5,No
0,12.8,26,1013.5,0,No
11.8,8.2,45,1009.4,4,No
0,11.6,8,1010.5,1,No
0,8.8,38,1022.1,5,Yes
0,7.9,51,1013,3,No
0.4,7.7,72,1019.7,6,No
0,11.2,41,1024,3,No
0.4,6.7,57,1019.9,5,No
0,9.5,58,1011.9,3,No
0,0.2,76,1021.2,7,No
0,10.5,74,1024.7,8,No
0.2,12.2,61,1008.7,2,No
0,6,72,1033.1,6,No
0,0.3,56,1024.3,7,No
0,5.8,43,1022.5,5,No
0,12.4,30,1026,2,No
0,7,27,1026.3,7,No
2,8,63,1018,2,No
0,9.5,17,1014,7,No
0,5.8,39,1017.2,7,Yes
0,12.6,27,1024.9,4,No
1,5.9,62,1019.9,4,No
1.8,9.3,28,999.4,3,No
3.8,9.9,45,1020.6,6,No
0,12.7,35,1020.4,1,No
0,11,38,1025.5,1,No
0.4,0,97,1006.9,8,Yes
1.8,11,70,1012,8,Yes
0,13,7,1005.1,0,No
1.8,8.6,36,1005.1,2,No
0,5.2,74,1020.8,7,No
3,3.6,44,1012,7,Yes
0,10,32,1020.4,6,No
0,8.3,35,1007.7,6,No
0,9.7,48,1013.1,4,No
0,9.7,33,1018.2,4,No
0,8.4,45,1013.2,3,No
0,4,77,1017.8,2,No
1.2,5.9,82,1019.7,4,No
1.6,1.4,88,996.7,6,Yes
0.2,11.4,58,1021.1,1,No
0,10.3,54,1026.7,0,No
0,11.2,29,1031.3,1,No
2.8,8.6,66,1024.1,7,No
0,6,36,1022.9,6,No
0,9.7,14,1014.8,3,No
0,10.5,30,1017.8,3,No
0,10.1,35,1021.2,5,No
0,13.2,36,1026.9,1,No
0,9.4,60,1010.8,5,No
11.8,6.7,66,1018.4,7,Yes
6,7.4,57,1005.1,7,No
0,10.4,66,1012.4,1,No
0,9.5,50,1025,1,No
0,7.5,61,1019.1,3,Yes
0,10.9,27,1015.6,1,No
0,10.1,29,1015.2,1,No
0,4.6,53,1008.2,4,No
0,11.6,10,1019,6,No
0,11.7,51,1011.9,2,No
5.8,7.2,56,1017.5,2,No
0.2,3,41,1018.3,7,No
7.8,3.9,65,1001.7,7,No
0.2,0.7,96,1022.6,8,Yes
0,6.4,57,1009.6,7,Yes
0,9.7,56,1012,2,No
1.2,11.1,56,1012.8,4,No
0,12.7,37,1018.1,2,No
1.4,11,51,1014,2,Yes
0.4,11.1,45,1009.2,6,Yes
0,10.8,32,1015.7,7,No
0,10.1,4,1016.9,1,No
0,5,63,1021.5,3,No
0,9.9,69,1015.2,2,No
0,7.6,70,1015.1,5,No
0,9.1,44,1021.6,6,No
0,10,14,1025.2,5,No
0,2.3,41,1023.3,7,No
0.8,7,51,1030.7,2,No
34.2,7.6,72,1010.1,6,Yes
0,6.1,28,1021.3,8,Yes
0,10.3,32,1029,1,No
0.4,8,43,1025.1,3,No
3.6,7.6,82,1016.6,4,No
15.6,4.8,46,1011.5,6,Yes
1.2,10.6,57,1021.9,1,No
0.2,5.9,64,1021.5,2,No
0,8.1,57,1030.1,1,No
0,11.5,11,1027.6,0,No
0,7.6,57,1018.5,7,Yes
5.4,9.6,65,1016.4,4,Yes
0,7,52,1021.8,4,No
0,11.9,37,1019,0,No
0,10.5,48,1009.1,1,No
0,10.6,51,1015.9,2,No
9,0,100,1009.6,8,Yes
0.6,4.2,73,1017.6,7,No
0,9.2,44,1012.8,1,Yes
0,10.7,20,1023.5,1,No
0,4.6,42,1023,4,No
0,9.2,65,1011.9,7,No
3,1.3,64,1028.6,8,No
0,9.1,55,1011.6,7,No
0,11.8,64,1010.8,4,No
0,13.1,49,1018.2,1,No
0,10.3,30,1016.4,1,No
0,0.4,74,1020.4,7,No
0.4,0.1,66,1015.5,7,Yes
0,11,21,1014.7,7,Yes
5.4,0.9,86,1010.1,8,Yes
0,12.1,10,1018.1,0,No
0,7.7,65,1015.8,5,No
0,9.6,46,1026.6,1,No
1.8,4.2,64,1020.1,7,Yes
0,2.3,77,1008.5,7,Yes
0.2,10.7,66,1012,2,No
0.4,6.4,84,1012.2,7,Yes
0,9.8,51,1015.3,2,No
0,12,35,1024.6,0,No
0.4,9.7,43,1023,6,No
0.1,4.5,62,1014.7,6,No
0,13,7,1012.2,0,No
0,11.3,38,1006.7,2,No
3.6,5.4,64,1008.7,7,Yes
0,13.3,13,1017.2,0,No
0,13.2,21,1008.9,0,No
0,2.5,57,1019.4,6,No
3.8,11.2,42,1016.1,3,No
0,0.4,63,1016.3,7,No
0,11.4,38,1016.4,1,No
1.4,2.1,66,1015.1,6,No
0,10.9,25,1022.1,1,No
0,6.7,21,1012.8,7,No
2.2,7.8,17,1007.5,5,No
13.4,7.8,55,1015.3,6,Yes
0,13.5,20,1016.6,1,No
5.2,5.8,64,1014.1,7,Yes
2.4,0.7,64,1018.7,8,No
0,9.2,65,1019.7,4,No
