@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-2,5-11,14'

@attribute u numeric
@attribute g numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
-0.416102,-0.420154,GALAXY,-0.221862
0.921822,1.532104,QSO,6.126447
0.169052,0.434995,STAR,-0.368991
-0.437076,-0.351376,GALAXY,-0.172432
0.485419,1.6345,QSO,4.986797
-0.298789,0.107781,STAR,-0.367463
1.038955,1.9532,QSO,4.368555
1.084062,-0.008273,GALAXY,-0.115755
-0.275681,-0.416391,STAR,-0.36769
0.904898,0.371733,GALAXY,-0.190173
0.017047,0.381586,STAR,-0.367528
1.152036,0.346607,GALAXY,-0.083414
0.841082,2.079564,QSO,2.820856
0.173235,0.311607,GALAXY,-0.274954
0.680904,0.894184,STAR,-0.368036
0.073715,-0.635373,GALAXY,-0.177102
0.806282,0.756181,GALAXY,-0.093361
-1.375749,-1.570364,STAR,-0.36765
0.698347,0.554918,GALAXY,-0.155648
-0.44684,-0.374132,GALAXY,-0.1307
1.064148,1.028625,STAR,-0.36611
0.466964,0.147458,STAR,-0.368063
1.119032,0.136298,GALAXY,-0.131215
0.732485,0.359552,GALAXY,-0.197633
0.285208,-0.211142,GALAXY,-0.314017
0.481381,0.505346,STAR,-0.366488
0.497039,0.58675,STAR,-0.367982
0.745431,0.186444,STAR,-0.369428
0.545341,-0.141003,GALAXY,-0.176915
0.521003,1.445215,QSO,2.217698
0.263896,0.589918,GALAXY,-0.23802
-0.493599,-0.464858,STAR,-0.368463
-0.546747,-0.30275,STAR,-0.368178
0.939482,0.465552,STAR,-0.368886
-0.332372,-0.414191,GALAXY,-0.289139
-0.72444,-1.322738,GALAXY,-0.164438
0.891783,0.126041,GALAXY,-0.194401
-1.419928,-0.926917,STAR,-0.366747
0.644223,0.66351,STAR,-0.36741
-0.906678,-0.934761,STAR,-0.36761
0.370529,-0.098499,STAR,-0.365346
-1.168064,-0.834023,STAR,-0.36763
0.68,-0.242209,GALAXY,-0.043711
1.132183,0.336531,GALAXY,-0.198822
0.963747,-0.061405,GALAXY,-0.093267
0.928922,0.034507,GALAXY,-0.254354
-0.243435,-0.823447,GALAXY,-0.134238
1.073563,0.790799,GALAXY,-0.116408
0.622079,-0.019412,GALAXY,-0.065221
1.024116,-0.642771,STAR,-0.367766
0.298142,0.588355,STAR,-0.367574
0.341803,-0.587821,GALAXY,-0.122049
0.794046,0.506876,GALAXY,-0.092674
-0.996591,-1.496867,GALAXY,-0.228764
1.094188,2.048858,QSO,-0.019762
0.876739,1.697401,QSO,1.6723
0.080682,0.049611,STAR,-0.368446
0.220247,-0.658852,GALAXY,-0.171744
0.276939,0.542705,STAR,-0.367271
0.851208,0.253521,GALAXY,-0.239036
0.266488,0.285939,STAR,-0.368937
-0.876482,-0.496574,STAR,-0.369357
-1.905007,-1.604897,STAR,-0.367871
1.081326,0.372541,GALAXY,-0.11978
0.976802,0.733893,GALAXY,-0.052685
0.865444,0.853147,GALAXY,0.028332
0.014094,-0.4862,STAR,-0.36822
-1.333715,-2.144587,STAR,-0.367523
0.333968,-0.071109,GALAXY,-0.167232
0.27894,0.14293,GALAXY,-0.194785
0.226238,-0.232452,GALAXY,-0.261492
0.328411,-0.500081,GALAXY,-0.096188
0.883502,0.822504,GALAXY,-0.123408
0.905501,0.819751,GALAXY,-0.205016
0.365635,-0.292089,GALAXY,-0.155936
-0.759446,-0.945177,STAR,-0.368191
0.052077,-0.648744,GALAXY,-0.117125
1.139777,0.436514,GALAXY,-0.092847
-2.056361,-1.3297,GALAXY,-0.235881
1.075805,2.180472,STAR,-0.368315
-1.017108,-0.588745,STAR,-0.368279
0.966556,0.692197,STAR,-0.367601
0.962747,2.357365,QSO,4.914331
0.547655,-0.0647,GALAXY,0.037959
1.035929,1.52104,QSO,6.850139
0.786211,0.720852,GALAXY,-0.219046
-1.493544,-1.292074,GALAXY,-0.247845
0.877631,-0.130577,GALAXY,-0.116534
-0.164419,-0.121223,STAR,-0.368334
-0.603234,-0.269621,STAR,-0.367817
0.874401,0.364931,STAR,-0.367921
0.630722,-0.103123,GALAXY,-0.144256
-1.403064,-1.550818,STAR,-0.368071
-0.026855,-0.069866,GALAXY,-0.251406
-0.172086,-0.887357,GALAXY,-0.084877
-0.35853,-0.502877,STAR,-0.368161
0.89464,1.079537,STAR,-0.367717
0.638159,0.47719,STAR,-0.367686
0.49722,0.077596,GALAXY,-0.121787
0.940109,1.1545,STAR,-0.367043
-0.853868,-0.741362,STAR,-0.36698
0.688776,0.529717,GALAXY,-0.070805
-1.090024,-0.994356,GALAXY,-0.190473
0.601056,-0.087626,GALAXY,-0.176715
0.934576,0.458813,GALAXY,-0.107214
-0.496215,-0.915151,STAR,-0.368068
0.385163,0.078712,STAR,-0.367862
0.992099,0.472886,STAR,-0.368288
0.668826,0.368948,GALAXY,-0.072206
1.08493,1.033642,GALAXY,-0.038379
0.462877,0.42968,STAR,-0.368275
-2.396909,-2.641412,GALAXY,-0.350839
-0.104883,-0.154289,GALAXY,-0.200342
1.110931,0.630009,GALAXY,-0.248579
-0.373478,-0.095768,GALAXY,-0.313667
0.354448,0.374433,GALAXY,-0.206243
0.178672,0.581936,STAR,-0.36822
0.956479,1.034344,STAR,-0.36793
-0.796826,0.252108,QSO,0.905486
0.939434,0.22172,GALAXY,-0.195036
0.261738,1.710293,QSO,6.223144
0.941302,1.087019,GALAXY,0.021765
-0.801986,0.377387,QSO,-0.035232
-0.456098,-0.730308,GALAXY,-0.137892
0.465336,0.106431,GALAXY,-0.137601
1.121515,0.762984,STAR,-0.368112
0.408018,-0.807185,STAR,-0.367938
-1.196151,-1.009257,STAR,-0.367729
0.284702,-0.424756,GALAXY,-0.15337
0.217029,0.067424,STAR,-0.367715
1.004985,0.699701,STAR,-0.368318
0.205601,0.541143,STAR,-0.368172
0.543219,0.505431,STAR,-0.367704
0.851051,1.014287,STAR,-0.367829
1.088293,1.038808,GALAXY,-0.060404
1.112812,0.38927,GALAXY,-0.125186
0.044676,0.201547,GALAXY,-0.0971
0.544473,0.542875,GALAXY,-0.182753
-1.112759,-1.731983,STAR,-0.367236
-0.155957,0.506834,GALAXY,0.143359
0.080586,-0.421631,STAR,-0.367114
-1.936842,-1.818043,STAR,-0.368038
0.643717,0.610091,GALAXY,-0.122715
0.383499,0.384083,GALAXY,-0.184791
0.439829,-0.014852,GALAXY,-0.117476
-2.235718,-0.498296,STAR,-0.368587
-2.061521,-1.373458,STAR,-0.367151
0.933166,0.179833,GALAXY,-0.154361
0.731496,1.822149,QSO,2.11725
0.995607,0.013718,STAR,-0.367621
0.611568,0.713135,GALAXY,-0.190655
0.558649,0.361636,STAR,-0.367896
-0.9169,-1.536416,GALAXY,-0.24894
0.241921,1.232706,QSO,0.18562
0.761017,1.693319,QSO,5.278946
-1.681049,-1.946969,GALAXY,-0.244052
0.681254,0.96919,STAR,-0.367389
-1.397651,-0.936812,STAR,-0.368148
-1.032477,-0.603551,STAR,-0.3674
-0.788702,-0.808631,STAR,-0.367903
0.069146,0.458495,STAR,-0.367941
0.601056,-0.226978,GALAXY,-0.204626
0.32412,0.342908,GALAXY,-0.057277
0.510829,0.220796,GALAXY,-0.184556
0.184169,1.45764,STAR,-0.368379
-1.503163,-1.158196,STAR,-0.367753
-2.877142,-2.299744,STAR,-0.368242
0.117677,0.221242,STAR,-0.367785
-2.458181,-2.330705,GALAXY,-0.312344
1.05166,0.775781,GALAXY,-0.014082
-0.108354,0.123044,STAR,-0.367053
1.137607,0.284663,GALAXY,-0.16526
1.03652,0.92218,STAR,-0.366053
-0.516165,-0.139441,STAR,-0.366608
0.171512,0.373465,STAR,-0.367537
-1.149042,-1.036775,STAR,-0.368363
1.124673,0.250503,GALAXY,-0.087668
-0.302791,-0.057717,GALAXY,-0.142992
0.576658,0.596741,GALAXY,-0.16551
0.974862,0.209976,GALAXY,-0.015524
-0.383338,-0.54165,STAR,-0.368209
1.012061,0.699595,STAR,-0.367619
-2.174518,-1.565709,STAR,-0.369275
-0.691942,-0.406422,STAR,-0.367269
0.868844,0.270931,GALAXY,-0.274838
-0.163431,0.031276,STAR,-0.368264
1.129302,0.934009,GALAXY,-0.039338
0.108769,-0.536229,STAR,-0.367912
1.026756,1.262657,STAR,-0.369102
-0.242736,-0.816241,STAR,-0.367422
0.73862,1.057312,GALAXY,-0.011246
1.087606,0.797091,GALAXY,0.022003
0.72999,0.673586,GALAXY,-0.200892
-0.65438,-1.084784,GALAXY,-0.317539
0.934528,1.184207,STAR,-0.368651
0.273407,1.512154,QSO,4.636657
-2.348426,-2.761867,GALAXY,-0.288129
1.131785,1.337993,STAR,-0.368218
-0.781445,-0.318565,STAR,-0.367149
-0.735723,-1.341902,GALAXY,-0.16964
0.432416,1.450434,QSO,5.000648
-2.274485,-2.154015,STAR,-0.367877
-1.634495,-1.296889,STAR,-0.367547
0.64796,0.229947,GALAXY,-0.231939
-1.180034,0.113436,QSO,2.688131
-0.495576,-0.35703,STAR,-0.368262
0.075221,0.281676,GALAXY,-0.141165
0.575923,-0.397834,GALAXY,-0.146737
-1.753677,-1.345303,STAR,-0.367125
1.076202,0.733309,GALAXY,-0.266635
1.016847,0.290147,GALAXY,-0.170836
0.027619,0.054117,GALAXY,-0.27758
0.521244,1.193943,GALAXY,0.373496
0.961361,0.805796,GALAXY,-0.167795
0.063046,-0.043762,GALAXY,-0.162254
-1.423315,-0.92308,STAR,-0.367522
0.010502,1.081003,QSO,0.371996
1.147323,-0.152599,STAR,-0.367991
0.444579,1.341926,GALAXY,-0.318834
0.387079,1.472871,QSO,4.079375
-1.011997,-1.455957,GALAXY,-0.193335
1.109653,2.4354,STAR,-0.368099
0.971052,1.011524,GALAXY,-0.044303
0.423013,0.239449,GALAXY,0.029134
0.201382,0.258177,GALAXY,-0.061345
0.350109,1.295032,QSO,3.748666
-0.385858,-0.180032,STAR,-0.368231
-0.104509,0.049101,STAR,-0.366106
-1.08736,-0.42177,QSO,-0.143051
-2.820679,-2.325699,STAR,-0.368142
-0.515261,-0.550621,GALAXY,-0.172834
-2.126385,-1.762477,STAR,-0.368416
0.877896,1.852855,QSO,1.572138
-1.287318,0.05856,QSO,4.918787
0.440456,0.011688,GALAXY,-0.160421
1.148179,1.546315,QSO,6.511944
-1.930634,-0.586673,QSO,0.010827
-1.399869,-1.174362,STAR,-0.367552
-0.160031,-0.967455,STAR,-0.367966
1.060532,0.337115,GALAXY,-0.181812
0.581335,0.727739,STAR,-0.366258
0.733811,0.005364,GALAXY,-0.168268
-0.888391,-0.402893,STAR,-0.369598
1.096803,1.473158,GALAXY,0.020365
-1.653806,-1.522461,STAR,-0.367837
0.124994,0.38132,STAR,-0.368046
-0.121252,0.122513,GALAXY,-0.26734
-1.393155,-1.346493,STAR,-0.367286
-0.282781,-0.044155,GALAXY,-0.3035
0.576116,0.35342,STAR,-0.368415
1.033181,0.911487,STAR,-0.36846
0.592136,0.418414,GALAXY,-0.223095
0.9799,0.365643,GALAXY,-0.233254
0.898099,1.074052,STAR,-0.369743
-3.021228,-2.658089,STAR,-0.368356
-0.102122,-0.018604,GALAXY,-0.167393
0.308823,0.61279,GALAXY,-0.205605
1.070911,0.287023,GALAXY,-0.149896
-0.925229,-0.750141,GALAXY,-0.252746
-0.610334,-0.189204,STAR,-0.369225
0.914939,0.662426,GALAXY,-0.14559
0.142027,-0.563651,GALAXY,-0.186447
-0.714073,-0.755371,STAR,-0.368216
-0.096903,0.773304,GALAXY,0.011339
0.33175,0.430499,GALAXY,-0.155739
-0.261939,-0.533732,STAR,-0.367977
0.699275,0.653626,GALAXY,-0.08055
0.094557,0.154037,GALAXY,-0.254827
-0.761001,-1.586063,GALAXY,-0.183949
0.357607,0.325211,GALAXY,-0.066641
0.459779,1.618398,QSO,4.310514
0.913252,0.962196,STAR,-0.3685
0.300409,0.006427,GALAXY,-0.050932
0.204794,0.345799,STAR,-0.367931
0.039456,-0.65527,GALAXY,-0.11482
-0.407857,-1.342125,STAR,-0.367735
0.204962,0.316443,STAR,-0.367463
-0.914718,-1.167943,STAR,-0.368266
0.622091,0.562506,GALAXY,-0.243933
0.162314,0.486862,STAR,-0.368084
-2.461954,-1.841458,GALAXY,-0.348955
-0.292328,-1.023117,STAR,-0.368565
0.831017,1.034184,GALAXY,0.162118
-0.455628,-0.459629,STAR,-0.368056
-1.016384,-0.499093,STAR,-0.366454
1.02819,1.09802,STAR,-0.369615
0.935962,0.994741,GALAXY,-0.212503
0.73187,1.926405,QSO,2.700034
0.724203,0.473725,STAR,-0.368697
-0.223184,-0.78766,GALAXY,-0.223278
0.951247,2.117572,QSO,2.091285
1.092018,0.963047,GALAXY,-0.057711
0.463191,0.818635,STAR,-0.367461
-0.16284,-0.842983,GALAXY,-0.252998
-0.523084,-0.607664,STAR,-0.368425
0.542038,0.596199,GALAXY,0.013081
0.839781,0.934838,GALAXY,-0.111103
0.195741,0.190068,GALAXY,-0.283102
-1.597561,-1.04278,STAR,-0.366897
-0.839053,-0.664538,GALAXY,-0.256377
0.637099,0.656336,GALAXY,0.052339
-0.976521,-0.65679,STAR,-0.368073
-0.168578,0.810589,STAR,-0.368276
0.723227,0.816658,GALAXY,-0.137542
-0.387292,-1.188254,GALAXY,-0.256379
0.75992,0.921914,STAR,-0.367524
-3.001217,-2.406307,STAR,-0.368248
0.897159,0.451607,GALAXY,-0.127357
0.465734,0.606573,STAR,-0.369749
0.478717,-0.410737,GALAXY,-0.19061
-0.456243,-1.169133,GALAXY,-0.230986
0.209037,-0.588225,GALAXY,-0.153994
0.153466,0.352006,GALAXY,-0.069025
-1.333667,-1.126119,GALAXY,-0.185601
-1.204131,-0.803784,STAR,-0.367835
-1.381836,-1.210372,STAR,-0.366341
1.152627,0.78304,GALAXY,-0.177046
-0.351515,-0.445556,GALAXY,-0.194758
-0.162249,-0.673488,GALAXY,-0.201323
-0.552919,-0.856927,GALAXY,-0.178801
1.064196,0.412919,GALAXY,-0.101021
-1.584771,-1.49116,STAR,-0.367979
0.383523,1.299507,QSO,1.141884
0.932515,0.77256,STAR,-0.367953
1.114041,-0.113624,STAR,-0.368213
-2.231668,-1.928294,STAR,-0.368158
-0.972121,-1.322589,GALAXY,-0.193078
0.628058,0.62343,GALAXY,-0.054212
0.886973,1.114569,STAR,-0.366905
0.126452,-0.456961,GALAXY,-0.116159
0.444241,0.433645,STAR,-0.368094
0.463227,0.196392,GALAXY,-0.265641
0.867457,-0.327015,STAR,-0.367886
0.957106,0.570786,GALAXY,-0.056684
-0.16284,-0.61605,STAR,-0.368247
-0.406627,-0.839103,STAR,-0.368138
0.010586,-0.13469,GALAXY,-0.187256
0.595029,0.170894,GALAXY,-0.238131
1.042547,0.710404,STAR,-0.367977
0.290223,0.280635,GALAXY,-0.179461
0.967328,0.360785,GALAXY,-0.120699
-0.690001,-0.59626,STAR,-0.367557
0.650756,-0.232888,GALAXY,-0.189303
1.107568,0.859311,STAR,-0.366966
-0.609743,-0.217381,STAR,-0.367585
0.897955,0.531035,GALAXY,-0.128552
0.717574,0.853125,STAR,-0.368343
-0.017199,-0.70886,GALAXY,-0.181331
-1.28387,-1.229025,STAR,-0.367573
-2.431095,-2.504983,STAR,-0.368103
0.749698,0.369682,STAR,-0.368177
0.059502,-0.706075,GALAXY,-0.21393
1.106628,1.204359,STAR,-0.369204
1.070694,2.004834,QSO,4.140398
-0.450626,-0.444738,GALAXY,-0.247766
1.059266,0.133364,GALAXY,0.003178
0.710269,0.717408,STAR,-0.367412
-2.19172,-2.23645,STAR,-0.368365
-1.337283,-1.159185,STAR,-0.368063
0.563869,0.786346,STAR,-0.366881
0.513385,0.218542,GALAXY,-0.043961
0.883357,0.704909,GALAXY,-0.11253
-0.183381,-0.017977,STAR,-0.367634
1.084363,0.908341,STAR,-0.367117
0.281857,0.2393,GALAXY,-0.179413
0.798109,1.088337,STAR,-0.369301
-3.23553,-2.601491,STAR,-0.367128
0.57215,0.685193,GALAXY,-0.130257
-0.024782,1.062701,QSO,2.48416
-0.401359,-1.041653,GALAXY,-0.244416
-2.736998,-2.496618,GALAXY,-0.312399
0.916085,0.244997,GALAXY,-0.067705
-0.773477,-0.378819,GALAXY,-0.318872
0.743466,0.617913,GALAXY,-0.085187
0.997271,0.090945,GALAXY,-0.072133
-0.889235,0.392129,STAR,-0.369304
-0.514031,-0.436129,STAR,-0.365623
1.107785,0.870163,GALAXY,-0.153888
0.628661,1.658489,QSO,3.156212
1.180991,0.396349,GALAXY,-0.23606
1.072695,0.415597,GALAXY,-0.232363
-2.483266,-2.675126,STAR,-0.368001
0.114,-0.459576,GALAXY,-0.158109
0.03713,0.062567,GALAXY,-0.174413
0.779099,0.554259,STAR,-0.367523
0.981805,0.707555,STAR,-0.367232
0.655735,-0.182381,GALAXY,-0.068708
1.0154,0.805222,STAR,-0.368257
0.257519,0.54904,GALAXY,-0.32376
0.146426,-0.649478,GALAXY,-0.157308
1.159582,0.382181,STAR,-0.367931
0.395349,1.529489,QSO,3.553873
-1.538735,0.315263,STAR,-0.367966
-1.539061,-1.270413,STAR,-0.367945
1.150542,0.407264,GALAXY,-0.227884
0.188665,0.312691,GALAXY,-0.148831
-0.375262,-0.080112,STAR,-0.368016
-1.240812,-1.539073,GALAXY,-0.226157
0.4484,0.780096,GALAXY,-0.014633
-2.448489,-0.479951,STAR,-0.368773
0.339417,0.264331,STAR,-0.368523
0.254228,-0.024822,GALAXY,-0.119982
0.402147,0.615065,GALAXY,-0.223766
-0.224787,-0.011546,GALAXY,-0.255664
-0.007038,0.126573,STAR,-0.36643
0.021001,-0.559272,GALAXY,-0.261822
0.477523,0.349508,GALAXY,-0.264443
-1.687004,-1.711789,STAR,-0.367727
-0.084185,0.009062,GALAXY,-0.145979
0.626165,0.769839,GALAXY,-0.156053
-2.484508,-0.709476,STAR,-0.367869
0.445603,0.126573,GALAXY,-0.265642
0.092748,0.245486,STAR,-0.368369
0.953947,0.200622,GALAXY,-0.170184
0.414503,0.463628,STAR,-0.366297
-1.745528,0.180269,STAR,-0.367827
1.089667,0.841508,GALAXY,-0.143011
0.659447,0.666029,STAR,-0.368208
-0.133946,1.078782,QSO,0.711645
-1.848737,-1.260571,STAR,-0.368178
0.253324,-0.093408,STAR,-0.367651
0.120835,0.028694,STAR,-0.368125
0.702759,0.581043,GALAXY,-0.334013
-2.598988,-2.287202,STAR,-0.367859
-1.344287,-1.102895,STAR,-0.368298
-0.659093,-0.043337,QSO,-0.015896
1.131616,0.691155,GALAXY,-0.15568
0.135963,0.372711,GALAXY,-0.080049
0.770323,1.056164,STAR,-0.369599
-0.283154,-0.528013,GALAXY,-0.180683
-0.725549,-0.515376,GALAXY,-0.246158
1.05166,0.902293,GALAXY,-0.068913
0.303567,0.53568,GALAXY,-0.268301
0.834549,-0.551216,STAR,-0.368286
0.625527,0.338157,GALAXY,-0.151365
0.807559,0.168885,STAR,-0.367963
0.814032,1.632396,STAR,-0.368066
1.056482,1.398449,GALAXY,-0.085845
0.378027,1.436128,QSO,4.140703
-1.775724,-0.576565,STAR,-0.368186
0.188484,0.000496,STAR,-0.368226
0.924245,1.306012,GALAXY,-0.0261
0.775844,0.813576,GALAXY,0.092587
0.014552,0.317697,GALAXY,-0.11767
1.039521,0.256072,GALAXY,0.132281
0.428004,0.709384,STAR,-0.370064
-1.649382,-1.157144,STAR,-0.369419
-1.042566,-1.590495,GALAXY,-0.213155
0.893965,0.550454,STAR,-0.368216
0.854053,0.792542,GALAXY,-0.07307
-0.294293,-0.559485,GALAXY,-0.245124
-1.48877,-2.034124,GALAXY,-0.250405
-1.008489,-1.274845,STAR,-0.369893
-1.094991,-0.867503,STAR,-0.36809
0.640004,0.524403,GALAXY,-0.135245
1.027985,1.559887,GALAXY,-0.19338
-1.452872,-0.286552,STAR,-0.367629
-0.379734,-0.442038,GALAXY,-0.111066
1.058832,0.23947,GALAXY,-0.122155
-0.553172,-0.153248,STAR,-0.366734
-1.056634,-0.666526,STAR,-0.366881
-0.671413,-1.232586,GALAXY,-0.288275
-1.743081,-1.717815,GALAXY,-0.253706
-0.167372,0.038748,GALAXY,-0.182693
-0.066152,0.045763,STAR,-0.367085
-1.237051,-0.751427,GALAXY,-0.249878
0.710715,0.540771,STAR,-0.368043
0.92269,0.914176,GALAXY,-0.154195
-0.472576,-0.319883,GALAXY,-0.301649
-0.048046,0.016003,STAR,-0.365924
-0.265266,-0.862274,GALAXY,-0.254306
0.643174,0.914527,STAR,-0.367973
0.844506,1.001746,STAR,-0.36486
0.602382,0.020956,GALAXY,-0.067933
-1.629565,-1.339414,STAR,-0.368065
1.075202,0.751749,GALAXY,-0.038491
-0.030206,-0.862773,GALAXY,-0.169051
0.361175,-0.070992,GALAXY,-0.295289
0.20407,0.014441,STAR,-0.367807
-1.656711,-1.442555,GALAXY,-0.353308
0.093134,0.215131,GALAXY,-0.114988
1.133726,0.710425,STAR,-0.368241
0.709991,0.402312,STAR,-0.36836
-1.89329,-1.669296,STAR,-0.367645
-0.580957,-1.238772,GALAXY,-0.172366
0.274299,-0.034185,GALAXY,0.07259
0.432922,1.337908,QSO,2.002955
0.445145,-0.134477,GALAXY,-0.156804
-1.649997,-1.862779,STAR,-0.368405
0.042072,0.350359,STAR,-0.367852
-0.905376,-0.77616,GALAXY,-0.269933
-1.841408,-1.671358,GALAXY,-0.261923
0.413647,0.493643,STAR,-0.367453
-1.340357,-1.128999,STAR,-0.36641
-0.911126,-0.534614,STAR,-0.367786
0.846495,0.805775,GALAXY,-0.184889
-0.012197,0.257146,STAR,-0.3667
-1.345504,-0.777765,STAR,-0.366173
0.776929,0.452649,GALAXY,-0.154318
0.652998,1.645799,QSO,3.501162
-0.359362,-0.005765,STAR,-0.367838
0.881163,1.118937,STAR,-0.366556
1.125288,0.934264,GALAXY,-0.186091
1.158208,1.158539,GALAXY,-0.024293
0.618354,0.380257,GALAXY,-0.142538
-1.406957,-0.768295,GALAXY,-0.319894
0.388417,-0.299423,GALAXY,-0.081043
0.851172,0.3328,STAR,-0.368033
-3.527908,-2.999523,GALAXY,-0.345382
0.551802,0.168418,QSO,-0.028644
-0.365522,-0.485584,STAR,-0.368209
0.035406,-0.159688,GALAXY,-0.189644
0.96065,0.766385,GALAXY,-0.131641
-1.347578,-1.384937,STAR,-0.368012
-0.584405,-0.269249,STAR,-0.366476
-1.31315,-1.297389,STAR,-0.368151
0.674166,0.60517,GALAXY,-0.273799
0.618089,-0.151356,GALAXY,-0.189877
-0.044478,0.100692,GALAXY,-0.293901
-0.717979,-0.948514,STAR,-0.367832
-1.252143,-0.739109,STAR,-0.366485
0.639124,0.007426,GALAXY,-0.151729
1.068777,0.766566,GALAXY,-0.117669
0.732786,0.209136,GALAXY,-0.107633
-1.232001,-1.15471,GALAXY,-0.20282
-1.258749,-1.052473,STAR,-0.367197
-3.0284,-2.513422,STAR,-0.368009
0.218813,0.387963,GALAXY,-0.18224
0.773421,0.228788,GALAXY,-0.087515
0.892651,0.739303,GALAXY,-0.189597
-1.429234,-1.293818,STAR,-0.368004
-0.049975,-0.381168,GALAXY,-0.286015
0.522353,0.586081,GALAXY,-0.143014
-1.137181,-1.363913,STAR,-0.367483
0.962795,0.365005,STAR,-0.367808
0.638979,0.519747,STAR,-0.367605
-0.291737,-0.218433,STAR,-0.369182
-0.809713,-0.53033,GALAXY,-0.299839
0.34108,-0.692311,STAR,-0.368217
-2.767905,-2.810982,GALAXY,-0.335594
0.843831,0.424695,GALAXY,-0.119698
0.532371,0.77222,STAR,-0.36741
0.480211,0.545958,GALAXY,-0.227265
0.752459,0.648609,GALAXY,-0.202635
1.044041,0.750686,GALAXY,-0.054588
0.417649,0.231244,STAR,-0.367604
-0.138755,-0.864707,GALAXY,-0.229121
1.137873,0.102382,GALAXY,-0.065438
0.796855,-0.122021,GALAXY,-0.135975
-0.69252,-0.693321,STAR,-0.366884
0.803617,1.1156,STAR,-0.368026
-0.226957,-0.183624,GALAXY,-0.155889
-0.591095,-0.500209,STAR,-0.368221
0.615087,0.099108,GALAXY,-0.245909
-0.306914,-1.36334,STAR,-0.367918
0.683906,0.905897,STAR,-0.368955
-0.193615,0.951228,QSO,4.048777
0.745479,0.624737,GALAXY,-0.218665
1.129254,0.685118,STAR,-0.368463
0.984481,1.085606,GALAXY,0.018685
1.130736,0.893599,GALAXY,-0.181815
0.643042,0.621113,GALAXY,-0.042234
-0.685179,-0.411205,STAR,-0.367976
-1.543943,-1.308092,GALAXY,-0.278617
-0.856218,-0.988531,GALAXY,-0.162749
1.183462,0.704059,GALAXY,-0.083372
0.261256,-0.529438,GALAXY,-0.154404
0.346866,1.422278,QSO,4.845502
0.921642,0.589301,GALAXY,-0.072712
1.121503,0.713348,GALAXY,-0.158525
0.084033,1.328629,QSO,5.044996
0.253963,0.269517,STAR,-0.368317
-0.024745,1.312208,QSO,4.343052
0.618306,0.426173,STAR,-0.367921
0.692404,-0.035323,GALAXY,-0.129294
-0.596375,0.474204,QSO,4.474042
0.002341,0.055446,STAR,-0.366762
0.426919,0.539102,GALAXY,-0.236982
0.054199,0.295387,STAR,-0.369489
-0.89437,-1.118753,STAR,-0.368111
0.194849,0.192587,GALAXY,-0.308835
0.715235,-0.069749,GALAXY,-0.207544
-0.375105,-0.157743,GALAXY,-0.228535
-0.334241,-0.920731,GALAXY,-0.185553
1.084303,0.811047,GALAXY,-0.016493
1.013628,1.769899,QSO,2.186765
0.606203,0.5881,GALAXY,0.039424
0.722528,0.209699,GALAXY,-0.129868
0.332823,-0.412512,GALAXY,-0.180623
0.247153,0.416299,STAR,-0.369368
-0.873251,-0.837955,STAR,-0.368507
0.825629,0.906821,GALAXY,-0.016192
0.65993,0.210996,STAR,-0.367761
-2.511799,-2.144513,STAR,-0.369523
-2.970925,-2.840678,GALAXY,-0.310073
-0.475735,0.595817,QSO,5.266729
-0.855688,-0.656418,GALAXY,-0.276264
-1.971113,-1.651344,STAR,-0.367676
0.328061,0.402141,GALAXY,-0.098086
-2.027973,-2.213843,STAR,-0.365893
-1.375134,-0.860945,GALAXY,-0.339605
-1.476993,-1.888883,GALAXY,-0.283027
-1.093122,-0.5616,STAR,-0.366981
-0.226752,-0.382964,STAR,-0.368975
0.737017,0.966118,GALAXY,-0.166609
0.97632,0.05264,GALAXY,-0.196027
0.738452,0.491252,STAR,-0.367782
0.998958,1.071087,GALAXY,-0.138907
1.12354,1.095979,GALAXY,0.03268
-1.197417,-1.278342,STAR,-0.368373
-1.184326,-0.772642,STAR,-0.369349
0.536059,-0.032655,STAR,-0.368176
0.661919,0.613949,GALAXY,-0.034316
1.034277,1.321168,STAR,-0.368948
0.55126,0.331929,STAR,-0.368796
0.171005,-0.137092,GALAXY,-0.243748
1.063714,1.185026,STAR,-0.368761
-0.484173,0.798239,QSO,3.195659
0.249696,0.532183,STAR,-0.366989
-0.377697,-0.997927,STAR,-0.367875
0.508033,1.614731,QSO,2.368673
0.758233,0.829445,GALAXY,0.038307
-1.616727,-0.437542,QSO,0.020979
0.946642,0.134863,GALAXY,-0.196702
-0.153389,0.755193,GALAXY,-0.111797
0.029632,0.106187,STAR,-0.3682
0.647478,0.88787,STAR,-0.369569
-1.964495,-1.712342,STAR,-0.369022
0.592859,0.389302,STAR,-0.3684
0.630505,0.884671,STAR,-0.366791
0.596946,0.632135,GALAXY,-0.261801
-0.450505,-0.618272,GALAXY,-0.118681
0.486504,1.721379,STAR,-0.36475
0.096883,0.921521,STAR,-0.368114
0.835116,0.384445,STAR,-0.367621
-1.861009,-1.733588,GALAXY,-0.284406
-0.107824,0.242467,GALAXY,-0.314748
0.264704,0.502635,GALAXY,-0.179057
0.841348,1.632927,QSO,0.905739
-0.158235,0.13075,GALAXY,-0.233682
0.460719,-0.127994,GALAXY,-0.1162
