@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-11,14'

@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
GALAXY,0.012366
QSO,0.400349
GALAXY,-0.008449
STAR,-0.369024
STAR,-0.368262
GALAXY,-0.124773
STAR,-0.367228
GALAXY,0.009851
QSO,6.23415
STAR,-0.369142
GALAXY,-0.268531
GALAXY,-0.036006
GALAXY,-0.246142
GALAXY,-0.199749
GALAXY,-0.148023
GALAXY,-0.313012
QSO,4.907812
GALAXY,-0.256721
GALAXY,-0.198835
STAR,-0.369471
GALAXY,-0.237135
GALAXY,-0.257989
QSO,2.554896
STAR,-0.367113
STAR,-0.368428
GALAXY,-0.2362
STAR,-0.367637
STAR,-0.366973
GALAXY,-0.230612
GALAXY,0.036327
STAR,-0.368069
GALAXY,-0.065949
GALAXY,-0.305898
GALAXY,-0.194407
STAR,-0.368061
QSO,4.615867
STAR,-0.368684
GALAXY,-0.053574
GALAXY,-0.068219
STAR,-0.367103
STAR,-0.365396
GALAXY,-0.354974
GALAXY,-0.140829
STAR,-0.369242
GALAXY,-0.264093
STAR,-0.367779
GALAXY,-0.122692
STAR,-0.368426
QSO,2.849346
GALAXY,-0.159594
GALAXY,-0.265152
STAR,-0.367826
GALAXY,-0.226103
GALAXY,-0.118038
GALAXY,-0.143849
STAR,-0.367914
STAR,-0.368274
STAR,-0.366584
STAR,-0.366456
STAR,-0.3686
GALAXY,-0.086553
GALAXY,-0.125828
GALAXY,-0.287857
GALAXY,-0.100939
GALAXY,-0.068074
GALAXY,-0.118365
STAR,-0.367661
STAR,-0.368389
STAR,-0.368091
GALAXY,-0.15653
GALAXY,-0.055028
QSO,4.319615
GALAXY,-0.117617
GALAXY,-0.158919
GALAXY,-0.061722
STAR,-0.365406
GALAXY,-0.089218
GALAXY,-0.140598
GALAXY,-0.240043
GALAXY,-0.226668
STAR,-0.367735
STAR,-0.367885
QSO,0.862875
STAR,-0.36734
GALAXY,-0.158196
STAR,-0.367516
GALAXY,-0.059164
GALAXY,-0.116321
QSO,1.010467
GALAXY,-0.193878
STAR,-0.369045
GALAXY,-0.294529
GALAXY,-0.12452
STAR,-0.367932
GALAXY,-0.163256
STAR,-0.368068
STAR,-0.368862
GALAXY,-0.300283
GALAXY,-0.196983
STAR,-0.367645
STAR,-0.367572
GALAXY,-0.186027
STAR,-0.367984
STAR,-0.36673
GALAXY,-0.270087
GALAXY,-0.024336
GALAXY,0.013697
GALAXY,-0.161177
GALAXY,-0.037468
GALAXY,-0.263103
GALAXY,-0.206396
STAR,-0.36955
STAR,-0.370635
STAR,-0.368016
QSO,0.083253
STAR,-0.368304
QSO,4.011032
STAR,-0.367653
GALAXY,-0.283224
QSO,3.018527
GALAXY,-0.097367
QSO,4.374363
STAR,-0.36767
GALAXY,-0.167016
GALAXY,-0.240651
QSO,4.144018
GALAXY,-0.135515
STAR,-0.364999
STAR,-0.378649
GALAXY,-0.069211
GALAXY,-0.143856
QSO,2.884027
GALAXY,-0.288222
GALAXY,0.029086
STAR,-0.36857
GALAXY,-0.053731
GALAXY,-0.117838
STAR,-0.36905
GALAXY,-0.112467
GALAXY,-0.070637
GALAXY,-0.258305
STAR,-0.370128
GALAXY,-0.076789
STAR,-0.367926
STAR,-0.366503
STAR,-0.367615
QSO,2.885137
GALAXY,-0.228616
STAR,-0.367225
GALAXY,0.006461
STAR,-0.367496
GALAXY,-0.124724
STAR,-0.367784
GALAXY,-0.044522
GALAXY,0.025328
STAR,-0.367617
STAR,-0.367921
STAR,-0.367694
STAR,-0.368525
GALAXY,-0.281506
GALAXY,-0.030557
STAR,-0.365614
STAR,-0.36888
GALAXY,-0.088239
GALAXY,-0.193068
GALAXY,-0.085179
STAR,-0.366619
STAR,-0.366947
STAR,-0.368195
GALAXY,-0.043008
STAR,-0.368316
GALAXY,-0.167222
GALAXY,-0.308337
GALAXY,-0.224361
STAR,-0.368323
STAR,-0.367596
STAR,-0.369191
GALAXY,-0.07409
QSO,3.405099
GALAXY,-0.155887
STAR,-0.368194
GALAXY,-0.249604
STAR,-0.368077
GALAXY,-0.273597
GALAXY,-0.231046
STAR,-0.367803
GALAXY,-0.188526
STAR,-0.367304
QSO,3.294223
GALAXY,-0.250094
GALAXY,-0.317865
STAR,-0.369512
STAR,-0.367429
STAR,-0.368217
GALAXY,-0.207112
GALAXY,-0.257093
GALAXY,-0.109798
GALAXY,-0.150319
GALAXY,-0.327622
GALAXY,-0.218071
GALAXY,-0.04749
STAR,-0.368093
STAR,-0.368153
STAR,-0.362355
GALAXY,-0.274271
GALAXY,-0.145402
GALAXY,-0.181953
GALAXY,-0.185934
GALAXY,-0.240767
STAR,-0.368193
QSO,2.953633
GALAXY,-0.066882
GALAXY,-0.261587
STAR,-0.368052
GALAXY,-0.24319
GALAXY,-0.28455
STAR,-0.367991
GALAXY,-0.113398
GALAXY,-0.220359
GALAXY,-0.23477
STAR,-0.367524
GALAXY,-0.2499
STAR,-0.367737
STAR,-0.366935
STAR,-0.367887
STAR,-0.367821
STAR,-0.367293
GALAXY,-0.263197
STAR,-0.368021
STAR,-0.36792
QSO,4.245923
STAR,-0.367423
STAR,-0.369852
QSO,1.962747
GALAXY,-0.224502
STAR,-0.37099
STAR,-0.368072
STAR,-0.368063
GALAXY,-0.062367
QSO,4.654273
STAR,-0.367875
GALAXY,-0.056202
STAR,-0.366936
STAR,-0.368372
STAR,-0.367453
GALAXY,-0.184589
GALAXY,-0.106448
GALAXY,-0.308376
GALAXY,-0.217409
GALAXY,-0.138668
STAR,-0.367979
STAR,-0.368232
GALAXY,-0.200077
GALAXY,-0.157574
GALAXY,-0.317996
STAR,-0.367118
GALAXY,-0.139968
GALAXY,-0.347564
GALAXY,-0.305039
GALAXY,-0.136374
GALAXY,-0.184929
QSO,4.082248
GALAXY,-0.245876
GALAXY,-0.265371
STAR,-0.367327
GALAXY,-0.138425
STAR,-0.368076
STAR,-0.367166
GALAXY,-0.209157
GALAXY,-0.002845
QSO,1.709917
GALAXY,-0.285744
GALAXY,-0.289379
GALAXY,-0.08161
STAR,-0.367771
STAR,-0.365653
STAR,-0.367809
GALAXY,-0.233534
STAR,-0.367349
GALAXY,-0.177837
STAR,-0.367895
STAR,-0.367241
STAR,-0.368563
STAR,-0.368339
STAR,-0.368365
GALAXY,-0.217805
GALAXY,-0.121323
GALAXY,-0.208897
STAR,-0.36937
QSO,3.753957
GALAXY,-0.082778
QSO,2.154628
STAR,-0.367831
QSO,2.167943
STAR,-0.367557
GALAXY,-0.207327
GALAXY,-0.142212
GALAXY,-0.116042
GALAXY,-0.309214
GALAXY,-0.157591
STAR,-0.369254
STAR,-0.368209
STAR,-0.366851
GALAXY,-0.246969
GALAXY,-0.154591
GALAXY,-0.212802
GALAXY,-0.055279
GALAXY,-0.096939
STAR,-0.367655
GALAXY,-0.280669
GALAXY,-0.176448
GALAXY,-0.278449
STAR,-0.35781
GALAXY,-0.194219
STAR,-0.367799
GALAXY,-0.154069
GALAXY,-0.200887
STAR,-0.368353
GALAXY,-0.084916
GALAXY,-0.024905
GALAXY,-0.088739
GALAXY,-0.195611
STAR,-0.369611
STAR,-0.368881
GALAXY,-0.162111
GALAXY,-0.177346
STAR,-0.367859
GALAXY,-0.111552
STAR,-0.368019
GALAXY,-0.128097
STAR,-0.368413
GALAXY,-0.150553
STAR,-0.368445
STAR,-0.369629
GALAXY,-0.094927
STAR,-0.367255
GALAXY,-0.219057
STAR,-0.368739
STAR,-0.367508
GALAXY,-0.181903
GALAXY,-0.10864
STAR,-0.368183
STAR,-0.368757
GALAXY,-0.15721
STAR,-0.367635
GALAXY,-0.119243
GALAXY,-0.141068
GALAXY,-0.138032
GALAXY,0.937214
STAR,-0.368071
GALAXY,-0.17425
STAR,-0.368057
STAR,-0.368173
GALAXY,-0.296738
QSO,4.891455
GALAXY,0.078042
STAR,-0.367838
STAR,-0.368149
GALAXY,-0.098925
STAR,-0.368307
GALAXY,-0.022519
GALAXY,-0.145047
STAR,-0.367722
STAR,-0.36748
STAR,-0.368005
GALAXY,-0.219254
STAR,-0.368279
STAR,-0.367487
GALAXY,-0.221987
STAR,-0.367663
GALAXY,-0.318752
GALAXY,-0.185924
GALAXY,-0.293996
STAR,-0.36882
STAR,-0.367875
GALAXY,-0.164828
STAR,-0.367862
GALAXY,-0.06872
GALAXY,-0.22096
STAR,-0.367871
GALAXY,-0.18997
GALAXY,-0.196101
GALAXY,-0.202441
GALAXY,-0.293335
GALAXY,-0.274397
STAR,-0.368232
STAR,-0.367051
GALAXY,-0.224389
GALAXY,-0.178401
STAR,-0.368247
GALAXY,-0.079275
STAR,-0.370011
GALAXY,-0.295802
STAR,-0.366173
STAR,-0.367925
GALAXY,-0.183753
STAR,-0.36963
STAR,-0.370223
STAR,-0.367334
GALAXY,-0.048045
GALAXY,-0.018805
STAR,-0.367215
STAR,-0.368098
STAR,-0.36784
GALAXY,-0.088757
GALAXY,-0.085114
STAR,-0.368261
GALAXY,-0.248831
STAR,-0.36793
GALAXY,-0.018683
STAR,-0.368887
QSO,0.038707
GALAXY,-0.280557
GALAXY,-0.196592
GALAXY,-0.199938
STAR,-0.365986
STAR,-0.367823
GALAXY,-0.069654
STAR,-0.368438
STAR,-0.369782
GALAXY,-0.179219
STAR,-0.368116
STAR,-0.368317
GALAXY,-0.27202
STAR,-0.367923
QSO,2.53016
GALAXY,-0.208892
GALAXY,-0.149935
STAR,-0.367405
GALAXY,-0.151686
STAR,-0.368303
GALAXY,-0.280558
STAR,-0.368289
GALAXY,-0.104059
GALAXY,-0.175419
GALAXY,-0.266651
GALAXY,-0.206283
STAR,-0.367957
STAR,-0.369146
GALAXY,-0.155029
QSO,3.927663
STAR,-0.36792
GALAXY,-0.246476
GALAXY,-0.212807
QSO,1.664888
GALAXY,-0.080216
GALAXY,-0.046474
STAR,-0.368247
GALAXY,-0.1991
STAR,-0.367978
STAR,-0.366789
GALAXY,-0.25485
STAR,-0.368592
GALAXY,-0.191896
GALAXY,-0.304731
GALAXY,-0.06953
STAR,-0.368702
STAR,-0.368319
STAR,-0.367535
GALAXY,-0.131291
STAR,-0.367267
GALAXY,-0.082504
STAR,-0.367799
GALAXY,-0.280205
GALAXY,-0.209261
STAR,-0.366207
GALAXY,-0.302656
GALAXY,-0.156722
STAR,-0.369187
STAR,-0.368433
STAR,-0.368706
STAR,-0.367674
GALAXY,-0.141065
GALAXY,-0.157804
STAR,-0.367361
GALAXY,-0.250361
GALAXY,-0.104185
GALAXY,-0.002647
GALAXY,1.143212
GALAXY,-0.163429
STAR,-0.367743
STAR,-0.367334
GALAXY,-0.096838
GALAXY,-0.287933
STAR,-0.367918
GALAXY,-0.136888
GALAXY,-0.295743
STAR,-0.367761
STAR,-0.368328
GALAXY,-0.071861
STAR,-0.368661
QSO,4.106505
GALAXY,-0.180618
STAR,-0.367857
STAR,-0.369372
GALAXY,-0.158465
GALAXY,-0.213068
STAR,-0.368168
GALAXY,-0.067979
GALAXY,-0.026783
GALAXY,-0.102115
GALAXY,-0.124715
GALAXY,-0.227793
GALAXY,-0.145712
GALAXY,-0.361075
STAR,-0.368051
STAR,-0.367465
QSO,3.512952
GALAXY,-0.143642
GALAXY,-0.118074
GALAXY,-0.091541
GALAXY,-0.213434
STAR,-0.368568
STAR,-0.368187
STAR,-0.368149
GALAXY,-0.233541
STAR,-0.375621
GALAXY,-0.071035
GALAXY,-0.168861
STAR,-0.368019
GALAXY,-0.134508
QSO,3.657788
STAR,-0.367526
STAR,-0.367419
GALAXY,-0.086668
GALAXY,-0.265316
STAR,-0.366833
STAR,-0.367832
GALAXY,-0.178281
STAR,-0.366774
GALAXY,-0.157695
STAR,-0.368047
GALAXY,-0.348397
GALAXY,-0.181078
QSO,2.570226
GALAXY,-0.109984
GALAXY,-0.130462
STAR,-0.367965
QSO,4.688512
GALAXY,-0.265811
STAR,-0.3682
QSO,2.961528
STAR,-0.367653
STAR,-0.367422
STAR,-0.367627
STAR,-0.367428
STAR,-0.366552
GALAXY,-0.063949
GALAXY,-0.233112
GALAXY,-0.359618
STAR,-0.368188
GALAXY,-0.145602
STAR,-0.367439
GALAXY,-0.152781
STAR,-0.367499
GALAXY,-0.289366
STAR,-0.367402
GALAXY,-0.119482
GALAXY,-0.04972
STAR,-0.368097
QSO,0.61183
GALAXY,-0.367953
STAR,-0.369889
STAR,-0.369591
STAR,-0.368734
GALAXY,-0.262496
STAR,-0.36766
GALAXY,-0.118305
GALAXY,-0.143937
STAR,-0.367381
STAR,-0.367561
GALAXY,-0.119987
STAR,-0.368263
STAR,-0.368818
GALAXY,-0.112289
GALAXY,-0.189904
GALAXY,-0.156743
STAR,-0.368659
STAR,-0.367949
GALAXY,-0.14913
GALAXY,-0.272
GALAXY,-0.144881
GALAXY,-0.266748
GALAXY,-0.329205
STAR,-0.364368
GALAXY,-0.29816
STAR,-0.365058
STAR,-0.368389
QSO,1.787086
GALAXY,-0.158298
STAR,-0.367058
GALAXY,-0.123123
GALAXY,-0.231677
STAR,-0.368579
QSO,0.287242
GALAXY,-0.263568
GALAXY,-0.150166
GALAXY,-0.180886
STAR,-0.367004
STAR,-0.368106
QSO,3.180614
GALAXY,-0.154972
GALAXY,-0.222324
GALAXY,-0.176659
GALAXY,-0.221683
STAR,-0.368527
STAR,-0.368172
GALAXY,0.00672
STAR,-0.366276
GALAXY,-0.21647
STAR,-0.368236
STAR,-0.368252
GALAXY,-0.092261
GALAXY,-0.28511
STAR,-0.368391
STAR,-0.367988
STAR,-0.367938
GALAXY,-0.19932
GALAXY,-0.290557
GALAXY,-0.347974
STAR,-0.367
STAR,-0.36782
GALAXY,-0.129117
STAR,-0.368913
GALAXY,-0.137676
QSO,0.172334
GALAXY,-0.042504
STAR,-0.367527
STAR,-0.367703
QSO,2.669964
STAR,-0.367439
STAR,-0.370168
QSO,3.891971
GALAXY,-0.051523
GALAXY,-0.034489
STAR,-0.367676
GALAXY,-0.246667
QSO,0.014093
GALAXY,-0.201759
STAR,-0.368399
STAR,-0.368077
GALAXY,-0.148903
STAR,-0.368
GALAXY,-0.19285
GALAXY,-0.284001
STAR,-0.367153
GALAXY,-0.120873
GALAXY,-0.108951
GALAXY,-0.124786
STAR,-0.367754
QSO,2.021102
QSO,4.212478
GALAXY,-0.316802
STAR,-0.367755
GALAXY,-0.259113
QSO,1.25638
GALAXY,-0.118847
STAR,-0.367543
GALAXY,-0.114082
GALAXY,-0.321737
QSO,3.683682
GALAXY,-0.149521
STAR,-0.367709
GALAXY,-0.085961
STAR,-0.367861
STAR,-0.367716
STAR,-0.366364
GALAXY,-0.156575
STAR,-0.36779
QSO,0.34957
GALAXY,-0.249689
GALAXY,-0.203833
STAR,-0.366359
GALAXY,-0.224854
QSO,3.982042
STAR,-0.365528
STAR,-0.368473
GALAXY,-0.165
GALAXY,-0.015923
STAR,-0.368329
STAR,-0.367789
GALAXY,0.020253
GALAXY,-0.187811
QSO,2.010805
GALAXY,-0.125056
STAR,-0.367913
STAR,-0.369438
GALAXY,-0.302021
STAR,-0.367483
STAR,-0.367544
GALAXY,-0.160493
GALAXY,-0.088168
STAR,-0.368592
GALAXY,-0.18129
QSO,5.289797
GALAXY,-0.102412
STAR,-0.366426
STAR,-0.366977
STAR,-0.367863
GALAXY,-0.304955
QSO,0.65549
STAR,-0.368142
STAR,-0.367457
GALAXY,-0.104196
STAR,-0.367951
QSO,0.709394
STAR,-0.367954
GALAXY,-0.043769
STAR,-0.367753
QSO,3.217219
GALAXY,-0.093973
GALAXY,-0.010944
GALAXY,-0.085325
STAR,-0.367246
GALAXY,-0.221692
GALAXY,-0.288995
STAR,-0.36796
GALAXY,-0.183947
STAR,-0.367524
STAR,-0.366684
GALAXY,-0.165928
GALAXY,-0.155716
GALAXY,-0.15263
GALAXY,-0.145698
STAR,-0.368122
QSO,1.412946
GALAXY,-0.142618
GALAXY,-0.218162
STAR,-0.367645
GALAXY,-0.168621
GALAXY,-0.119225
STAR,-0.368343
GALAXY,-0.069267
STAR,-0.37092
STAR,-0.367974
GALAXY,-0.335159
GALAXY,-0.265119
STAR,-0.36777
GALAXY,-0.310486
GALAXY,0.033895
GALAXY,-0.211629
GALAXY,-0.309763
STAR,-0.366359
STAR,-0.367652
GALAXY,-0.120102
STAR,-0.36805
GALAXY,-0.315893
QSO,4.957373
STAR,-0.367866
QSO,2.857298
QSO,3.51063
QSO,3.604929
STAR,-0.366127
GALAXY,-0.247853
STAR,-0.366527
GALAXY,-0.188077
GALAXY,-0.126932
GALAXY,-0.306459
GALAXY,-0.231101
STAR,-0.367846
GALAXY,-0.259452
GALAXY,-0.325533
GALAXY,-0.118881
QSO,5.161838
QSO,2.255623
GALAXY,-0.233171
STAR,-0.366829
GALAXY,-0.142372
QSO,2.033038
GALAXY,-0.027724
STAR,-0.367579
GALAXY,-0.167682
GALAXY,-0.248096
STAR,-0.368525
STAR,-0.36789
GALAXY,-0.148881
STAR,-0.367585
GALAXY,-0.173215
STAR,-0.365003
STAR,-0.366756
QSO,3.227393
STAR,-0.368093
GALAXY,-0.210815
STAR,-0.36872
GALAXY,-0.228824
STAR,-0.367735
GALAXY,-0.028513
QSO,1.745227
GALAXY,-0.312774
GALAXY,0.059118
STAR,-0.367672
STAR,-0.367025
GALAXY,-0.16531
STAR,-0.367647
GALAXY,-0.294231
GALAXY,0.049571
STAR,-0.365986
GALAXY,-0.051895
GALAXY,-0.123744
GALAXY,-0.271019
GALAXY,-0.067445
GALAXY,-0.10316
GALAXY,-0.148102
STAR,-0.367263
GALAXY,-0.1677
STAR,-0.368176
GALAXY,-0.190632
STAR,-0.368156
STAR,-0.368048
GALAXY,0.133171
STAR,-0.370248
GALAXY,-0.14477
STAR,-0.368737
GALAXY,-0.090828
STAR,-0.36764
STAR,-0.366342
GALAXY,-0.089962
STAR,-0.366872
GALAXY,-0.30353
GALAXY,-0.181434
STAR,-0.368164
STAR,-0.368254
STAR,-0.365656
STAR,-0.369332
STAR,-0.369133
GALAXY,-0.146955
GALAXY,-0.222038
GALAXY,-0.101421
GALAXY,-0.155964
GALAXY,-0.051848
STAR,-0.367769
STAR,-0.367898
GALAXY,-0.08222
GALAXY,-0.245088
GALAXY,-0.116118
STAR,-0.368187
GALAXY,-0.154361
STAR,-0.36746
GALAXY,0.015141
GALAXY,-0.185668
STAR,-0.366732
GALAXY,-0.127221
GALAXY,-0.316234
QSO,5.456428
GALAXY,-0.19606
GALAXY,-0.064388
STAR,-0.367867
STAR,-0.368077
STAR,-0.367706
GALAXY,-0.100935
STAR,-0.366617
GALAXY,-0.098205
QSO,1.828362
GALAXY,-0.126495
GALAXY,-0.152718
GALAXY,-0.173945
GALAXY,-0.296788
QSO,2.997158
STAR,-0.367683
GALAXY,-0.110589
QSO,3.330818
GALAXY,-0.12921
QSO,0.447736
STAR,-0.365048
GALAXY,-0.182626
GALAXY,-0.177559
QSO,1.32097
STAR,-0.368915
GALAXY,-0.173224
STAR,-0.367955
GALAXY,-0.25847
STAR,-0.366912
STAR,-0.368395
STAR,-0.367484
GALAXY,-0.014778
STAR,-0.367716
STAR,-0.367561
QSO,2.251927
GALAXY,-0.090998
STAR,-0.367046
GALAXY,-0.203016
STAR,-0.367875
GALAXY,-0.097863
STAR,-0.368464
STAR,-0.368015
STAR,-0.368526
GALAXY,-0.307111
GALAXY,-0.291374
GALAXY,-0.089582
GALAXY,-0.252535
GALAXY,-0.111087
GALAXY,-0.145377
GALAXY,-0.257651
STAR,-0.36795
STAR,-0.36811
GALAXY,-0.255093
GALAXY,-0.210941
STAR,-0.367789
GALAXY,-0.35213
GALAXY,-0.201274
STAR,-0.368212
STAR,-0.368245
STAR,-0.367719
QSO,-0.052503
GALAXY,-0.252556
GALAXY,-0.155114
STAR,-0.367134
STAR,-0.365256
STAR,-0.368102
STAR,-0.367178
STAR,-0.366735
STAR,-0.368111
STAR,-0.368226
GALAXY,-0.085455
STAR,-0.368043
STAR,-0.367376
GALAXY,-0.190042
STAR,-0.367576
STAR,-0.366781
STAR,-0.367648
GALAXY,-0.293619
STAR,-0.368166
GALAXY,-0.359384
GALAXY,-0.041656
STAR,-0.368358
QSO,2.734514
QSO,2.550225
GALAXY,-0.089208
STAR,-0.367156
GALAXY,-0.174096
STAR,-0.368616
GALAXY,-0.313853
STAR,-0.368025
GALAXY,-0.331241
GALAXY,-0.18383
GALAXY,-0.26494
STAR,-0.368062
STAR,-0.368155
STAR,-0.369123
GALAXY,-0.011255
GALAXY,-0.250617
STAR,-0.366769
STAR,-0.370662
GALAXY,-0.176094
STAR,-0.368407
STAR,-0.367954
GALAXY,-0.266606
GALAXY,-0.057244
STAR,-0.368007
GALAXY,-0.038966
GALAXY,-0.178967
QSO,0.249669
STAR,-0.366177
GALAXY,-0.123836
GALAXY,-0.010174
GALAXY,-0.214707
GALAXY,-0.158355
GALAXY,-0.205863
QSO,3.665929
GALAXY,-0.293174
GALAXY,-0.155057
GALAXY,-0.16247
GALAXY,-0.204157
QSO,2.294183
STAR,-0.367988
GALAXY,-0.139022
GALAXY,-0.293765
STAR,-0.368403
STAR,-0.367431
GALAXY,-0.190366
STAR,-0.36643
STAR,-0.368631
STAR,-0.367065
STAR,-0.36816
GALAXY,-0.078559
GALAXY,-0.298911
STAR,-0.366895
QSO,0.291896
GALAXY,-0.159805
STAR,-0.370166
GALAXY,-0.090479
GALAXY,-0.176896
GALAXY,-0.217774
GALAXY,-0.307566
GALAXY,-0.367953
STAR,-0.368491
GALAXY,-0.114834
GALAXY,-0.152054
GALAXY,-0.245823
STAR,-0.368701
STAR,-0.36771
GALAXY,-0.297463
GALAXY,-0.167711
GALAXY,-0.128958
GALAXY,-0.245173
GALAXY,-0.038986
GALAXY,-0.309564
STAR,-0.368106
GALAXY,-0.026018
GALAXY,-0.110438
GALAXY,-0.250936
GALAXY,0.02158
GALAXY,-0.067917
STAR,-0.367605
GALAXY,-0.012516
STAR,-0.367489
QSO,4.254276
STAR,-0.36775
GALAXY,-0.294036
GALAXY,-0.264699
GALAXY,-0.23697
GALAXY,-0.264158
STAR,-0.368862
STAR,-0.366858
STAR,-0.367373
GALAXY,0.02189
STAR,-0.367921
GALAXY,-0.152182
GALAXY,-0.123248
STAR,-0.36784
GALAXY,-0.103959
GALAXY,-0.182241
QSO,-0.366761
GALAXY,-0.250132
QSO,3.143357
GALAXY,0.013883
GALAXY,-0.229478
GALAXY,-0.204543
GALAXY,-0.214029
GALAXY,-0.324489
QSO,0.015686
QSO,0.04138
STAR,-0.367169
GALAXY,-0.185981
STAR,-0.367078
STAR,-0.368962
GALAXY,-0.284448
QSO,0.090882
STAR,-0.368672
STAR,-0.368122
QSO,5.001954
GALAXY,-0.249163
STAR,-0.366363
STAR,-0.367689
GALAXY,-0.309733
STAR,-0.368695
STAR,-0.368205
STAR,-0.367684
STAR,-0.367343
GALAXY,-0.078999
STAR,-0.367529
GALAXY,-0.226667
STAR,-0.368545
STAR,-0.367944
STAR,-0.368386
GALAXY,-0.308521
GALAXY,-0.340857
STAR,-0.368313
GALAXY,-0.297379
GALAXY,-0.242544
GALAXY,0.029008
STAR,-0.368305
GALAXY,-0.145081
STAR,-0.369343
STAR,-0.368586
STAR,-0.368666
GALAXY,-0.122653
GALAXY,-0.348454
GALAXY,-0.169818
STAR,-0.368049
STAR,-0.368072
STAR,-0.368376
STAR,-0.367928
STAR,-0.368052
GALAXY,-0.178623
GALAXY,-0.206573
GALAXY,-0.032182
GALAXY,-0.091299
STAR,-0.367423
STAR,-0.366737
STAR,-0.368033
STAR,-0.367913
QSO,1.213096
STAR,-0.368377
STAR,-0.367196
QSO,2.704335
STAR,-0.368715
QSO,3.736408
GALAXY,-0.158927
QSO,7.427098
GALAXY,-0.00553
STAR,-0.368451
GALAXY,-0.199456
STAR,-0.367275
GALAXY,-0.245609
GALAXY,-0.171612
GALAXY,-0.079834
STAR,-0.367721
STAR,-0.367536
GALAXY,1.362809
GALAXY,-0.084104
STAR,-0.366898
STAR,-0.367741
STAR,-0.367263
GALAXY,-0.334684
STAR,-0.367312
GALAXY,-0.192819
GALAXY,-0.157145
GALAXY,-0.239235
GALAXY,-0.214056
STAR,-0.367782
GALAXY,-0.12978
STAR,-0.367544
GALAXY,-0.241435
GALAXY,-0.207552
STAR,-0.368654
GALAXY,-0.199563
STAR,-0.367585
STAR,-0.367025
STAR,-0.366711
GALAXY,-0.277144
GALAXY,-0.219749
STAR,-0.367973
STAR,-0.366705
GALAXY,-0.334368
STAR,-0.366345
STAR,-0.367883
GALAXY,-0.308599
GALAXY,-0.173054
STAR,-0.367882
GALAXY,-0.145153
STAR,-0.366892
STAR,-0.368061
STAR,-0.369118
GALAXY,-0.113637
QSO,1.065641
QSO,0.04356
STAR,-0.368836
GALAXY,0.062205
STAR,-0.368229
GALAXY,-0.293652
GALAXY,-0.204568
GALAXY,-0.151558
GALAXY,-0.063809
STAR,-0.367794
STAR,-0.367831
STAR,-0.36669
GALAXY,-0.130072
STAR,-0.369898
GALAXY,-0.09739
STAR,-0.367384
STAR,-0.367845
STAR,-0.368809
STAR,-0.368445
GALAXY,0.035722
STAR,-0.367001
STAR,-0.368194
QSO,-0.071685
GALAXY,-0.247963
GALAXY,0.044778
STAR,-0.366677
STAR,-0.367427
QSO,5.897656
GALAXY,-0.068838
GALAXY,-0.367953
STAR,-0.367399
STAR,-0.365442
GALAXY,-0.120185
GALAXY,-0.08832
STAR,-0.368288
STAR,-0.367493
GALAXY,-0.367953
GALAXY,-0.207622
STAR,-0.368892
GALAXY,-0.078722
STAR,-0.367709
STAR,-0.368148
STAR,-0.368107
GALAXY,-0.279324
GALAXY,-0.052289
STAR,-0.367627
GALAXY,-0.043725
STAR,-0.368193
GALAXY,-0.267002
GALAXY,-0.157525
QSO,6.099557
GALAXY,-0.201293
GALAXY,-0.217877
GALAXY,-0.298778
GALAXY,-0.197357
GALAXY,-0.182061
STAR,-0.366189
GALAXY,-0.115833
STAR,-0.366673
STAR,-0.367633
GALAXY,-0.08658
GALAXY,-0.189732
GALAXY,-0.216926
GALAXY,-0.286568
GALAXY,-0.092395
QSO,3.945233
GALAXY,-0.21864
GALAXY,-0.184289
GALAXY,-0.16192
STAR,-0.370245
STAR,-0.368667
GALAXY,-0.103445
GALAXY,-0.234448
STAR,-0.367416
STAR,-0.368025
QSO,-0.164415
GALAXY,-0.172269
STAR,-0.368043
GALAXY,-0.22767
STAR,-0.368033
GALAXY,-0.264827
GALAXY,-0.080929
QSO,4.596276
STAR,-0.367178
GALAXY,-0.315237
GALAXY,-0.190819
STAR,-0.368188
STAR,-0.366213
STAR,-0.367505
GALAXY,-0.319591
STAR,-0.36779
GALAXY,-0.21413
GALAXY,-0.312691
QSO,3.353405
STAR,-0.368046
STAR,-0.367714
GALAXY,-0.248732
GALAXY,-0.164757
STAR,-0.367689
QSO,4.848494
GALAXY,-0.148948
STAR,-0.367699
GALAXY,-0.291988
STAR,-0.367858
GALAXY,-0.007766
STAR,-0.36714
GALAXY,-0.227259
GALAXY,-0.119333
GALAXY,-0.181001
GALAXY,-0.31268
STAR,-0.367872
GALAXY,-0.316036
STAR,-0.368038
QSO,4.211027
GALAXY,-0.145758
STAR,-0.368241
STAR,-0.367125
STAR,-0.368188
STAR,-0.367891
STAR,-0.368106
STAR,-0.36784
GALAXY,-0.288513
GALAXY,-0.263869
STAR,-0.367904
GALAXY,-0.311948
STAR,-0.368717
STAR,-0.36669
GALAXY,-0.186906
STAR,-0.368322
STAR,-0.367308
GALAXY,-0.176022
STAR,-0.367908
GALAXY,-0.236057
GALAXY,-0.063372
GALAXY,-0.143161
STAR,-0.36775
QSO,3.353459
GALAXY,-0.232136
GALAXY,-0.237242
STAR,-0.366662
QSO,0.898795
QSO,3.572824
