@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-4,8-11'

@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
1.246288,1.235297,1.244471,STAR,-0.367154,1.046663
-0.174356,-0.311298,-0.408565,GALAXY,-0.034541,-0.709374
-0.509709,-0.520458,-0.513054,GALAXY,-0.248171,-0.84827
-0.889946,-0.910388,-0.869458,STAR,-0.367543,1.243762
-2.335645,-2.26131,-2.188068,STAR,-0.368599,1.075765
-0.585768,-0.69117,-0.792707,GALAXY,-0.152249,-0.624052
0.124973,0.143763,0.175769,GALAXY,-0.308434,-0.699453
-0.475079,-0.383409,-0.441277,GALAXY,-0.300514,-0.87671
-1.714352,-1.541656,-1.397037,STAR,-0.367402,1.065844
0.93244,0.997581,1.081471,STAR,-0.367138,2.513665
0.845252,0.6022,0.61873,GALAXY,-0.174837,-0.823798
-0.466454,-0.627473,-0.718998,GALAXY,-0.206142,-0.82512
0.902574,0.73392,0.67281,GALAXY,0.156571,-0.668367
0.89651,0.821602,0.769291,GALAXY,0.009743,-0.622068
0.297296,0.31495,0.353833,STAR,-0.367611,1.010286
-0.912901,-1.030336,-1.161048,GALAXY,-0.142641,-0.688209
1.967876,1.835864,1.839698,QSO,4.49742,-0.380655
1.42024,1.555964,1.543142,QSO,1.428198,-0.629344
1.946484,2.088974,2.173664,QSO,3.661067,-0.37404
-0.073224,0.015128,0.09355,STAR,-0.367998,-0.828427
0.595806,0.600969,0.634723,STAR,-0.367284,2.504405
1.037216,1.064267,1.107871,STAR,-0.367794,2.729284
0.568172,0.804941,0.965821,STAR,-0.368135,-0.629344
-0.186031,-0.371954,-0.518204,GALAXY,-0.000146,-0.709374
0.681431,0.546213,0.459359,GALAXY,-0.12057,-0.661091
-1.147339,-1.188784,-1.232374,GALAXY,-0.235423,-0.680934
-0.752131,-0.83738,-0.866348,GALAXY,-0.249935,-0.622068
0.112724,-0.021613,-0.131847,GALAXY,-0.270201,-0.682918
0.912997,1.002759,1.090776,STAR,-0.36651,0.793344
-0.224466,-0.388456,-0.502454,GALAXY,-0.039611,-0.827766
-0.551561,-0.66949,-0.780752,GALAXY,-0.13483,-0.688209
-0.124218,-0.288668,-0.410764,GALAXY,-0.163355,-0.649186
0.246434,0.303688,0.352838,STAR,-0.367361,2.504405
-0.02915,-0.203905,-0.345131,GALAXY,-0.108772,-0.632651
0.417071,0.261302,0.113631,GALAXY,0.011838,-0.706067
0.764495,0.546371,0.544846,GALAXY,-0.093659,-0.630005
-1.006388,-1.019944,-1.092924,GALAXY,-0.253663,-0.661091
0.603339,0.499352,0.437983,GALAXY,-0.178574,-0.585029
-1.122331,-1.036455,-1.04228,GALAXY,-0.300695,-0.87671
-0.409848,-0.501353,-0.575694,GALAXY,-0.190771,-0.622068
-1.201007,-0.953565,-0.739279,STAR,-0.367694,1.079733
0.568435,0.488687,0.481504,GALAXY,-0.153658,-0.818506
0.783703,0.669308,0.639078,GALAXY,0.033646,-0.585029
1.875312,2.031255,1.885359,QSO,1.762603,-0.466637
0.513063,0.307266,0.144771,GALAXY,-0.028679,-0.82512
0.423229,0.357617,0.264927,GALAXY,-0.234591,-0.569817
0.566053,0.511019,0.701944,GALAXY,-0.140256,-0.824459
1.284506,1.264222,1.374717,QSO,3.643172,-0.585029
-0.791573,-0.940316,-1.092999,GALAXY,-0.054057,-0.839671
-0.511734,-0.671573,-0.815989,GALAXY,-0.154009,-0.631989
0.940867,0.969904,0.998818,STAR,-0.367423,0.855516
-0.043508,-0.146766,-0.234606,GALAXY,-0.264423,-0.589659
-1.433383,-1.301417,-1.193526,STAR,-0.368433,0.211305
0.351728,0.216445,0.138576,GALAXY,-0.114225,-0.661091
-0.34071,-0.339845,-0.314024,STAR,-0.368289,1.290061
1.098398,1.186967,1.293459,STAR,-0.368085,2.513665
-0.235934,-0.163594,-0.099971,STAR,-0.36718,1.310565
-1.602533,-1.638666,-1.684398,GALAXY,-0.271792,-0.827766
-0.742885,-0.638454,-0.566682,STAR,-0.367908,0.841627
-2.428708,-2.198202,-2.037357,STAR,-0.367409,1.075765
0.566534,0.517437,0.467761,GALAXY,-0.175788,-0.628682
-0.370642,-0.549937,-0.705138,GALAXY,0.000396,-0.622068
-0.535084,-0.677745,-0.831346,GALAXY,-0.072196,1.778841
0.916245,1.041145,1.146552,STAR,-0.367022,0.793344
-0.410921,-0.532239,-0.64371,GALAXY,-0.131362,-0.377347
0.099645,-0.082928,-0.244997,GALAXY,-0.049718,-0.682918
0.23296,0.167993,0.165988,GALAXY,-0.176275,-0.583045
-0.250019,-0.325356,-0.355196,GALAXY,-0.230448,-0.679611
0.101773,-0.092124,-0.173596,GALAXY,0.165127,-0.626698
-1.134863,-1.032429,-0.948325,STAR,-0.366533,1.290061
2.344601,2.727047,2.890576,QSO,2.748714,-0.699453
-1.851404,-1.624722,-1.443794,STAR,-0.367207,0.793344
0.047512,-0.169731,-0.300255,GALAXY,-0.131412,-0.838349
-0.316013,-0.391524,-0.444153,GALAXY,-0.180776,-0.628682
-0.222724,-0.454281,-0.651409,GALAXY,-0.153545,-0.682256
-1.7532,-1.819921,-1.860848,GALAXY,-0.197728,-0.679611
-1.754208,-1.463338,-1.234957,STAR,-0.368404,-0.74046
-1.015192,-0.857426,-0.745332,STAR,-0.36749,1.075765
0.13291,-0.061634,-0.220745,GALAXY,0.043492,-0.585029
-0.887272,-0.833837,-0.770102,STAR,-0.36839,1.030128
-0.733225,-0.642252,-0.546042,STAR,-0.368342,1.079733
-1.131624,-1.101858,-1.040843,STAR,-0.370483,0.637913
-1.114092,-1.202244,-1.311308,GALAXY,-0.178314,-0.74046
0.51004,0.479315,0.513531,GALAXY,-0.16467,-0.626698
0.72753,0.829954,0.907044,STAR,-0.36687,1.342312
0.395199,0.395809,0.42755,STAR,-0.368562,1.079733
0.489825,0.361776,0.620352,QSO,0.079737,2.710103
0.095992,0.069735,0.071272,GALAXY,-0.253477,-0.688209
-2.454215,-2.170226,-1.938001,STAR,-0.367713,-0.706067
0.717192,0.561739,0.448809,GALAXY,0.0244,-0.659768
0.957495,0.90407,0.811357,GALAXY,-0.243717,-0.661091
0.364071,0.246127,0.147404,GALAXY,-0.093445,-0.661091
-0.763609,-0.893806,-1.022209,GALAXY,-0.101341,-0.630005
-0.465315,-0.434745,-0.438443,GALAXY,-0.300236,-0.681595
-0.280328,-0.169572,-0.034923,STAR,-0.366909,1.132646
0.31109,0.190166,0.107662,GALAXY,-0.195896,-0.589659
0.030074,0.082008,0.143417,STAR,-0.368196,1.01227
-0.35085,-0.500808,-0.622543,GALAXY,-0.077126,-0.37867
-1.005983,-0.868204,-0.777885,STAR,-0.367554,1.01227
1.341724,1.388144,1.436395,STAR,-0.366503,1.751062
-0.248155,0.164142,0.386119,STAR,-0.370346,-0.39256
0.577663,0.562284,0.679097,GALAXY,-0.216889,-0.682256
0.67743,0.44384,0.396769,GALAXY,-0.15157,-0.377347
0.91086,0.771919,0.69447,GALAXY,-0.032311,-0.681595
-2.377864,-2.090026,-1.901468,STAR,-0.367166,1.075765
-2.114851,-1.914082,-1.730577,STAR,-0.367861,0.83832
-0.289791,-0.397775,-0.49743,GALAXY,-0.147557,-0.624052
2.415895,2.262263,2.233386,QSO,4.429045,-0.585691
-0.434705,-0.507947,-0.552839,GALAXY,-0.161841,-0.678288
-0.036936,-0.169775,-0.278043,GALAXY,-0.085281,-0.632651
-0.805122,-0.770799,-0.720913,STAR,-0.368536,1.079733
2.044189,2.039942,2.06002,QSO,3.352771,-0.66043
0.208574,0.075529,-0.025978,GALAXY,-0.192722,-0.827766
0.568059,0.905239,1.169926,STAR,-0.367414,-0.585029
0.812279,0.812493,0.801234,STAR,-0.368876,-0.842978
-0.198808,-0.417065,-0.522869,GALAXY,-0.133002,-0.839671
-1.926342,-1.636644,-1.421599,STAR,-0.367358,0.579048
0.948023,0.920889,0.942966,STAR,-0.367193,-0.82512
0.718896,0.536849,0.405313,GALAXY,-0.177397,-0.866789
-0.308236,-0.189987,-0.095423,STAR,-0.367824,-0.62273
0.514371,0.432129,0.367384,GALAXY,-0.228264,-0.66043
0.698323,0.586814,0.471874,GALAXY,-0.17668,-0.650509
0.542298,0.631565,0.706584,STAR,-0.365191,2.518956
0.636171,0.476932,0.38601,GALAXY,0.111037,-0.606856
-0.329797,-0.450298,-0.560663,GALAXY,-0.168132,-0.632651
0.147599,0.163958,0.219182,STAR,-0.367367,1.068489
-0.247016,-0.365184,-0.483402,GALAXY,-0.118719,-0.682256
-1.635506,-1.346493,-1.133143,STAR,-0.368206,-0.377347
0.586636,0.900764,0.830133,QSO,1.482489,-0.682918
1.865793,1.883991,1.848492,QSO,5.051362,-0.877372
-1.081618,-0.69234,-0.966917,QSO,0.560294,-0.682256
0.622782,0.730781,0.774908,STAR,-0.367977,0.793344
0.066456,-0.079095,-0.194587,GALAXY,-0.172511,-0.681595
-0.045316,-0.042503,-0.005923,STAR,-0.367979,-0.87671
-0.190598,-0.249658,-0.253156,GALAXY,-0.201742,-0.631989
1.104151,1.168038,1.252538,STAR,-0.367775,-0.828427
2.298371,2.078292,2.061542,QSO,4.225543,-0.825782
1.731781,1.585329,1.177642,QSO,0.57839,2.242488
-0.117769,-0.241306,-0.324206,GALAXY,-0.213144,-0.679611
-0.25709,-0.155927,-0.058021,STAR,-0.36776,1.065844
0.305262,0.360246,0.396059,STAR,-0.368712,1.079733
-0.608459,-0.374899,-0.19666,STAR,-0.367179,1.065844
0.154161,0.306791,0.415763,STAR,-0.368565,-0.351553
0.47203,0.472712,0.473529,GALAXY,-0.30213,-0.878694
-0.678502,-0.605168,-0.50212,STAR,-0.368107,0.793344
0.94968,0.956391,1.001944,STAR,-0.367293,1.290061
-0.201492,-0.371382,-0.498909,GALAXY,-0.164253,-0.661091
0.294368,0.401102,0.495198,STAR,-0.367005,1.010286
2.03419,2.144381,2.022125,QSO,1.638187,-0.630005
-0.655386,-0.746603,-0.838493,GALAXY,-0.148518,-0.651832
-1.838769,-1.638666,-1.45049,STAR,-0.368176,1.065844
1.433224,1.436517,1.513866,QSO,3.03229,-0.698792
-1.121954,-1.108716,-1.081831,GALAXY,-0.267615,-0.681595
0.324714,0.351331,0.367827,STAR,-0.367007,0.841627
-0.062886,-0.070672,0.004092,GALAXY,-0.247983,-0.682918
-0.253738,-0.000864,0.184422,STAR,-0.36779,2.504405
0.699104,0.553598,0.463614,GALAXY,-0.098381,-0.878694
1.53349,1.551278,1.630778,QSO,2.726748,-0.762287
0.164537,0.063123,0.044804,GALAXY,-0.135008,-0.622068
1.15283,1.203593,1.31904,QSO,3.415482,-0.427614
-0.267165,-0.428406,-0.546393,GALAXY,-0.195172,-0.629344
0.369457,0.280424,0.204619,GALAXY,-0.055493,-0.628682
0.427202,0.297375,0.223855,GALAXY,-0.081488,-0.661091
2.022288,2.006312,1.872752,QSO,5.19813,-0.827105
0.584574,0.513515,0.469132,STAR,-0.368573,-0.825782
-0.055579,-0.126325,-0.177299,GALAXY,-0.179645,-0.651832
-0.572727,-0.652152,-0.720854,GALAXY,-0.247814,-0.682918
-1.102709,-0.912692,-0.746962,STAR,-0.369339,0.211305
0.383674,0.453256,0.505313,STAR,-0.36744,2.504405
-0.805988,-0.621749,-0.493158,STAR,-0.367542,-0.374702
-0.312039,-0.416318,-0.52699,GALAXY,-0.137744,-0.818506
-0.160675,-0.255786,-0.286294,STAR,-0.367755,1.342312
-0.00595,0.043772,0.105915,STAR,-0.367687,-0.624052
0.890494,1.345327,1.654904,STAR,-0.368944,1.485176
-0.695092,-0.779986,-0.871381,GALAXY,-0.15262,-0.66969
0.600232,0.495976,0.431354,GALAXY,-0.202709,-0.628682
-0.641273,-0.493273,-0.351693,STAR,-0.368038,-0.377347
1.998495,2.031809,2.045483,QSO,3.071972,-0.622068
0.140104,0.112314,0.114032,GALAXY,-0.268795,-0.682918
-1.396549,-1.274285,-1.169542,STAR,-0.365806,1.131985
-1.595047,-1.653217,-1.746728,GALAXY,-0.166954,-0.70739
0.198377,0.119339,0.046794,GALAXY,-0.276247,-0.88134
0.036251,-0.140911,-0.316256,GALAXY,-0.122133,-0.682256
-0.908523,-0.949899,-0.949445,GALAXY,-0.156064,-0.606856
-1.012263,-0.831366,-0.69814,STAR,-0.366243,-0.377347
-0.629927,-0.66556,-0.726405,GALAXY,-0.255136,-0.626037
-0.740814,-0.619402,-0.529749,STAR,-0.367727,0.83832
-2.098374,-1.861832,-1.675494,STAR,-0.367888,0.83832
0.022024,0.088593,0.169374,STAR,-0.368249,1.079733
-1.200245,-1.237957,-1.234715,GALAXY,-0.148066,-0.66043
0.061334,0.077894,0.058782,GALAXY,-0.312879,-0.606856
-0.643532,-0.765049,-0.872509,GALAXY,-0.151628,-0.688209
-0.557719,-0.6133,-0.721205,GALAXY,-0.106823,-0.839671
0.091896,0.142277,0.206617,STAR,-0.367903,2.504405
0.364834,0.263342,0.228285,GALAXY,-0.202716,-0.877372
0.068442,-0.002333,-0.069232,GALAXY,-0.161318,-0.412402
0.225051,0.197552,0.107612,GALAXY,-0.312187,-0.866789
-0.452397,-0.420037,-0.381304,STAR,-0.367497,2.51631
-0.228072,-0.255469,-0.224674,STAR,-0.367431,0.334327
1.66237,1.631715,1.633428,QSO,0.887896,-0.630005
-1.439314,-1.46405,-1.356476,GALAXY,-0.143083,-0.864805
-0.147691,-0.265527,-0.37908,GALAXY,-0.20507,-0.818506
0.214355,0.008068,-0.089973,QSO,-0.11725,-0.412402
-0.104474,-0.276895,-0.39972,GALAXY,0.053898,-0.688209
0.316749,0.245397,0.190666,GALAXY,-0.140672,-0.880679
0.675038,0.541412,0.425025,GALAXY,-0.156866,-0.66043
-0.94273,-1.027628,-1.098483,GALAXY,-0.212469,-0.679611
-0.452896,-0.560109,-0.634121,GALAXY,-0.211774,-0.679611
-1.620724,-1.367453,-1.177316,STAR,-0.367051,0.304564
-0.763712,-0.953539,-1.140993,GALAXY,-0.13981,-0.838349
0.41081,0.249679,0.140324,GALAXY,-0.145204,-0.622068
1.615142,1.795825,1.764677,QSO,2.261436,-0.628682
-0.009113,-0.094155,-0.127734,GALAXY,-0.171596,-0.700114
-1.273978,-1.372658,-1.49091,GALAXY,-0.08053,-0.415048
1.280532,1.254911,1.307571,QSO,3.827015,-0.631328
-0.21586,-0.420151,-0.547288,QSO,-0.210108,-0.699453
-1.684909,-1.552453,-1.419651,STAR,-0.368463,1.131985
-0.309431,-0.256463,-0.196276,STAR,-0.367855,0.83832
1.026661,0.969851,0.902262,QSO,0.767076,-0.628682
1.34307,1.229582,1.278035,GALAXY,-0.180677,-0.706067
-0.421533,-0.497159,-0.527199,GALAXY,-0.221862,-0.698792
1.779763,1.876456,1.722903,QSO,6.126447,1.779502
0.642206,0.751266,0.839287,STAR,-0.368991,2.693568
-0.373118,-0.457279,-0.493317,GALAXY,-0.172432,-0.69813
1.743749,1.784097,1.709477,QSO,4.986797,-0.632651
0.22958,0.325272,0.36812,STAR,-0.367463,1.310565
2.039613,1.814983,1.744187,QSO,4.368555,-0.825782
-0.58429,-0.783802,-0.97327,GALAXY,-0.115755,-0.629344
-0.45509,-0.452769,-0.429322,STAR,-0.36769,1.017561
0.103063,-0.054583,-0.142915,GALAXY,-0.190173,2.227937
0.580855,0.688967,0.792038,STAR,-0.367528,1.065844
-0.133483,-0.284456,-0.400113,GALAXY,-0.083414,-0.628682
2.134493,2.213705,2.400666,QSO,2.820856,-0.395867
0.361595,0.335743,0.273863,GALAXY,-0.274954,-0.631989
0.990769,1.050561,1.113673,STAR,-0.368036,-0.741122
-0.950413,-1.099704,-1.228871,GALAXY,-0.177102,-0.878694
0.554209,0.421631,0.328796,GALAXY,-0.093361,-0.585691
-1.442488,-1.276308,-1.132558,STAR,-0.36765,0.841627
0.405697,0.233247,0.137582,GALAXY,-0.155648,-0.62273
-0.429075,-0.529346,-0.609175,GALAXY,-0.1307,-0.864805
0.975121,0.94686,0.938042,STAR,-0.36611,1.072458
0.058942,0.08149,0.155706,STAR,-0.368063,1.212015
-0.30221,-0.448804,-0.577258,GALAXY,-0.131215,-0.661091
0.114155,-0.072052,-0.192556,GALAXY,-0.197633,-0.824459
-0.585081,-0.740379,-0.914568,GALAXY,-0.314017,-0.699453
0.822636,0.96797,1.052914,STAR,-0.366488,-0.626698
0.667299,0.727968,0.818137,STAR,-0.367982,-0.659768
-0.038754,-0.051682,-0.065462,STAR,-0.369428,1.222597
-0.451691,-0.558193,-0.661182,GALAXY,-0.176915,-0.661091
1.56507,1.615863,1.589279,QSO,2.217698,-0.629344
0.701741,0.581231,0.623671,GALAXY,-0.23802,-0.82512
-0.326954,-0.210094,-0.094687,STAR,-0.368463,0.1994
-0.115697,0.009695,0.114826,STAR,-0.368178,-0.706067
0.246151,0.224982,0.222383,STAR,-0.368886,1.311887
-0.455739,-0.479101,-0.469491,GALAXY,-0.289139,-0.866789
-1.551256,-1.624371,-1.688026,GALAXY,-0.164438,-0.826443
-0.16189,-0.308722,-0.432583,GALAXY,-0.194401,-0.681595
-0.56092,-0.384816,-0.276187,STAR,-0.366747,0.793344
0.726569,0.788474,0.850715,STAR,-0.36741,-0.87671
-0.795593,-0.657673,-0.531128,STAR,-0.36761,2.504405
-0.251225,-0.279849,-0.273487,STAR,-0.365346,1.290061
-0.571456,-0.419535,-0.297179,STAR,-0.36763,-0.682918
-0.688501,-0.787354,-0.937549,GALAXY,-0.043711,-0.699453
-0.147691,-0.411341,-0.646477,GALAXY,-0.198822,-0.62273
-0.628091,-0.776171,-0.914133,GALAXY,-0.093267,-0.827105
-0.333592,-0.446799,-0.592238,GALAXY,-0.254354,-0.823136
-1.088915,-1.169688,-1.264685,GALAXY,-0.134238,-0.688209
0.576571,0.482304,0.360304,GALAXY,-0.116408,-0.706067
-0.471623,-0.618101,-0.768079,GALAXY,-0.065221,-0.574447
-1.416934,-1.808728,-1.982977,STAR,-0.367766,-0.435551
0.733179,0.802304,0.890959,STAR,-0.367574,-0.842978
-0.966608,-1.063447,-1.183152,GALAXY,-0.122049,-0.682256
0.245935,0.088207,-0.018989,GALAXY,-0.092674,-0.659768
-1.641353,-1.696922,-1.755322,GALAXY,-0.228764,-0.706067
1.998166,1.70788,1.806066,QSO,-0.019762,-0.681595
1.975258,1.995551,1.860664,QSO,1.6723,-0.706067
0.351502,0.4907,0.578888,STAR,-0.368446,2.496468
-0.98058,-1.074718,-1.180385,GALAXY,-0.171744,-0.682256
0.693813,0.794039,0.872835,STAR,-0.367271,1.010286
-0.004566,-0.097364,-0.216498,GALAXY,-0.239036,-0.682918
0.819943,1.095294,1.269851,STAR,-0.368937,-0.682918
-0.228043,-0.091623,0.042029,STAR,-0.369357,-0.69813
-0.734157,-0.314991,-0.079055,STAR,-0.367871,-0.659768
-0.081114,-0.286461,-0.494286,GALAXY,-0.11978,-0.682256
0.415989,0.270472,0.131287,GALAXY,-0.052685,-0.682918
0.500446,0.341229,0.21715,GALAXY,0.028332,-0.703421
-0.582209,-0.526252,-0.483343,STAR,-0.36822,-0.827105
-2.070749,-1.905466,-1.756885,STAR,-0.367523,0.841627
-0.341906,-0.491647,-0.635007,GALAXY,-0.167232,-0.388591
0.08652,-0.026598,-0.097739,GALAXY,-0.194785,-0.74046
-0.460005,-0.588112,-0.674215,GALAXY,-0.261492,-0.699453
-0.855118,-0.932456,-1.048291,GALAXY,-0.096188,-0.37404
0.73123,0.626667,0.594554,GALAXY,-0.123408,-0.629344
0.766011,0.640488,0.617017,GALAXY,-0.205016,-0.604872
-0.595635,-0.671477,-0.758607,GALAXY,-0.155936,-0.606856
-0.890012,-0.781499,-0.70018,STAR,-0.368191,1.132646
-1.006539,-1.096038,-1.211625,GALAXY,-0.117125,-0.688209
-0.018378,-0.170627,-0.311608,GALAXY,-0.092847,-0.827105
-0.975722,-0.989577,-0.929657,GALAXY,-0.235881,-0.762287
2.738217,3.069405,3.536932,STAR,-0.368315,-0.622068
-0.303961,-0.153281,-0.05538,STAR,-0.368279,-0.704083
0.613018,0.618403,0.633285,STAR,-0.367601,1.065844
2.574142,2.402292,2.271724,QSO,4.914331,0.328374
-0.534547,-0.661849,-0.770294,GALAXY,0.037959,-0.688209
1.759425,1.787323,1.790642,QSO,6.850139,1.503034
0.844452,0.810418,0.776689,GALAXY,-0.219046,-0.845624
-1.164918,-1.192494,-1.231221,GALAXY,-0.247845,-0.682918
-0.588047,-0.709361,-0.84391,GALAXY,-0.116534,-0.628682
0.380577,0.609418,0.781212,STAR,-0.368334,0.540025
-0.052566,0.0705,0.15298,STAR,-0.367817,1.065844
0.240954,0.259649,0.301208,STAR,-0.367921,-0.87671
-0.491603,-0.619973,-0.753491,GALAXY,-0.144256,-0.629344
-1.395692,-1.226923,-1.078027,STAR,-0.368071,1.065844
-0.009132,-0.048499,-0.06965,GALAXY,-0.251406,-0.680272
-1.229,-1.279033,-1.374591,GALAXY,-0.084877,-0.380655
-0.447171,-0.364085,-0.252337,STAR,-0.368161,1.072458
1.356836,1.46459,1.53622,STAR,-0.367717,1.072458
0.173275,-0.127046,-0.332909,STAR,-0.367686,-0.624052
-0.21875,-0.359592,-0.455413,GALAXY,-0.121787,-0.706067
1.237861,1.274816,1.30849,STAR,-0.367043,-0.687548
0.013474,0.364747,0.555397,STAR,-0.36698,-0.622068
0.318726,0.188777,0.084263,GALAXY,-0.070805,-0.679611
-0.98171,-1.003231,-1.022401,GALAXY,-0.190473,-0.877372
-0.424169,-0.538798,-0.663991,GALAXY,-0.176715,-0.632651
0.138042,-0.027416,-0.183009,GALAXY,-0.107214,-0.629344
-0.948869,-0.871326,-0.812319,STAR,-0.368068,1.075765
0.015998,0.042172,0.100631,STAR,-0.367862,0.841627
0.295714,0.312049,0.342924,STAR,-0.368288,1.114788
-0.007438,-0.144841,-0.240608,GALAXY,-0.072206,-0.818506
0.788486,0.569793,0.492623,GALAXY,-0.038379,-0.412402
0.33993,0.330512,0.347204,STAR,-0.368275,-0.825782
-2.150734,-1.763784,-0.96155,GALAXY,-0.350839,-0.82512
-0.153275,-0.204037,-0.262812,GALAXY,-0.200342,-0.688209
0.304057,0.141503,0.019039,GALAXY,-0.248579,-0.682918
0.049253,0.104542,0.077951,GALAXY,-0.313667,-0.37867
0.259775,0.109799,0.026538,GALAXY,-0.206243,-0.699453
0.708444,0.765193,0.835601,STAR,-0.36822,2.499775
1.245667,1.351042,1.416215,STAR,-0.36793,0.520844
0.716448,0.748479,0.770377,QSO,0.905486,-0.700114
-0.176588,-0.339749,-0.472074,GALAXY,-0.195036,-0.743106
2.32497,2.664915,2.911701,QSO,6.223144,1.54338
0.959839,0.781678,0.762126,GALAXY,0.021765,-0.681595
0.626539,0.459744,0.612452,QSO,-0.035232,-0.659768
-0.936431,-1.004497,-1.101159,GALAXY,-0.137892,-0.66969
-0.177746,-0.30495,-0.378846,GALAXY,-0.137601,-0.626698
0.634617,0.644506,0.683168,STAR,-0.368112,0.793344
-1.119036,-1.122264,-1.091821,STAR,-0.367938,1.310565
-0.778542,-0.642639,-0.514133,STAR,-0.367729,-0.703421
-0.792298,-0.937054,-1.088075,GALAXY,-0.15337,-0.880679
0.053538,0.081199,0.114174,STAR,-0.367715,-0.827105
0.567889,0.545395,0.55844,STAR,-0.368318,1.290061
0.873725,1.027992,1.148266,STAR,-0.368172,1.065844
0.90168,1.099215,1.244889,STAR,-0.367704,-0.703421
1.061037,1.091962,1.139731,STAR,-0.367829,1.290061
0.791038,0.555418,0.470912,GALAXY,-0.060404,-0.827766
-0.029178,-0.159471,-0.284848,GALAXY,-0.125186,-0.84827
0.297814,0.230117,0.226639,GALAXY,-0.0971,-0.650509
0.450609,0.384415,0.310161,GALAXY,-0.182753,-0.650509
-1.79026,-1.711956,-1.604586,STAR,-0.367236,1.065844
0.450694,0.294421,0.289956,GALAXY,0.143359,-0.37404
-0.532485,-0.52255,-0.490541,STAR,-0.367114,1.017561
-1.533941,-1.355215,-1.182692,STAR,-0.368038,1.079733
0.436486,0.299643,0.174958,GALAXY,-0.122715,-0.679611
0.222396,0.050507,0.000706,GALAXY,-0.184791,-0.687548
-0.236103,-0.440654,-0.503407,GALAXY,-0.117476,-0.622068
0.425545,0.890451,1.206091,STAR,-0.368587,-0.839671
-0.978518,-0.792858,-0.645131,STAR,-0.367151,1.73585
-0.179506,-0.296009,-0.427767,GALAXY,-0.154361,-0.626698
1.990586,2.148399,2.132801,QSO,2.11725,-0.37867
-0.277428,-0.35153,-0.374482,STAR,-0.367621,1.342312
0.644052,0.547971,0.504368,GALAXY,-0.190655,-0.629344
0.262826,0.25564,0.251459,STAR,-0.367896,1.310565
-1.69038,-1.732142,-1.784448,GALAXY,-0.24894,-0.413063
1.180088,1.023183,1.034857,QSO,0.18562,-0.681595
1.969552,1.972736,1.79585,QSO,5.278946,2.502421
-1.942801,-1.927173,-1.945525,GALAXY,-0.244052,-0.682918
1.068881,1.171995,1.221055,STAR,-0.367389,2.032822
-0.600616,-0.441902,-0.299001,STAR,-0.368148,1.047986
-0.306353,-0.151452,-0.013305,STAR,-0.3674,1.065844
-0.731652,-0.664135,-0.584815,STAR,-0.367903,-0.629344
0.667073,0.771462,0.869358,STAR,-0.367941,1.742464
-0.574469,-0.676031,-0.789839,GALAXY,-0.204626,-0.878694
0.299349,0.240245,0.237348,GALAXY,-0.057277,-0.435551
-0.090793,-0.305355,-0.396844,GALAXY,-0.184556,-0.82512
7.499833,2.847576,3.051285,STAR,-0.368379,-0.669028
-0.910265,-0.74452,-0.602069,STAR,-0.367753,1.132646
-1.77221,-1.504405,-1.298709,STAR,-0.368242,0.83832
0.514089,0.668104,0.757052,STAR,-0.367785,-0.650509
-2.273305,-2.234732,-2.266909,GALAXY,-0.312344,-0.661091
0.377375,0.200769,0.034689,GALAXY,-0.014082,-0.828427
0.178096,0.24996,0.307603,STAR,-0.367053,-0.632651
-0.085671,-0.205417,-0.344278,GALAXY,-0.16526,-0.622068
0.832739,0.808599,0.807069,STAR,-0.366053,1.065844
0.051297,0.157153,0.245774,STAR,-0.366608,0.793344
0.42289,0.452456,0.494228,STAR,-0.367537,0.841627
-0.837888,-0.639448,-0.531947,STAR,-0.368363,-0.69813
-0.192811,-0.319158,-0.446268,GALAXY,-0.087668,-0.632651
-0.12419,-0.314912,-0.344219,GALAXY,-0.142992,-0.864805
0.531979,0.379553,0.367811,GALAXY,-0.16551,-0.632651
-0.280215,-0.419272,-0.567543,GALAXY,-0.015524,-0.632651
-0.454318,-0.364006,-0.286888,STAR,-0.368209,2.504405
0.648948,0.668702,0.734623,STAR,-0.367619,2.51631
-1.15666,-0.948378,-0.780869,STAR,-0.369275,1.079733
-0.154715,-0.025631,0.065403,STAR,-0.367269,0.841627
0.028803,-0.084177,-0.192865,GALAXY,-0.274838,-0.628682
0.172842,0.269346,0.344754,STAR,-0.368264,1.030128
0.6038,0.403362,0.279088,GALAXY,-0.039338,-0.682256
-0.729458,-0.691812,-0.648542,STAR,-0.367912,0.841627
1.264168,1.288989,1.338376,STAR,-0.369102,2.20148
-0.878488,-0.807619,-0.750097,STAR,-0.367422,0.83832
1.055068,0.940583,0.928018,GALAXY,-0.011246,-0.589659
0.423446,0.241168,0.142798,GALAXY,0.022003,-0.682256
0.511057,0.380318,0.291519,GALAXY,-0.200892,-0.866789
-1.271567,-1.346977,-1.443217,GALAXY,-0.317539,-0.37867
1.251194,1.294783,1.359936,STAR,-0.368651,-0.842978
1.776232,1.776316,1.72506,QSO,4.636657,-0.37867
-2.781782,-2.772489,-2.735803,GALAXY,-0.288129,-0.827105
1.473654,1.535303,1.566265,STAR,-0.368218,1.017561
-0.057086,0.070007,0.156801,STAR,-0.367149,2.504405
