@relation 'output-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V-weka.filters.unsupervised.attribute.Remove-R3,5,9,13,15-19'

@attribute Season {winter,spring,summer,autumn}
@attribute Location {Cobar,CoffsHarbour,Moree,NorfolkIsland,Sydney,SydneyAirport,WaggaWagga,Williamtown,Canberra,Sale,MelbourneAirport,Melbourne,Mildura,Portland,Watsonia,Brisbane,Cairns,Townsville,MountGambier,Nuriootpa,Woomera,PerthAirport,Perth,Hobart,AliceSprings,Darwin}
@attribute Rainfall numeric
@attribute Sunshine numeric
@attribute WindGustSpeed numeric
@attribute WindSpeed9am numeric
@attribute Humidity9am numeric
@attribute Humidity3pm numeric
@attribute Pressure9am numeric
@attribute Cloud3pm numeric
@attribute RainTomorrow {No,Yes}

@data
autumn,SydneyAirport,1.4,8.2,67,43,59,60,1011.4,2,No
summer,AliceSprings,0,9.9,33,19,48,36,1019.4,2,No
autumn,CoffsHarbour,0.2,8.8,52,20,57,58,1020.3,1,No
winter,Nuriootpa,0,4,33,9,53,81,1016.9,8,No
spring,NorfolkIsland,3.6,8.4,28,11,86,78,1014.6,6,No
autumn,Townsville,17,11.7,35,20,59,59,1015.9,1,No
summer,MountGambier,0.2,7.8,48,13,90,66,1027,7,Yes
winter,WaggaWagga,0,11.4,28,11,57,30,1015.2,1,No
spring,SydneyAirport,1.6,3.4,28,9,83,62,1029.9,6,Yes
summer,Darwin,0,7.1,30,9,78,59,1013.2,4,No
spring,Perth,0,10.8,31,9,75,51,1021.3,1,No
spring,Nuriootpa,0,10.6,26,11,44,16,1018.8,2,No
winter,Melbourne,0,6.6,39,15,67,53,1015.5,7,No
autumn,Brisbane,0,4.3,35,15,65,69,1010,7,Yes
autumn,Perth,0,11.7,30,9,62,58,1018.4,5,No
autumn,AliceSprings,0,9,63,24,32,18,1015.4,7,No
winter,MelbourneAirport,0.2,0,54,9,88,51,1008.3,8,No
autumn,MountGambier,0,12.6,37,11,78,56,1021.7,4,No
autumn,Nuriootpa,0,10.7,30,9,74,29,1018,6,No
summer,PerthAirport,0,9.5,50,33,65,40,1019.6,7,No
summer,PerthAirport,0,9.1,56,28,67,43,1029.4,1,No
autumn,Cairns,0,8.5,41,19,62,55,1012.9,6,No
autumn,SydneyAirport,0,6,54,2,78,55,1018.4,5,No
spring,Melbourne,0.8,2.5,61,11,80,68,996.1,7,Yes
spring,Woomera,0,2.6,33,9,79,39,1021.6,1,No
winter,MelbourneAirport,1.8,8.1,31,13,68,43,1004,7,No
summer,Brisbane,0,5.3,17,4,92,67,1023.5,4,No
summer,PerthAirport,0,11,44,17,46,21,1033.1,0,No
summer,Melbourne,1.4,6.3,39,24,64,61,1025.2,7,No
summer,MountGambier,0.4,1.3,19,9,88,70,1026.2,7,No
summer,Sydney,0,9.3,33,20,64,36,1025,1,No
spring,Williamtown,0,4.5,78,26,51,37,1011.2,7,No
spring,Nuriootpa,0,7.6,50,4,87,54,1019.8,4,Yes
autumn,MelbourneAirport,18.6,8.3,83,50,56,34,1003.8,6,No
winter,Watsonia,0,11.9,28,11,61,47,1006.2,1,No
spring,Mildura,0,10.6,50,15,65,30,1023.9,5,No
autumn,Perth,0,13.3,37,11,52,42,1019.7,0,No
spring,SydneyAirport,0,6.6,48,24,52,54,1018.5,5,No
winter,Sydney,0.2,6.2,61,4,89,66,1014.8,6,No
summer,AliceSprings,0,8.4,28,7,14,11,1021.7,3,No
winter,MountGambier,0,9,39,26,64,22,1014.8,7,No
spring,Portland,3.2,4.9,30,13,79,73,1029.8,5,No
winter,Cobar,0,6.9,43,26,34,29,1013.1,6,Yes
winter,NorfolkIsland,0,8.1,44,31,72,68,1018,3,No
autumn,Townsville,0,9.4,46,28,61,60,1017.9,6,No
spring,WaggaWagga,0,9.8,20,13,72,27,1031.4,1,No
winter,Portland,0,12.7,28,13,83,53,1020.2,2,No
autumn,WaggaWagga,0,10.4,43,11,37,22,1006.6,5,No
spring,MountGambier,0,8.9,31,11,56,52,1021.3,7,No
winter,Nuriootpa,0,8.3,39,13,73,48,1015.7,7,No
spring,Cairns,0,8.2,46,20,77,62,1014.6,7,Yes
autumn,Mildura,11.6,10.7,39,13,69,26,1027.1,1,No
spring,Perth,10.6,3.2,28,11,89,72,1014.8,7,Yes
spring,Darwin,0,10.9,41,28,66,42,1011.2,3,No
winter,Mildura,0,11.3,30,11,47,17,1014.9,3,No
winter,MountGambier,0,12.5,35,13,60,52,1013.5,6,No
autumn,Nuriootpa,0.2,11.6,31,15,76,46,1028.7,3,No
spring,CoffsHarbour,0,9.9,30,6,71,61,1014.3,1,No
winter,Williamtown,0.8,2.1,52,20,79,75,1013.5,7,Yes
summer,NorfolkIsland,16.8,7.5,37,17,81,74,1021.6,2,Yes
autumn,Melbourne,0,8.4,70,48,24,22,1006.9,3,No
autumn,MelbourneAirport,0,10.7,33,13,57,39,1020.7,7,No
winter,Brisbane,22.4,0.3,13,2,95,74,1014.8,7,Yes
winter,MountGambier,0,11.4,48,31,56,36,1019.1,0,No
summer,Mildura,0,6.6,28,9,81,47,1022.2,7,No
summer,Darwin,0,10.6,31,11,71,50,1012.9,1,No
spring,WaggaWagga,0.4,1.6,48,13,85,89,1017.8,7,Yes
summer,PerthAirport,3.8,0.3,28,11,94,76,1016.7,7,Yes
summer,MelbourneAirport,0,7.8,61,31,63,42,1012,6,No
autumn,SydneyAirport,0,12.2,56,19,50,29,1023,0,No
autumn,PerthAirport,0,9.2,43,6,68,52,1012.8,7,No
spring,Portland,0.2,8.2,50,17,94,49,1016.9,3,No
summer,PerthAirport,3.4,5.7,30,9,92,55,1024.7,6,No
autumn,Williamtown,1.2,10.9,59,7,74,43,1015.3,6,No
spring,Townsville,0,10.7,30,9,42,33,1018.2,0,No
spring,Perth,0.2,5.5,24,6,77,48,1006.8,3,No
spring,Sale,4.4,4.2,72,17,91,71,1015.2,5,Yes
winter,AliceSprings,0,12.2,33,11,35,18,1015.1,5,No
autumn,Hobart,0,6.6,50,24,53,31,1019.3,7,No
spring,Williamtown,11.4,8.2,19,15,90,61,1028.1,3,No
autumn,Sale,0.4,7.3,48,6,74,45,1025.1,3,No
spring,WaggaWagga,6.2,10.7,39,11,84,38,1017.2,2,No
autumn,Moree,0,9.6,43,30,60,36,1017.9,6,No
spring,Brisbane,3.8,0.2,20,6,84,84,1016.3,8,No
autumn,Brisbane,0,9.3,26,4,54,64,1012.6,3,No
spring,Moree,0,9.5,37,20,58,34,1022,1,No
winter,CoffsHarbour,5.6,4.8,33,20,77,87,1011.1,8,Yes
summer,WaggaWagga,0.2,6.7,70,35,69,41,1008.6,6,No
autumn,MelbourneAirport,0,3,76,48,34,26,1010.7,8,Yes
winter,Woomera,2.8,6.1,65,17,93,59,1007.2,8,Yes
spring,Darwin,0,9.4,28,15,74,57,1012.8,7,No
spring,Darwin,2.2,10.9,33,9,81,62,1012.1,2,No
winter,MelbourneAirport,0,9.2,54,31,29,28,1009.6,3,No
spring,Sydney,0,1.4,30,20,53,60,1017.7,7,Yes
summer,Melbourne,0,0,59,2,97,80,1020.1,8,Yes
spring,Darwin,0,10.5,30,9,68,57,1012.8,2,No
autumn,Cairns,0.4,12.3,44,24,55,48,1016.8,1,No
winter,AliceSprings,0,8.2,67,22,15,15,1005.6,7,No
summer,AliceSprings,0,10.4,31,7,50,19,1023.5,0,No
spring,Mildura,0,12.7,37,13,80,44,1024.5,1,No
summer,PerthAirport,12.4,5.3,39,17,81,51,1010,5,Yes
winter,AliceSprings,0,3.9,37,11,34,25,1010.8,7,No
winter,Mildura,7,6.1,41,17,86,45,1017,7,Yes
spring,Mildura,0,0,39,11,61,94,1012.6,8,Yes
summer,PerthAirport,0,1.7,33,11,60,56,1022.3,7,No
autumn,Hobart,0,11.1,39,9,46,35,1023.7,4,No
summer,Canberra,0,1.6,37,15,55,92,1021.7,8,Yes
summer,Watsonia,0.2,3.8,37,15,70,64,1024.1,7,No
summer,Darwin,0,11.2,50,22,19,8,1018.5,0,No
winter,Hobart,0,12.7,46,11,64,60,1016.5,1,No
autumn,Moree,0,12.3,31,13,30,9,1023.2,0,No
winter,Perth,0,13.2,39,15,50,35,1016.5,0,No
autumn,NorfolkIsland,0,0,50,22,77,76,1016,8,Yes
spring,Brisbane,0,7.6,20,2,85,63,1013,2,No
autumn,Perth,0,12.5,33,7,45,30,1014.5,1,No
summer,Sale,4,8.4,85,33,50,35,1006.7,5,No
summer,NorfolkIsland,0.8,2.6,33,13,59,56,1025.2,6,No
autumn,MelbourneAirport,1.6,8.2,52,30,67,54,1018.6,6,No
winter,PerthAirport,0,13.2,46,24,41,30,1018.9,0,No
spring,Cobar,14.4,0,30,7,97,76,1021.3,7,Yes
autumn,PerthAirport,0,0.4,37,13,62,76,1016.4,7,Yes
spring,Sydney,0,9.1,46,15,52,35,1014.7,6,No
summer,CoffsHarbour,16.2,1.8,59,28,92,82,1019.8,8,Yes
autumn,Portland,0,7.5,39,20,77,67,1020,8,No
spring,Brisbane,2.8,8.8,24,6,62,49,1021.4,4,No
autumn,MelbourneAirport,0,11.3,69,37,36,12,1014.1,1,No
autumn,Darwin,2.8,8.1,41,13,79,56,1011.3,5,No
autumn,Darwin,0,11.5,39,11,61,47,1013.1,1,No
summer,AliceSprings,0,10.4,33,7,56,35,1020.3,3,No
autumn,Melbourne,0,11.1,65,37,41,22,1028.1,0,No
autumn,Watsonia,18.2,0.8,37,19,100,70,1017,7,No
autumn,Woomera,0,9.2,39,15,43,22,1023.2,0,No
spring,Moree,0,9.9,28,15,72,37,1030.2,2,No
summer,Nuriootpa,0,8.5,22,7,72,35,1025,4,No
summer,Canberra,4,8.3,48,30,67,48,1018.2,1,No
spring,Watsonia,1.2,3.9,61,15,75,62,1000.9,7,Yes
summer,MelbourneAirport,1.2,2.7,59,28,90,59,1016.9,7,No
autumn,Hobart,0.2,9.1,61,20,47,55,1003.7,7,Yes
autumn,AliceSprings,0,12,37,20,1,1,1012.7,0,No
spring,SydneyAirport,0,10.1,28,15,54,62,1025.5,1,No
winter,Brisbane,0,10.8,30,9,66,57,1014.6,1,No
winter,MelbourneAirport,0,9.9,35,6,87,50,1020.4,4,No
autumn,AliceSprings,0.6,8.8,48,19,34,23,1012.5,7,No
autumn,PerthAirport,0,11.1,33,17,63,45,1024.4,0,No
autumn,Perth,5.4,10.2,28,7,59,50,1023.7,3,No
autumn,Watsonia,10.4,4.9,61,20,64,77,1001.5,7,Yes
autumn,Sale,11.2,0,22,6,93,91,1012.2,8,Yes
summer,Perth,5.6,4.3,22,7,96,86,1022.8,6,Yes
summer,WaggaWagga,0.2,0.7,17,11,99,91,1026.8,7,No
winter,NorfolkIsland,0,12.9,31,19,77,67,1010.4,1,No
autumn,Mildura,0,13.4,35,15,49,23,1022.1,5,No
summer,CoffsHarbour,0,10.1,43,17,53,52,1021.9,3,No
summer,Townsville,0,8.8,39,20,56,61,1018.5,2,No
autumn,PerthAirport,0,13,52,22,39,33,1019.6,2,No
autumn,SydneyAirport,0,7.4,65,35,74,62,1016.3,5,No
autumn,Brisbane,1.4,11.1,33,4,53,29,1010.9,7,No
summer,Darwin,0,10.1,37,13,75,45,1013.1,1,No
spring,Canberra,2.8,9.2,61,26,69,54,1008.7,4,No
summer,AliceSprings,0,10.7,46,17,49,28,1029.1,0,No
spring,Moree,0,11.1,48,17,39,23,1016.9,4,No
winter,Nuriootpa,0,11.7,54,19,60,32,1019.4,1,No
summer,WaggaWagga,8.2,5.7,30,9,94,76,1030.4,3,No
spring,Brisbane,0.2,10.7,28,7,67,56,1012.9,1,Yes
spring,Woomera,0,10.9,37,19,59,37,1027,0,No
autumn,Darwin,0,9.7,35,15,64,49,1011.7,1,No
spring,Darwin,0,11,39,22,48,39,1015.3,4,No
spring,Portland,0,0.4,44,13,65,37,1014,8,Yes
autumn,PerthAirport,0,12.2,52,13,47,40,1021.8,1,No
summer,Darwin,0,10.9,41,9,48,33,1015.7,7,No
spring,Hobart,0,1.9,28,9,84,72,1017.1,6,No
summer,Nuriootpa,1.2,2.2,74,22,91,65,998.1,7,Yes
spring,PerthAirport,0,8.1,30,7,71,56,1018.2,6,No
winter,Darwin,12.4,4,37,24,68,62,1006.7,7,No
summer,Watsonia,0.2,9.7,33,6,91,45,1025,7,No
spring,SydneyAirport,1.8,10.8,28,7,83,65,1028.3,3,No
autumn,Mildura,1.6,0.2,46,15,90,73,1012.2,8,Yes
winter,WaggaWagga,0,13.3,52,20,56,28,1014.3,3,No
spring,MountGambier,5.8,7.3,81,46,69,48,1011.2,6,No
autumn,WaggaWagga,0,12.9,43,20,61,37,1011.1,6,No
winter,SydneyAirport,0,10.6,37,11,56,51,1013.3,1,No
autumn,MelbourneAirport,0,0.7,35,6,78,67,1016.8,7,No
spring,Darwin,0.2,10.5,31,17,74,51,1009.9,7,No
summer,Darwin,0,10.2,39,9,68,37,1016,6,No
spring,MelbourneAirport,0,10.1,54,39,55,36,1022.5,1,No
autumn,Sydney,0.8,10.9,33,11,49,50,1016.2,1,No
autumn,Williamtown,0,10.5,35,9,67,45,1017.1,3,No
spring,CoffsHarbour,0,9.5,33,20,46,47,1019.7,1,No
autumn,NorfolkIsland,0,8.9,56,28,56,59,1025.3,7,No
spring,NorfolkIsland,0,7.2,54,15,69,78,1015.6,5,Yes
spring,NorfolkIsland,0,1.7,54,31,65,78,1014.6,8,Yes
summer,Sale,0,4.9,65,19,62,45,1007.5,4,No
autumn,Canberra,8.4,3.7,54,28,70,42,1003.1,7,No
winter,PerthAirport,0,10.9,70,31,50,28,1012.7,3,No
autumn,Portland,9.8,8.8,74,30,71,72,1008.8,8,Yes
autumn,Canberra,0.4,8.1,39,2,82,35,1012.2,5,No
spring,Watsonia,0.2,4.5,15,2,100,64,1017.3,7,No
autumn,Perth,0,7.8,31,15,47,27,1011.2,3,No
autumn,NorfolkIsland,0,1.7,48,24,79,91,1020.3,8,Yes
autumn,WaggaWagga,0,12.1,63,26,34,17,1009,6,No
winter,Woomera,0,4.7,44,11,12,6,1014.8,5,No
winter,Canberra,0,11.5,48,2,70,40,1006.9,2,No
autumn,WaggaWagga,0.8,8.1,30,7,99,45,1017.3,4,No
winter,Mildura,0,10.4,43,17,16,6,1012.4,3,No
winter,Brisbane,7.4,10.3,30,7,66,53,1012,5,No
summer,Melbourne,0.4,7.6,37,17,81,61,1014.6,7,No
autumn,Cairns,0,11.5,26,6,56,51,1012.8,1,No
winter,Nuriootpa,0,11.2,43,20,62,43,1011.9,6,No
spring,WaggaWagga,8,7.9,26,7,88,59,1016.6,6,No
spring,Woomera,0,7.3,33,15,60,24,1018.7,6,No
winter,Melbourne,0,10.3,41,11,57,48,1022.6,3,No
winter,MountGambier,3.2,0.4,28,15,97,86,1019.9,7,No
autumn,PerthAirport,0,12.6,37,9,45,47,1014.6,1,No
winter,Melbourne,7.6,6.7,41,19,68,64,1019.7,5,No
winter,Watsonia,0,0.4,39,11,62,35,1019.2,7,Yes
spring,Cairns,0,11,26,4,56,63,1012.2,1,No
autumn,WaggaWagga,0,10.8,46,15,29,10,1012.9,5,No
summer,Portland,5.8,7.9,54,33,72,82,1025.7,8,Yes
spring,Brisbane,0,9.8,19,6,67,53,1023,2,No
spring,SydneyAirport,0,5.7,37,20,86,58,1018.3,6,Yes
autumn,MelbourneAirport,2.6,0.1,48,9,86,92,1012.7,7,Yes
autumn,Cairns,0,11.4,28,13,53,53,1013.6,0,No
winter,Townsville,21.4,1,41,11,90,84,1011.6,7,Yes
spring,Darwin,0,10.1,31,11,80,67,1013.5,4,Yes
autumn,Sydney,0,5.2,52,9,55,57,1008.3,7,No
spring,MelbourneAirport,0,6.5,61,30,65,57,1020.9,2,No
autumn,Perth,0,12.2,41,15,25,29,1006.9,1,No
summer,NorfolkIsland,0,4.4,63,17,63,62,1011.1,6,Yes
summer,MelbourneAirport,0,0.1,61,31,68,56,1017.2,7,Yes
winter,PerthAirport,0,13.4,43,13,48,40,1011.5,1,No
autumn,Perth,1.8,0.9,39,19,72,50,1013.4,7,Yes
winter,Cairns,60.4,0,30,13,93,78,1009.4,8,Yes
spring,Watsonia,0.2,8.6,20,4,99,59,1032.5,4,No
autumn,NorfolkIsland,0,11.5,33,19,63,62,1022.8,6,No
winter,Darwin,9,0,24,13,90,76,1008.8,7,No
summer,Brisbane,0,10,20,4,56,24,1018.6,0,No
winter,Perth,0,11.9,33,13,59,49,1021.9,1,No
winter,MountGambier,0,12,41,15,58,38,1024.9,5,No
summer,MountGambier,0,0.9,17,11,86,80,1033,7,No
autumn,Brisbane,0,11.8,41,6,47,33,1023.3,1,No
spring,MountGambier,0.2,0,41,20,82,79,1020.8,8,No
autumn,SydneyAirport,0,12.4,57,28,57,48,1022.5,1,No
autumn,NorfolkIsland,0.6,5.2,31,19,66,67,1019.9,7,Yes
autumn,Portland,0.2,5.5,69,28,83,73,1007.4,7,No
summer,SydneyAirport,0.2,6.7,22,13,71,56,1025.4,5,No
autumn,WaggaWagga,0,10.6,37,13,47,12,1012.5,7,No
winter,Perth,0,9.5,31,9,68,62,1008.8,1,No
spring,SydneyAirport,0,9.9,33,13,59,67,1030.6,3,No
winter,CoffsHarbour,14.4,9.3,35,22,75,65,1011.6,6,No
spring,Moree,6.2,5.8,35,20,94,45,1015.2,6,No
winter,Sale,0,5.5,70,24,53,59,998.3,8,Yes
winter,Darwin,0,11.7,31,13,73,63,1010.2,1,No
winter,Sale,0,1.5,33,24,63,41,1012.1,8,No
spring,Canberra,0,10,28,7,78,40,1023,2,No
winter,Townsville,0,10.8,52,20,60,44,1013,5,No
winter,MelbourneAirport,0,11.7,59,41,44,25,1022.5,1,No
autumn,Brisbane,0.2,10.8,28,4,59,55,1014.9,1,No
winter,CoffsHarbour,2.6,1.2,26,9,87,81,1009.9,8,Yes
summer,Hobart,0.4,8.4,22,15,80,52,1026.1,1,Yes
winter,NorfolkIsland,0,12.1,43,20,66,69,1016.2,6,Yes
summer,PerthAirport,0,0.2,69,35,49,42,1028.1,7,No
autumn,Perth,0,4.7,37,15,60,91,1009.1,8,Yes
winter,PerthAirport,10,4.6,74,35,74,66,1009.4,7,No
autumn,Sale,0,5.9,57,19,83,61,1021.4,4,No
autumn,PerthAirport,0,10.2,59,11,24,12,1010,7,No
summer,Perth,1.4,2.1,43,11,91,67,1020.4,7,Yes
autumn,AliceSprings,0,0.1,37,17,16,23,1011.9,8,No
spring,MelbourneAirport,0,1.9,35,11,71,65,1024,7,No
summer,MountGambier,0.4,6,33,2,93,50,1024.1,4,Yes
winter,Cairns,1,6.6,37,17,70,56,1011.6,4,Yes
spring,Williamtown,0,8.4,33,24,61,54,1024.4,2,Yes
autumn,AliceSprings,0,10.5,41,13,58,31,1024.1,1,No
winter,Moree,11.6,8.6,52,30,75,35,1011.2,1,No
autumn,Nuriootpa,0,7.4,48,20,51,20,1011,7,Yes
summer,Cobar,6.6,5.5,26,9,98,62,1031.6,6,No
summer,Mildura,0,0.6,31,6,96,69,1014.2,7,No
winter,Hobart,0,8.7,50,13,62,38,1009.4,4,No
summer,Darwin,0,11,48,30,44,31,1014.7,1,No
winter,NorfolkIsland,0,9.9,35,17,80,70,1014.4,5,No
spring,MelbourneAirport,1.6,3.3,46,17,95,70,1021.4,5,No
spring,PerthAirport,0,9.2,30,19,76,45,1027.6,2,No
spring,Watsonia,0.8,4,31,11,84,62,1023.6,7,Yes
summer,SydneyAirport,0,5.1,37,13,50,73,1031.8,6,Yes
autumn,WaggaWagga,0,10.3,37,11,42,20,1021.1,3,No
spring,MelbourneAirport,0,2.5,22,9,79,64,1031.9,4,No
autumn,Brisbane,0,11.8,33,6,48,39,1021.6,3,No
winter,MountGambier,2,8.9,70,35,65,46,1002.1,5,Yes
autumn,MelbourneAirport,0,12.1,30,11,71,41,1020.7,1,No
autumn,Cairns,0,11.2,44,19,55,45,1018,3,No
spring,WaggaWagga,0,10.5,17,9,75,47,1019.2,2,No
spring,SydneyAirport,0,9.5,50,19,58,59,1029.7,1,No
autumn,Melbourne,0,3.8,52,30,63,47,1019.1,7,No
spring,Sydney,0.4,5.2,35,13,80,51,1023.9,7,No
summer,Cairns,0.2,10.6,37,26,63,49,1016.3,1,No
winter,Watsonia,0,9.2,44,7,84,21,1017,7,Yes
winter,SydneyAirport,12,5.8,59,30,82,71,1018.6,7,No
summer,PerthAirport,0,7.2,41,11,67,50,1017.7,7,Yes
summer,Nuriootpa,0.6,9.1,26,4,81,43,1016.9,6,No
spring,MountGambier,0.2,5.3,20,9,99,80,1022,4,No
winter,Darwin,5.4,0,52,24,79,90,1003.9,8,Yes
spring,NorfolkIsland,0.4,6.8,20,2,79,78,1019.9,6,No
summer,MountGambier,0,1.3,54,28,74,96,1013.8,8,Yes
autumn,Brisbane,10.8,12.6,22,6,38,34,1018.4,1,No
winter,MelbourneAirport,0,12.8,39,7,56,25,1021.2,1,No
winter,CoffsHarbour,0.4,9.8,31,15,53,56,1017.2,7,No
autumn,MelbourneAirport,0.8,5.9,61,9,66,44,1010,7,No
summer,Williamtown,0,7.9,37,30,54,43,1024.1,6,Yes
winter,NorfolkIsland,2,0.2,63,20,96,96,1001.7,8,Yes
autumn,Hobart,0,4.8,57,31,47,34,1011.9,7,Yes
summer,SydneyAirport,0,10.3,50,17,55,65,1023.7,3,No
winter,Townsville,2.4,8.7,48,24,79,74,1014.4,4,No
autumn,Sale,0.2,3.3,57,26,93,72,1011.3,7,No
summer,Melbourne,0,0.9,72,41,61,65,1004.7,7,Yes
spring,Moree,0,10.4,44,15,60,21,1022.5,0,No
spring,Woomera,0,3.2,31,11,55,36,1023.2,8,No
summer,Mildura,0,3.5,43,20,76,53,1025.5,8,No
winter,Sale,0,12.5,41,6,51,15,1011.3,2,No
winter,Williamtown,0,7.2,41,19,48,50,1020.9,4,No
winter,Melbourne,0,12.7,48,6,70,33,1019.1,1,No
summer,Canberra,23,1.2,85,9,94,93,1011.5,8,Yes
autumn,MelbourneAirport,6,4.3,52,28,86,45,1002,7,No
spring,Canberra,0,6.9,39,13,56,28,1023.9,1,No
summer,Williamtown,2.6,5.7,74,26,58,44,1010.5,2,No
summer,MountGambier,17,6.5,85,30,92,54,1002.1,5,Yes
summer,MountGambier,0.2,8.4,15,4,97,59,1008.4,1,No
autumn,MelbourneAirport,0,8.2,96,31,47,34,1017.7,7,No
spring,AliceSprings,0,3.8,37,2,23,15,1018,7,No
autumn,MountGambier,0.2,7.2,37,19,68,66,1036.5,7,No
winter,NorfolkIsland,0,11.8,46,26,78,71,1022.6,2,No
winter,NorfolkIsland,1.4,11,46,28,62,57,1017.1,3,No
spring,MelbourneAirport,0,0.1,54,24,35,70,1018.9,7,Yes
summer,Moree,0,0.4,52,31,57,39,1021,8,Yes
summer,Canberra,0.2,7.9,48,20,46,49,1013.3,5,No
summer,CoffsHarbour,0,10.6,37,20,57,48,1024.3,1,No
spring,CoffsHarbour,10.4,3.5,43,20,84,71,1019.8,7,Yes
autumn,AliceSprings,0,12.9,37,7,28,11,1008.7,2,No
summer,WaggaWagga,0,8.8,28,6,87,61,1028.5,5,No
spring,Perth,0,9.1,33,7,70,46,1026.7,1,No
autumn,Mildura,0,8.8,39,13,32,17,1019.3,4,No
winter,PerthAirport,0,12,54,24,42,20,1021.5,1,No
summer,Canberra,1.6,7.7,59,20,76,66,1016.7,3,No
summer,Watsonia,0,2.5,37,7,81,56,1011.5,7,Yes
summer,Cairns,0,9.9,46,19,68,40,1015.3,2,No
autumn,Hobart,6,9.5,46,7,74,70,993.1,4,No
autumn,SydneyAirport,5.6,10.1,43,24,45,48,1013.1,1,No
autumn,Mildura,0,12.7,35,20,56,55,1017.8,3,No
autumn,PerthAirport,0.2,10.1,41,4,77,54,1022.2,4,No
spring,Perth,0,8.9,30,15,68,47,1027.5,3,No
autumn,Townsville,0,9.7,33,17,64,47,1013,3,No
summer,Mildura,0,5.2,30,15,82,51,1027.2,7,No
winter,Mildura,0,12.9,48,26,53,21,1017.9,0,No
spring,Perth,0,4.8,15,6,87,57,1022.6,4,No
spring,CoffsHarbour,0,10,39,20,43,47,1027.1,1,No
spring,Darwin,0.4,9.6,33,11,74,62,1009.8,6,No
summer,PerthAirport,19,4.9,56,19,77,87,1007.3,7,Yes
winter,Nuriootpa,0,11.6,33,4,58,19,1013.3,5,No
winter,Cairns,38.6,1.7,52,17,85,95,1012.1,8,Yes
winter,Woomera,0,13.3,39,19,43,13,1009.6,0,No
autumn,MountGambier,0,8.2,83,28,29,54,1005,5,No
spring,Sydney,0,9.5,22,11,74,58,1024.1,2,No
autumn,MelbourneAirport,0,11.4,39,9,59,41,1028.6,1,No
spring,Brisbane,0,9.8,13,2,79,53,1020.5,1,No
spring,AliceSprings,0,5.2,31,11,72,60,1020.7,7,No
summer,NorfolkIsland,1.8,8.4,61,35,78,72,1012,5,No
autumn,Hobart,7,0.7,33,15,94,87,1013.2,8,Yes
autumn,Portland,1.8,2.4,43,24,90,62,1020.6,8,No
autumn,PerthAirport,0,11.9,41,28,36,20,1024.9,0,No
spring,Cobar,0,6.9,31,7,64,35,1022.3,6,No
autumn,MelbourneAirport,0,12.9,44,20,51,28,1014.4,4,No
winter,Darwin,9.2,4.5,59,39,84,73,1005,7,Yes
autumn,WaggaWagga,0,11.6,37,17,59,25,1022.2,1,No
spring,MelbourneAirport,0.2,0,26,13,79,67,1028.3,7,No
summer,CoffsHarbour,0,5.5,30,13,63,63,1029.2,3,Yes
winter,SydneyAirport,32.2,1.2,44,11,88,65,1019.9,7,Yes
summer,Cairns,0.6,0.3,44,19,80,71,1016.5,8,Yes
summer,Canberra,0,7.3,43,6,76,70,1022.4,6,No
spring,SydneyAirport,0,10.3,46,22,44,31,1017.2,1,No
spring,Brisbane,0,5.2,17,4,72,56,1022.2,6,No
winter,Mildura,0,11.8,52,24,51,23,1016.8,4,No
spring,Woomera,0,10.8,35,26,48,16,1015.1,1,No
winter,Mildura,0,9.6,22,13,35,13,1012.8,2,No
winter,Cobar,0,12.7,39,13,24,12,1009.2,1,No
autumn,MountGambier,0,13.1,37,11,64,21,1024.1,1,No
summer,Portland,1.6,5,20,9,84,83,1034.5,8,No
autumn,Canberra,0,6.5,26,11,79,44,1024.7,1,No
summer,Watsonia,0,6.5,35,6,100,50,1027,7,Yes
autumn,Brisbane,0.2,11.8,37,15,30,21,1013.2,0,No
summer,MountGambier,1.4,2.9,52,13,73,70,1020.1,8,No
winter,Darwin,8.2,0,30,11,91,96,1008.6,8,Yes
summer,Townsville,0,10.5,43,19,55,52,1022.1,1,No
autumn,SydneyAirport,1.2,1.8,102,33,78,72,1014.6,8,Yes
winter,Townsville,0,9.9,37,19,76,74,1009.6,7,Yes
autumn,MountGambier,3.2,3.3,44,19,77,56,1015.8,7,No
summer,Watsonia,8.6,2,33,11,84,65,1004.4,7,No
summer,Cairns,0,10.3,31,13,65,65,1018,1,No
winter,MountGambier,0,7.6,50,13,77,47,1013.1,7,No
winter,Darwin,32.6,4.1,33,6,86,91,1009.5,7,Yes
summer,Woomera,3.8,4.7,63,13,81,39,1014.8,3,No
winter,Townsville,0,10.3,59,28,53,52,1011.5,4,No
summer,Darwin,0,10.9,52,13,74,17,1017.9,0,No
summer,Cairns,0,9,48,22,69,60,1019.2,6,No
spring,Mildura,0,3.6,20,6,78,43,1027.4,6,No
winter,Watsonia,0,13.1,35,7,63,38,1021.2,1,No
autumn,Cairns,0.6,0.9,35,11,90,84,1010.5,8,Yes
summer,Moree,0,0.8,65,26,27,20,1011.5,3,No
autumn,Portland,0,1.8,50,20,78,72,1023.4,8,No
summer,MountGambier,0,3.9,39,26,62,54,1028.2,6,No
