@relation table_train-weka.filters.unsupervised.attribute.Remove-R1-11

@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
QSO,4.636657,-0.37867
GALAXY,-0.288129,-0.827105
STAR,-0.368218,1.017561
STAR,-0.367149,2.504405
GALAXY,-0.16964,-0.706067
QSO,5.000648,1.602245
STAR,-0.367877,0.83832
STAR,-0.367547,-0.622068
GALAXY,-0.231939,-0.706067
QSO,2.688131,-0.629344
STAR,-0.368262,-0.88134
GALAXY,-0.141165,-0.632651
GALAXY,-0.146737,-0.82512
STAR,-0.367125,0.334327
GALAXY,-0.266635,-0.679611
GALAXY,-0.170836,-0.377347
GALAXY,-0.27758,-0.412402
GALAXY,0.373496,-0.589659
GALAXY,-0.167795,-0.70739
GALAXY,-0.162254,-0.606856
STAR,-0.367522,1.132646
QSO,0.371996,-0.37404
STAR,-0.367991,1.342312
GALAXY,-0.318834,-0.682918
QSO,4.079375,1.734527
GALAXY,-0.193335,-0.589659
STAR,-0.368099,-0.682918
GALAXY,-0.044303,-0.681595
GALAXY,0.029134,2.184284
GALAXY,-0.061345,-0.649186
QSO,3.748666,-0.826443
STAR,-0.368231,-0.87671
STAR,-0.366106,1.310565
QSO,-0.143051,-0.839671
STAR,-0.368142,2.419084
GALAXY,-0.172834,-0.682256
STAR,-0.368416,-0.624052
QSO,1.572138,2.74648
QSO,4.918787,-0.622068
GALAXY,-0.160421,-0.37404
QSO,6.511944,1.602245
QSO,0.010827,-0.82512
STAR,-0.367552,0.530104
STAR,-0.367966,0.211305
GALAXY,-0.181812,-0.650509
STAR,-0.366258,-0.682918
GALAXY,-0.168268,-0.706067
STAR,-0.369598,1.311887
GALAXY,0.020365,-0.844963
STAR,-0.367837,-0.82512
STAR,-0.368046,0.540025
GALAXY,-0.26734,-0.632651
STAR,-0.367286,1.310565
GALAXY,-0.3035,-0.866789
STAR,-0.368415,1.310565
STAR,-0.36846,1.290061
GALAXY,-0.223095,-0.82512
GALAXY,-0.233254,-0.838349
STAR,-0.369743,1.072458
STAR,-0.368356,2.419084
GALAXY,-0.167393,-0.74046
GALAXY,-0.205605,-0.37404
GALAXY,-0.149896,-0.824459
GALAXY,-0.252746,-0.681595
STAR,-0.369225,2.513665
GALAXY,-0.14559,-0.678288
GALAXY,-0.186447,-0.839671
STAR,-0.368216,-0.69813
GALAXY,0.011339,-0.741122
GALAXY,-0.155739,-0.388591
STAR,-0.367977,2.419084
GALAXY,-0.08055,-0.682918
GALAXY,-0.254827,-0.681595
GALAXY,-0.183949,-0.682256
GALAXY,-0.066641,-0.844963
QSO,4.310514,-0.878033
STAR,-0.3685,1.132646
GALAXY,-0.050932,-0.630005
STAR,-0.367931,-0.69813
GALAXY,-0.11482,-0.379332
STAR,-0.367735,1.030128
STAR,-0.367463,1.290061
STAR,-0.368266,0.1994
GALAXY,-0.243933,-0.880679
STAR,-0.368084,1.736511
GALAXY,-0.348955,-0.628682
STAR,-0.368565,1.030128
GALAXY,0.162118,-0.622068
STAR,-0.368056,-0.629344
STAR,-0.366454,1.561899
STAR,-0.369615,0.212628
GALAXY,-0.212503,-0.743106
QSO,2.700034,-0.630005
STAR,-0.368697,1.311887
GALAXY,-0.223278,-0.699453
QSO,2.091285,2.285479
GALAXY,-0.057711,-0.703421
STAR,-0.367461,1.540073
GALAXY,-0.252998,-0.827105
STAR,-0.368425,2.504405
GALAXY,0.013081,-0.818506
GALAXY,-0.111103,-0.412402
GALAXY,-0.283102,-0.66043
STAR,-0.366897,1.790746
GALAXY,-0.256377,-0.585029
GALAXY,0.052339,-0.659768
STAR,-0.368073,0.793344
STAR,-0.368276,-0.827766
GALAXY,-0.137542,-0.880679
GALAXY,-0.256379,-0.827105
STAR,-0.367524,2.504405
STAR,-0.368248,1.01227
GALAXY,-0.127357,-0.622068
STAR,-0.369749,1.342312
GALAXY,-0.19061,-0.741122
GALAXY,-0.230986,-0.37404
GALAXY,-0.153994,-0.878033
GALAXY,-0.069025,-0.678288
GALAXY,-0.185601,-0.622068
STAR,-0.367835,-0.66043
STAR,-0.366341,1.290061
GALAXY,-0.177046,-0.607517
GALAXY,-0.194758,-0.607517
GALAXY,-0.201323,-0.682256
GALAXY,-0.178801,-0.878694
GALAXY,-0.101021,-0.651832
STAR,-0.367979,0.793344
QSO,1.141884,-0.866789
STAR,-0.367953,1.342312
STAR,-0.368213,1.222597
STAR,-0.368158,-0.703421
GALAXY,-0.193078,-0.632651
GALAXY,-0.054212,-0.629344
STAR,-0.366905,0.801942
GALAXY,-0.116159,-0.679611
STAR,-0.368094,-0.87671
GALAXY,-0.265641,-0.574447
STAR,-0.367886,1.114788
GALAXY,-0.056684,-0.700114
STAR,-0.368247,0.841627
STAR,-0.368138,0.841627
GALAXY,-0.187256,-0.866789
GALAXY,-0.238131,-0.825782
STAR,-0.367977,1.010286
GALAXY,-0.179461,-0.878033
GALAXY,-0.120699,-0.818506
STAR,-0.367557,0.793344
GALAXY,-0.189303,-0.415048
STAR,-0.366966,2.504405
STAR,-0.367585,1.065844
GALAXY,-0.128552,-0.629344
STAR,-0.368343,2.504405
GALAXY,-0.181331,-0.629344
STAR,-0.367573,1.010286
STAR,-0.368103,1.01227
STAR,-0.368177,1.290061
GALAXY,-0.21393,-0.681595
STAR,-0.369204,-0.435551
QSO,4.140398,-0.682918
GALAXY,-0.247766,-0.864805
GALAXY,0.003178,-0.632651
STAR,-0.367412,-0.682256
STAR,-0.368365,1.030128
STAR,-0.368063,2.504405
STAR,-0.366881,-0.878033
GALAXY,-0.043961,-0.659768
GALAXY,-0.11253,-0.630005
STAR,-0.367634,-0.661091
STAR,-0.367117,0.793344
GALAXY,-0.179413,-0.878033
STAR,-0.369301,1.482531
STAR,-0.367128,1.131985
GALAXY,-0.130257,-0.631328
QSO,2.48416,-0.413063
GALAXY,-0.244416,-0.682918
GALAXY,-0.312399,-0.699453
GALAXY,-0.067705,-0.628682
GALAXY,-0.318872,-0.585029
GALAXY,-0.085187,-0.678288
GALAXY,-0.072133,-0.681595
STAR,-0.369304,-0.827105
STAR,-0.365623,1.065844
GALAXY,-0.153888,-0.650509
QSO,3.156212,-0.629344
GALAXY,-0.23606,-0.703421
GALAXY,-0.232363,-0.37867
STAR,-0.368001,0.793344
GALAXY,-0.158109,-0.624052
GALAXY,-0.174413,-0.682918
STAR,-0.367523,1.01227
STAR,-0.367232,1.01227
GALAXY,-0.068708,-0.604872
STAR,-0.368257,-0.827105
GALAXY,-0.32376,-0.74046
GALAXY,-0.157308,-0.606856
STAR,-0.367931,1.310565
QSO,3.553873,-0.622068
STAR,-0.367966,-0.82512
STAR,-0.367945,1.310565
GALAXY,-0.227884,-0.709374
GALAXY,-0.148831,-0.624052
STAR,-0.368016,1.290061
GALAXY,-0.226157,-0.826443
GALAXY,-0.014633,-0.66043
STAR,-0.368773,-0.630005
STAR,-0.368523,1.065844
GALAXY,-0.119982,-0.37404
GALAXY,-0.223766,1.047986
GALAXY,-0.255664,-0.845624
STAR,-0.36643,1.290061
GALAXY,-0.261822,-0.877372
GALAXY,-0.264443,0.328374
STAR,-0.367727,1.310565
GALAXY,-0.145979,-0.681595
GALAXY,-0.156053,-0.606856
STAR,-0.367869,-0.82512
GALAXY,-0.265642,-0.379993
STAR,-0.368369,-0.377347
GALAXY,-0.170184,-0.74046
STAR,-0.366297,1.310565
STAR,-0.367827,1.739157
GALAXY,-0.143011,-0.650509
STAR,-0.368208,-0.82512
QSO,0.711645,-0.585029
STAR,-0.368178,1.075765
STAR,-0.367651,1.072458
STAR,-0.368125,-0.82512
GALAXY,-0.334013,-0.88134
STAR,-0.367859,1.079733
STAR,-0.368298,-0.351553
QSO,-0.015896,-0.629344
GALAXY,-0.15568,-0.649186
GALAXY,-0.080049,-0.661091
STAR,-0.369599,1.545364
GALAXY,-0.180683,1.539412
GALAXY,-0.246158,-0.466637
GALAXY,-0.068913,-0.682256
GALAXY,-0.268301,-0.583045
STAR,-0.368286,0.1994
GALAXY,-0.151365,-0.62273
STAR,-0.367963,1.114788
STAR,-0.368066,-0.607517
GALAXY,-0.085845,-0.66043
QSO,4.140703,-0.629344
STAR,-0.368186,1.524861
STAR,-0.368226,1.079733
GALAXY,-0.0261,-0.681595
GALAXY,0.092587,-0.606856
GALAXY,-0.11767,-0.818506
GALAXY,0.132281,-0.393883
STAR,-0.370064,2.307306
STAR,-0.369419,2.679678
GALAXY,-0.213155,-0.62273
STAR,-0.368216,0.83832
GALAXY,-0.07307,-0.661091
GALAXY,-0.245124,-0.659768
GALAXY,-0.250405,-0.466637
STAR,-0.369893,1.030128
STAR,-0.36809,2.504405
GALAXY,-0.135245,-0.84364
GALAXY,-0.19338,-0.589659
STAR,-0.367629,1.734527
GALAXY,-0.111066,-0.626037
GALAXY,-0.122155,-0.682256
STAR,-0.366734,2.504405
STAR,-0.366881,-0.706067
GALAXY,-0.288275,-0.82512
GALAXY,-0.253706,-0.689532
GALAXY,-0.182693,-0.661091
STAR,-0.367085,0.83832
GALAXY,-0.249878,-0.435551
STAR,-0.368043,-0.866789
GALAXY,-0.154195,-0.466637
GALAXY,-0.301649,-0.839671
STAR,-0.365924,-0.659768
GALAXY,-0.254306,-0.827105
STAR,-0.367973,2.504405
STAR,-0.36486,2.51631
GALAXY,-0.067933,-0.413063
STAR,-0.368065,1.272864
GALAXY,-0.038491,-0.880679
GALAXY,-0.169051,-0.681595
GALAXY,-0.295289,-0.82512
STAR,-0.367807,1.065844
GALAXY,-0.353308,-0.629344
GALAXY,-0.114988,-0.682256
STAR,-0.368241,0.304564
STAR,-0.36836,-0.622068
STAR,-0.367645,1.222597
GALAXY,-0.172366,-0.681595
GALAXY,0.07259,-0.678288
QSO,2.002955,-0.818506
GALAXY,-0.156804,-0.631328
STAR,-0.368405,1.131985
STAR,-0.367852,-0.87671
GALAXY,-0.269933,-0.682918
GALAXY,-0.261923,-0.631328
STAR,-0.367453,1.323793
STAR,-0.36641,1.310565
STAR,-0.367786,-0.624052
GALAXY,-0.184889,-0.626698
STAR,-0.3667,0.83832
STAR,-0.366173,1.010286
GALAXY,-0.154318,-0.668367
QSO,3.501162,-0.82512
STAR,-0.367838,1.01227
STAR,-0.366556,1.751062
GALAXY,-0.186091,-0.688209
GALAXY,-0.024293,-0.862159
GALAXY,-0.142538,-0.650509
GALAXY,-0.319894,-0.682918
GALAXY,-0.081043,-0.698792
STAR,-0.368033,0.841627
GALAXY,-0.345382,-0.877372
QSO,-0.028644,-0.650509
STAR,-0.368209,1.114788
GALAXY,-0.189644,-0.878694
GALAXY,-0.131641,-0.661091
STAR,-0.368012,1.01227
STAR,-0.366476,0.841627
STAR,-0.368151,-0.82512
GALAXY,-0.273799,-0.626037
GALAXY,-0.189877,-0.84827
GALAXY,-0.293901,-0.650509
STAR,-0.367832,2.51631
STAR,-0.366485,0.841627
GALAXY,-0.151729,-0.880679
GALAXY,-0.117669,-0.699453
GALAXY,-0.107633,-0.589659
GALAXY,-0.20282,-0.668367
STAR,-0.367197,2.504405
STAR,-0.368009,0.334327
GALAXY,-0.18224,-0.682256
GALAXY,-0.087515,-0.679611
GALAXY,-0.189597,-0.823798
STAR,-0.368004,1.075765
GALAXY,-0.286015,-0.661091
GALAXY,-0.143014,-0.678288
STAR,-0.367483,0.334327
STAR,-0.367808,1.342312
STAR,-0.367605,1.08767
STAR,-0.369182,-0.82512
GALAXY,-0.299839,-0.826443
STAR,-0.368217,-0.825782
GALAXY,-0.335594,-0.661091
GALAXY,-0.119698,-0.699453
STAR,-0.36741,-0.842978
GALAXY,-0.227265,-0.709374
GALAXY,-0.202635,-0.631989
GALAXY,-0.054588,-0.688209
STAR,-0.367604,1.132646
GALAXY,-0.229121,-0.69813
GALAXY,-0.065438,-0.84827
GALAXY,-0.135975,-0.825782
STAR,-0.366884,1.01227
STAR,-0.368026,1.290061
GALAXY,-0.155889,-0.679611
STAR,-0.368221,1.194157
GALAXY,-0.245909,-0.37867
STAR,-0.367918,1.311887
STAR,-0.368955,1.768259
QSO,4.048777,-0.824459
GALAXY,-0.218665,-0.743106
STAR,-0.368463,1.079733
GALAXY,0.018685,-0.681595
GALAXY,-0.181815,-0.703421
GALAXY,-0.042234,-0.827766
STAR,-0.367976,-0.661091
GALAXY,-0.278617,-0.88134
GALAXY,-0.162749,-0.630005
GALAXY,-0.083372,-0.700114
GALAXY,-0.154404,-0.828427
QSO,4.845502,-0.583045
GALAXY,-0.072712,-0.679611
GALAXY,-0.158525,-0.395867
QSO,5.044996,-0.681595
STAR,-0.368317,0.83832
QSO,4.343052,-0.823798
STAR,-0.367921,-0.699453
GALAXY,-0.129294,-0.699453
QSO,4.474042,-0.702099
STAR,-0.366762,1.290061
GALAXY,-0.236982,-0.604872
STAR,-0.369489,-0.703421
STAR,-0.368111,1.010286
GALAXY,-0.308835,-0.878694
GALAXY,-0.207544,-0.703421
GALAXY,-0.228535,0.328374
GALAXY,-0.185553,-0.839671
GALAXY,-0.016493,-0.698792
QSO,2.186765,-0.661091
GALAXY,0.039424,-0.622068
GALAXY,-0.129868,-0.622068
GALAXY,-0.180623,-0.626698
STAR,-0.369368,0.861469
STAR,-0.368507,1.075765
GALAXY,-0.016192,-0.682918
STAR,-0.367761,2.419084
STAR,-0.369523,-0.826443
GALAXY,-0.310073,-0.413063
QSO,5.266729,-0.37867
GALAXY,-0.276264,-0.88134
STAR,-0.367676,0.212628
GALAXY,-0.098086,-0.877372
STAR,-0.365893,0.83832
GALAXY,-0.339605,-0.377347
GALAXY,-0.283027,-0.762287
STAR,-0.366981,1.560577
STAR,-0.368975,-0.823798
GALAXY,-0.166609,-0.825782
GALAXY,-0.196027,-0.630005
STAR,-0.367782,0.793344
GALAXY,-0.138907,-0.839671
GALAXY,0.03268,-0.700114
STAR,-0.368373,1.010286
STAR,-0.369349,-0.826443
STAR,-0.368176,-0.87671
GALAXY,-0.034316,-0.413063
STAR,-0.368948,-0.844963
STAR,-0.368796,1.323793
GALAXY,-0.243748,-0.606856
STAR,-0.368761,-0.842978
QSO,3.195659,1.602245
STAR,-0.366989,0.793344
STAR,-0.367875,2.504405
QSO,2.368673,2.733252
GALAXY,0.038307,-0.622068
QSO,0.020979,-0.37867
GALAXY,-0.196702,-0.626698
GALAXY,-0.111797,-0.878694
STAR,-0.3682,-0.622068
STAR,-0.369569,-0.74046
STAR,-0.369022,-0.339647
STAR,-0.3684,1.075765
STAR,-0.366791,2.512342
GALAXY,-0.261801,-0.631328
GALAXY,-0.118681,-0.682256
STAR,-0.36475,2.518295
STAR,-0.368114,-0.415048
STAR,-0.367621,-0.87671
GALAXY,-0.284406,-0.466637
GALAXY,-0.314748,-0.415048
GALAXY,-0.179057,-0.651832
QSO,0.905739,-0.606856
GALAXY,-0.233682,-0.706067
GALAXY,-0.1162,-0.688209
STAR,-0.367196,0.579048
GALAXY,-0.303372,-0.629344
GALAXY,-0.066217,-0.622068
STAR,-0.36747,0.83832
STAR,-0.365881,0.841627
GALAXY,-0.151671,-0.688209
GALAXY,-0.292377,-0.650509
GALAXY,-0.151885,-0.631328
QSO,1.358049,-0.415048
GALAXY,-0.324867,-0.703421
STAR,-0.368506,-0.709374
STAR,-0.368009,-0.839671
GALAXY,0.131725,-0.626698
STAR,-0.367026,1.5996
GALAXY,0.007036,-0.413063
GALAXY,-0.041663,-0.682918
GALAXY,-0.289416,-0.878694
GALAXY,-0.206549,-0.877372
STAR,-0.367563,-0.682918
GALAXY,-0.196457,-0.682256
GALAXY,-0.166433,-0.632651
STAR,-0.367381,0.793344
GALAXY,-0.255537,-0.628682
GALAXY,-0.266814,-0.681595
GALAXY,-0.067646,-0.681595
STAR,-0.366443,1.010286
STAR,-0.365867,1.585049
STAR,-0.368521,-0.682918
QSO,0.657732,-0.351553
STAR,-0.366772,1.01227
GALAXY,-0.036541,-0.688209
GALAXY,0.022938,-0.414386
GALAXY,-0.119,-0.583045
STAR,-0.368155,1.542719
GALAXY,-0.177251,-0.877372
QSO,6.100706,1.762306
GALAXY,-0.060683,-0.37404
STAR,-0.367536,0.793344
GALAXY,-0.215951,-0.82512
STAR,-0.368336,-0.680934
STAR,-0.367762,-0.628682
STAR,-0.367147,-0.622068
GALAXY,-0.175394,-0.700114
GALAXY,0.096006,-0.659768
STAR,-0.367705,1.075765
STAR,-0.367248,2.504405
GALAXY,-0.180305,-0.632651
STAR,-0.368058,1.243762
GALAXY,-0.21697,-0.682256
GALAXY,-0.155443,-0.66043
STAR,-0.365094,0.839642
GALAXY,-0.198035,-0.682256
GALAXY,-0.240144,-0.682256
GALAXY,-0.122324,-0.661091
STAR,-0.367819,1.734527
GALAXY,-0.227236,-0.84364
STAR,-0.368177,1.079733
STAR,-0.367658,0.793344
GALAXY,-0.202813,-0.583045
STAR,-0.368629,1.079733
GALAXY,-0.121736,-0.682256
QSO,2.322021,-0.877372
STAR,-0.368004,1.01227
GALAXY,-0.289268,-0.703421
STAR,-0.367327,2.504405
STAR,-0.368238,1.342312
QSO,3.706599,-0.698792
GALAXY,-0.247606,-0.622068
QSO,3.794397,-0.747074
GALAXY,-0.291414,-0.762287
GALAXY,-0.174895,-0.668367
QSO,3.4493,-0.661091
GALAXY,-0.15738,-0.679611
GALAXY,-0.058031,-0.622068
GALAXY,-0.202599,-0.583045
GALAXY,-0.13368,-0.682256
STAR,-0.366785,-0.839671
GALAXY,-0.048396,-0.682918
STAR,-0.367318,-0.87671
GALAXY,-0.128485,-0.377347
GALAXY,-0.123792,1.768259
GALAXY,0.02053,-0.681595
STAR,-0.367289,2.419084
STAR,-0.369991,-0.82512
GALAXY,-0.189274,-0.415048
STAR,-0.365797,-0.650509
STAR,-0.367816,1.01227
STAR,-0.367892,1.243762
GALAXY,-0.066835,-0.415048
GALAXY,-0.311692,-0.62273
GALAXY,-0.090564,-0.379332
GALAXY,-0.282295,-0.682918
STAR,-0.368285,-0.878033
GALAXY,-0.151612,-0.700114
GALAXY,-0.187264,-0.682918
STAR,-0.367789,1.741802
GALAXY,-0.224773,-0.702099
STAR,-0.368235,0.841627
STAR,-0.368218,1.323793
GALAXY,-0.161409,-0.630005
STAR,-0.367617,1.01227
GALAXY,-0.245735,-0.631989
STAR,-0.368423,-0.651832
STAR,-0.36796,0.211305
STAR,-0.367833,1.212015
GALAXY,-0.250906,-0.681595
STAR,-0.368411,1.222597
GALAXY,-0.218931,-0.743106
STAR,-0.368424,-0.698792
STAR,-0.367868,1.01227
GALAXY,-0.166495,-0.651832
GALAXY,-0.055539,-0.762287
GALAXY,0.007852,-0.839671
STAR,-0.367407,1.08767
GALAXY,-0.233312,-0.624052
GALAXY,-0.170664,-0.415048
STAR,-0.368353,1.524861
GALAXY,-0.119817,-0.377347
QSO,4.534431,-0.622068
STAR,-0.367395,1.01227
QSO,3.808119,-0.574447
STAR,-0.367976,1.01227
GALAXY,-0.207051,-0.74046
STAR,-0.369578,-0.629344
GALAXY,-0.097025,-0.37404
STAR,-0.366,0.83832
STAR,-0.36805,1.132646
GALAXY,-0.151651,-0.682256
STAR,-0.367719,1.010286
STAR,-0.368121,0.83832
GALAXY,0.035596,-0.825782
GALAXY,-0.279293,-0.37404
GALAXY,-0.029777,-0.706067
STAR,-0.368191,1.079733
STAR,-0.368626,1.54338
GALAXY,-0.186694,-0.622068
STAR,-0.368456,1.310565
GALAXY,-0.263764,-0.682918
STAR,-0.366714,-0.377347
GALAXY,-0.232628,-0.329726
GALAXY,-0.024702,-0.82512
QSO,3.169838,-0.877372
GALAXY,-0.165775,-0.651832
STAR,-0.368129,1.01227
GALAXY,-0.260196,-0.413063
STAR,-0.369622,-0.624052
GALAXY,-0.132922,-0.688209
GALAXY,0.052454,-0.622068
GALAXY,-0.263891,-0.622068
STAR,-0.367064,1.310565
GALAXY,-0.157969,-0.632651
STAR,-0.368453,-0.706067
STAR,-0.367841,1.075765
GALAXY,-0.1666,-0.687548
STAR,-0.367197,1.072458
GALAXY,-0.350663,-0.626698
STAR,-0.368565,-0.823798
STAR,-0.368361,-0.839671
GALAXY,-0.282418,-0.682256
GALAXY,-0.290223,-0.762287
GALAXY,-0.166162,-0.585029
GALAXY,-0.274775,-0.703421
STAR,-0.368004,0.793344
GALAXY,-0.111107,-0.687548
GALAXY,-0.224854,-0.699453
GALAXY,-0.121021,-0.703421
STAR,-0.368421,1.311887
STAR,-0.366752,-0.703421
STAR,-0.368911,2.496468
STAR,-0.366363,1.010286
GALAXY,-0.120609,-0.661091
QSO,4.028182,-0.62273
QSO,1.527311,-0.631989
STAR,-0.367938,2.518295
GALAXY,-0.083577,-0.626698
GALAXY,-0.192518,-0.37404
GALAXY,-0.200327,-0.688209
GALAXY,-0.306173,-0.706067
GALAXY,-0.198638,-0.681595
GALAXY,-0.164227,-0.626037
GALAXY,-0.224312,-0.862159
GALAXY,-0.236142,2.300692
QSO,2.005105,-0.651832
GALAXY,-0.010989,-0.373379
QSO,0.432334,-0.629344
GALAXY,-0.268787,-0.682256
STAR,-0.368083,0.83832
STAR,-0.36737,0.83832
STAR,-0.366959,-0.682918
STAR,-0.367493,1.030128
STAR,-0.367654,-0.604872
STAR,-0.368919,0.83832
STAR,-0.368485,1.540073
GALAXY,-0.154221,-0.682256
GALAXY,-0.092248,-0.839671
GALAXY,-0.303462,-0.632651
GALAXY,-0.149668,-0.88134
QSO,3.291311,1.243762
GALAXY,-0.048237,-0.845624
GALAXY,-0.066899,-0.661091
GALAXY,-0.16827,-0.632651
STAR,-0.367139,-0.842978
GALAXY,-0.069555,-0.682918
QSO,5.955777,1.521554
GALAXY,-0.180842,-0.632651
GALAXY,-0.266345,-0.700114
GALAXY,-0.197659,-0.607517
STAR,-0.368834,-0.82512
GALAXY,-0.233442,-0.706067
GALAXY,-0.138151,-0.839671
STAR,-0.369806,1.342312
STAR,-0.36797,1.075765
STAR,-0.368355,-0.632651
STAR,-0.36877,0.1994
GALAXY,-0.313289,-0.622068
GALAXY,-0.255067,-0.827105
GALAXY,-0.171351,-0.413063
STAR,-0.367204,-0.84827
GALAXY,-0.287857,-0.388591
GALAXY,-0.155023,-0.377347
STAR,-0.367945,1.778841
STAR,-0.368014,1.079733
GALAXY,-0.138691,-0.688209
QSO,0.381362,-0.583045
STAR,-0.366422,1.310565
STAR,-0.367657,1.046663
GALAXY,-0.254343,-0.689532
GALAXY,-0.152928,2.518295
QSO,4.298624,-0.626037
STAR,-0.368299,-0.632651
STAR,-0.367748,-0.626037
STAR,-0.368216,-0.87671
GALAXY,-0.12054,-0.681595
STAR,-0.366461,0.801942
STAR,-0.368282,1.342312
GALAXY,-0.102117,-0.622068
GALAXY,-0.147066,-0.622068
STAR,-0.367747,0.841627
QSO,1.721807,-0.862159
GALAXY,-0.058707,-0.680272
GALAXY,-0.221441,1.048647
QSO,4.837894,-0.37867
STAR,-0.368334,0.793344
STAR,-0.36727,-0.827105
STAR,-0.366832,0.841627
GALAXY,-0.148219,-0.838349
GALAXY,-0.062092,-0.380655
GALAXY,-0.237443,-0.699453
STAR,-0.367305,0.793344
STAR,-0.3684,0.793344
STAR,-0.366707,0.793344
STAR,-0.368008,1.342312
QSO,2.027597,-0.838349
STAR,-0.367639,-0.87671
STAR,-0.36579,1.132646
QSO,3.072148,-0.688209
STAR,-0.36827,0.83832
STAR,-0.36862,1.27088
STAR,-0.367627,1.01227
STAR,-0.367687,1.030128
GALAXY,0.002416,-0.632651
STAR,-0.368042,-0.631989
GALAXY,-0.096114,-0.877372
GALAXY,-0.177617,-0.878694
STAR,-0.367046,-0.650509
GALAXY,0.083694,-0.37404
STAR,-0.367703,0.83832
GALAXY,-0.287269,-0.688209
GALAXY,-0.131356,-0.374702
STAR,-0.370286,2.497791
STAR,-0.367914,0.83832
STAR,-0.367006,-0.628682
STAR,-0.368458,2.464059
STAR,-0.367565,2.518956
QSO,4.595694,-0.466637
GALAXY,-0.204442,-0.651832
GALAXY,-0.148536,-0.681595
GALAXY,-0.076386,-0.62273
GALAXY,0.114642,-0.626698
GALAXY,-0.178703,-0.632651
STAR,-0.367696,1.131985
STAR,-0.368149,1.065844
GALAXY,-0.085448,-0.415048
QSO,0.198273,-0.703421
GALAXY,-0.076452,-0.839671
GALAXY,-0.156217,-0.606856
STAR,-0.367665,0.83832
GALAXY,-0.22729,-0.706067
GALAXY,-0.040936,-0.659768
STAR,-0.370066,1.485176
STAR,-0.367209,1.105528
STAR,-0.367062,1.342312
GALAXY,-0.181951,-0.606856
GALAXY,-0.111946,-0.466637
GALAXY,-0.231582,-0.37867
STAR,-0.367621,0.579048
GALAXY,-0.130078,1.030128
STAR,-0.368203,1.01227
STAR,-0.367765,1.323793
STAR,-0.369454,1.030128
GALAXY,-0.310202,-0.839671
QSO,3.119752,-0.631989
STAR,-0.367672,0.83832
STAR,-0.368178,1.065844
GALAXY,-0.122085,-0.678288
GALAXY,-0.091993,-0.630005
GALAXY,-0.121207,-0.682918
GALAXY,-0.211864,-0.668367
GALAXY,-0.123236,-0.84364
GALAXY,-0.079237,-0.762287
GALAXY,-0.102923,0.328374
STAR,-0.368327,-0.878694
QSO,2.703717,-0.709374
GALAXY,-0.14758,-0.703421
STAR,-0.367106,1.67963
GALAXY,-0.159111,-0.821152
GALAXY,-0.181203,-0.844963
GALAXY,-0.120516,-0.585029
GALAXY,-0.20544,-0.82512
STAR,-0.367712,-0.824459
STAR,-0.36788,1.342312
GALAXY,-0.066386,-0.679611
GALAXY,-0.251204,-0.681595
QSO,-0.036303,-0.709374
GALAXY,-0.155206,-0.681595
STAR,-0.367808,-0.839671
GALAXY,-0.363985,-0.678288
STAR,-0.365849,1.01227
GALAXY,-0.268743,-0.682256
STAR,-0.368207,-0.825782
STAR,-0.36844,1.068489
STAR,-0.368274,-0.628682
GALAXY,-0.196718,-0.629344
STAR,-0.36816,1.67963
GALAXY,-0.196246,-0.629344
GALAXY,-0.300351,-0.659768
QSO,3.197457,-0.680934
QSO,2.669866,-0.703421
STAR,-0.368079,1.131985
GALAXY,-0.200031,-0.682918
STAR,-0.368629,-0.839671
STAR,-0.367795,2.495145
GALAXY,-0.23122,-0.706067
STAR,-0.367533,0.841627
GALAXY,-0.231743,-0.682256
STAR,-0.369709,2.913816
STAR,-0.367786,1.342312
GALAXY,-0.107828,-0.878694
GALAXY,0.316976,-0.688209
STAR,-0.367893,-0.87671
STAR,-0.368305,-0.631328
STAR,-0.367892,0.793344
STAR,-0.367039,1.751062
STAR,-0.367508,1.342312
GALAXY,-0.208331,-0.628682
STAR,-0.366257,1.132646
STAR,-0.367755,0.841627
STAR,-0.3656,1.243762
GALAXY,-0.133556,-0.681595
STAR,-0.369312,1.065844
GALAXY,-0.082946,-0.380655
STAR,-0.368673,-0.622068
GALAXY,-0.113296,-0.682256
QSO,4.731466,-0.583045
GALAXY,-0.120278,-0.585029
STAR,-0.367768,0.211305
STAR,-0.367488,2.504405
GALAXY,-0.09104,-0.622068
STAR,-0.368088,1.54338
GALAXY,-0.271545,1.758337
GALAXY,-0.166892,-0.628682
STAR,-0.368068,-0.379332
STAR,-0.370472,2.518295
GALAXY,-0.118938,-0.700114
GALAXY,0.106932,-0.606856
GALAXY,-0.192157,-0.583045
STAR,-0.368331,0.304564
STAR,-0.367941,1.290061
GALAXY,-0.309725,-0.427614
GALAXY,-0.080582,-0.628682
GALAXY,-0.314043,-0.668367
STAR,-0.368242,2.502421
GALAXY,-0.081171,-0.589659
GALAXY,-0.210894,-0.680272
GALAXY,0.039154,-0.650509
GALAXY,-0.259336,-0.583045
STAR,-0.368137,1.01227
GALAXY,-0.215405,-0.839671
STAR,-0.366331,1.017561
GALAXY,-0.185613,-0.827105
STAR,-0.366902,2.51631
STAR,-0.368101,0.328374
STAR,-0.36775,0.841627
GALAXY,-0.152926,-0.682918
